time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/loss,train/value_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/approx_kl,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_reward,eval/mean_score_ep_length
,1350000,,,0.07300736000000001,-1.3965911716222763,-0.0031039189198054373,-0.0019454006105661392,0.053645532578229904,0.0001825184,0.8311705589294434,0.10888671875,0.001526223,5272,,,9604.2,-10.040000000000001,7.2,9604.2
2950,1350656,1319,457,,,,,,,,,,,5.27,8955.58,,,,
2951,1351680,1320,457,0.07298688,-1.4009358659386635,-0.005456124083139002,-0.006955176591873169,0.043262646067887545,0.0001824672,0.8703941106796265,0.115234375,0.0021694466,5276,5.33,8975.3,,,,
2952,1352704,1321,458,0.0729664,-1.4101190343499184,-0.007424561074003577,-0.015072140842676163,0.0387260994175449,0.000182416,0.9175236821174622,0.1611328125,0.00190674,5280,5.33,8975.3,,,,
2953,1353728,1322,458,0.07294592,-1.4331564754247665,-0.005800624843686819,-0.010437464341521263,0.036606851732358336,0.0001823648,0.918823778629303,0.103271484375,0.0013613217,5284,5.33,8975.3,,,,
2954,1354752,1323,458,0.07292544000000001,-1.3889130726456642,-0.004143636499065906,-0.005878351628780365,0.0382202323526144,0.00018231360000000002,0.9195271134376526,0.14453125,0.0019711591,5288,5.33,8975.3,,,,
2955,1355776,1324,458,0.07290496,-1.393909603357315,-0.0031135472818277776,-0.0003325715661048889,0.034458096721209586,0.00018226239999999998,0.9396220445632935,0.14892578125,0.002506154,5292,5.33,8975.3,,,,
2956,1356800,1325,458,0.07288448000000002,-1.414284586906433,-0.0071645728894509375,-0.01846116967499256,0.02671762916725129,0.0001822112,0.9474542737007141,0.141845703125,0.002209089,5296,5.33,8975.3,,,,
2957,1357824,1326,459,0.072864,-1.4399779736995697,-0.0036125925253145397,-0.013384399004280567,0.03002280369400978,0.00018216,0.9383997321128845,0.14208984375,0.0017329562,5300,5.33,8975.3,,,,
2958,1358848,1327,459,0.07284352000000001,-1.4448249787092209,-0.0031892892729956657,-0.006273426115512848,0.03279671480413526,0.00018210880000000003,0.9452136158943176,0.119873046875,0.001473444,5304,5.3,8962.63,,,,
2959,1359872,1328,459,0.07282303999999999,-1.4090536385774612,-0.004720783472293988,0.000954730436205864,0.054989669006317854,0.0001820576,0.8966413736343384,0.085205078125,0.0014163759,5308,5.3,8962.63,,,,
2961,1360896,1329,459,0.07280256,-1.4292332008481026,-0.004538453766144812,6.680376827716827e-05,0.05446418980136514,0.00018200640000000002,0.8864154815673828,0.09814453125,0.0017154997,5312,5.52,8941.58,,,,
2962,1361920,1330,459,0.07278208,-1.4259739071130753,-0.005013836635043845,-0.0020660068839788437,0.0418109658639878,0.0001819552,0.8775681853294373,0.10546875,0.0020293666,5316,5.52,8941.58,,,,
2963,1362944,1331,459,0.07276160000000001,-1.4283206388354301,-0.005336330912541598,-0.0014080926775932312,0.05131486337631941,0.000181904,0.7927507162094116,0.1484375,0.0015299194,5320,5.52,8941.58,,,,
2964,1363968,1332,460,0.07274111999999999,-1.410326987504959,-0.005548522953176871,-0.003631601110100746,0.05108037940226495,0.00018185279999999998,0.7998955249786377,0.12646484375,0.0025109847,5324,5.52,8941.58,,,,
2965,1364992,1333,460,0.07272064,-1.4255190640687943,-0.006616008613491431,-0.0038538239896297455,0.050631189020350575,0.0001818016,0.7703197002410889,0.205078125,0.002555634,5328,5.52,8941.58,,,,
2966,1366016,1334,460,0.07270016,-1.4310078993439674,-0.003925352590158582,-0.006246462464332581,0.04183473391458392,0.0001817504,0.8196960687637329,0.154052734375,0.0019701216,5332,5.29,8968.37,,,,
2967,1367040,1335,460,0.07267968000000001,-1.444069929420948,-0.005116144777275622,-0.00899428315460682,0.03680780460126698,0.0001816992,0.865687906742096,0.168701171875,0.00216765,5336,5.29,8968.37,,,,
2968,1368064,1336,460,0.07265920000000001,-1.4455407559871674,-0.006460799224441871,-0.01685040071606636,0.0329812818672508,0.00018164800000000002,0.9102203249931335,0.1201171875,0.0020646795,5340,5.33,8984.15,,,,
2969,1369088,1337,461,0.07263872,-1.4565803408622742,-0.005950640887022018,-0.005139920860528946,0.042345230001956224,0.00018159680000000002,0.8984612822532654,0.15869140625,0.002309182,5344,5.25,8961.12,,,,
2970,1370112,1338,461,0.07261824,-1.4439069107174873,-0.006863639457151294,-0.015552092343568802,0.031656063394621015,0.0001815456,0.9263903498649597,0.09521484375,0.0020602804,5348,5.25,8961.12,,,,
2971,1371136,1339,461,0.07259776,-1.4771018028259277,-0.0043720251123886555,-0.015242846682667732,0.021644364343956113,0.0001814944,0.9390998482704163,0.150390625,0.0020825188,5352,5.27,8968.08,,,,
2972,1372160,1340,461,0.07257728000000001,-1.4696075916290283,-0.003388665383681655,-0.006061762571334839,0.05639097886160016,0.0001814432,0.812325656414032,0.096923828125,0.00204591,5356,5.27,8968.08,,,,
2973,1373184,1341,461,0.0725568,-1.473911702632904,-0.0032755297725088894,0.004062343388795853,0.0797744772862643,0.000181392,0.7478632926940918,0.16455078125,0.002074659,5360,5.45,8935.23,,,,
2974,1374208,1342,462,0.07253632,-1.4690523743629456,-0.005078716931166127,-0.006458076648414135,0.03748041589278728,0.0001813408,0.8685270547866821,0.121337890625,0.0021425846,5364,5.63,8890.94,,,,
,1375000,,,0.07251584,-1.4849612191319466,-0.005086372315417975,-0.01653015986084938,0.030527700553648174,0.0001812896,0.9222093820571899,0.14794921875,0.0017747704,5368,,,10825.2,-1237.7866666000002,-10.4,10825.2
3020,1375232,1343,455,,,,,,,,,,,5.63,8890.94,,,,
3021,1376256,1344,455,0.07249536,-1.467051349580288,-0.00390623472048901,-0.0021058712154626846,0.061720096971839666,0.0001812384,0.8018608093261719,0.144775390625,0.0022028107,5372,5.85,8880.31,,,,
3022,1377280,1345,455,0.07247488,-1.5085913985967636,-0.006535448075737804,-0.008204640820622444,0.04821452940814197,0.00018118719999999999,0.8081027865409851,0.169921875,0.002472794,5376,5.85,8880.31,,,,
3023,1378304,1346,455,0.07245440000000002,-1.4854220747947693,-0.005079441296402365,0.0012910757213830948,0.055839111097157,0.00018113600000000004,0.7783509492874146,0.123291015625,0.0018458859,5380,5.85,8880.31,,,,
3024,1379328,1347,455,0.07243392,-1.4905894473195076,-0.004808895639143884,-0.0036315619945526123,0.04703368037007749,0.0001810848,0.8602501153945923,0.108154296875,0.0022538858,5384,5.85,8880.31,,,,
3025,1380352,1348,456,0.07241344000000001,-1.5019209533929825,-0.005707767850253731,-0.014202293939888477,0.01977721689036116,0.00018103360000000003,0.9474726915359497,0.148193359375,0.0022028328,5388,5.85,8880.31,,,,
3026,1381376,1349,456,0.07239295999999999,-1.4787468612194061,-0.004075096047017723,-0.008705902844667435,0.037607868551276624,0.0001809824,0.8949050307273865,0.122314453125,0.0018046973,5392,5.85,8880.31,,,,
3027,1382400,1350,456,0.07237248,-1.496606506407261,-0.005697668297216296,-0.017231587320566177,0.01388746954035014,0.00018093120000000002,0.9677745699882507,0.119140625,0.001506673,5396,5.85,8880.31,,,,
3028,1383424,1351,456,0.072352,-1.4814619794487953,-0.006380642342264764,-0.019780557602643967,0.015935940202325583,0.00018088,0.9646565318107605,0.14208984375,0.0017071171,5400,5.85,8880.31,,,,
3029,1384448,1352,456,0.07233152000000001,-1.4919595196843147,-0.004939011356327683,-0.008355962112545967,0.03035915200598538,0.0001808288,0.9336593747138977,0.093017578125,0.0020458242,5404,6.03,8864.84,,,,
3031,1385472,1353,457,0.07231104,-1.4840170368552208,-0.004083399660885334,-0.016096021980047226,0.023911428404971957,0.00018077759999999998,0.9562056064605713,0.11669921875,0.0015783906,5408,5.88,8881.84,,,,
3032,1386496,1354,457,0.07229056,-1.5088299438357353,-0.007477633596863598,-0.020723214372992516,0.024280178942717612,0.0001807264,0.9501525163650513,0.174072265625,0.0018962342,5412,5.9,8879.28,,,,
3033,1387520,1355,457,0.07227008,-1.4824901670217514,-0.006446988380048424,-0.015714440494775772,0.03389153955504298,0.00018067519999999997,0.9050798416137695,0.120361328125,0.0017286041,5416,5.9,8879.28,,,,
3034,1388544,1356,457,0.07224960000000001,-1.4657982736825943,-0.004683070175815374,-0.02093503251671791,0.02791640697978437,0.000180624,0.909256637096405,0.1689453125,0.00239866,5420,5.9,8874.4,,,,
3035,1389568,1357,457,0.07222912000000001,-1.494795247912407,-0.004754134308313951,-0.014705079607665539,0.02380451705539599,0.00018057280000000002,0.8978798389434814,0.115478515625,0.0016975852,5424,5.9,8874.4,,,,
3036,1390592,1358,458,0.07220864,-1.4910291880369186,-0.005338052113074809,-0.013357464224100113,0.029536760179325938,0.00018052160000000002,0.9006816148757935,0.117919921875,0.001568384,5428,5.67,8921.55,,,,
3037,1391616,1359,458,0.07218816,-1.459784485399723,-0.0038265579496510327,-0.013355530798435211,0.027460827957838774,0.0001804704,0.9072913527488708,0.0712890625,0.0012205318,5432,5.85,8894.59,,,,
3038,1392640,1360,458,0.07216768,-1.4949257224798203,-0.006484071258455515,-0.022824250161647797,0.016594733286183327,0.0001804192,0.939555287361145,0.120361328125,0.0019290666,5436,5.85,8894.59,,,,
3039,1393664,1361,458,0.07214720000000001,-1.512390322983265,-0.005250538815744221,-0.014014994725584984,0.023292038240469992,0.000180368,0.9268519878387451,0.113525390625,0.00141393,5440,5.85,8894.59,,,,
3040,1394688,1362,458,0.07212672,-1.4595090970396996,-0.0060566330212168396,-0.01474851556122303,0.032906219246797264,0.0001803168,0.9246505498886108,0.13525390625,0.001988335,5444,5.85,8894.59,,,,
3041,1395712,1363,458,0.07210624,-1.485894724726677,-0.005206128116697073,-0.012666702270507812,0.039253654424101114,0.0001802656,0.9204027652740479,0.112060546875,0.0014787428,5448,5.85,8894.59,,,,
3042,1396736,1364,459,0.07208576,-1.470630206167698,-0.003965391777455807,-0.004746012389659882,0.04700185963883996,0.0001802144,0.9101415872573853,0.1298828125,0.002305141,5452,5.85,8894.59,,,,
3043,1397760,1365,459,0.07206528,-1.5204506888985634,-0.004405735293403268,-0.008601363748311996,0.04082137835212052,0.0001801632,0.929323673248291,0.108154296875,0.0013936174,5456,5.85,8894.59,,,,
3044,1398784,1366,459,0.0720448,-1.488505557179451,-0.003984568145824596,-0.010889727622270584,0.028136861277744174,0.00018011199999999999,0.9390066862106323,0.101318359375,0.0021824255,5460,6.07,8859.72,,,,
3045,1399808,1367,459,0.07202432,-1.4902889505028725,-0.00534463208168745,-0.010326463729143143,0.0367126198252663,0.0001800608,0.9179334044456482,0.10546875,0.0016390437,5464,6.09,8856.52,,,,
,1400000,,,0.07200384,-1.4753358289599419,-0.006827267468906939,-0.02258744277060032,0.02634537359699607,0.0001800096,0.9557139277458191,0.16455078125,0.0027468584,5468,,,7493.8,-16.0666668,15.4,7493.8
3078,1400832,1368,455,,,,,,,,,,,6.46,8792.31,,,,
3079,1401856,1369,455,0.07198336000000001,-1.4773626029491425,-0.004819113179109991,-0.0065262652933597565,0.0427428234834224,0.00017995840000000003,0.909522294998169,0.118896484375,0.0020322418,5472,6.51,8778.73,,,,
3080,1402880,1370,455,0.07196287999999999,-1.4677070528268814,-0.004467771359486505,-0.004365064203739166,0.03925230575259775,0.0001799072,0.9139317870140076,0.113037109375,0.0016921293,5476,6.46,8761.65,,,,
3081,1403904,1371,455,0.0719424,-1.4627335891127586,-0.005096264969324693,-0.0067971330136060715,0.04095474351197481,0.00017985600000000002,0.9123276472091675,0.090576171875,0.0017662244,5480,6.46,8761.65,,,,
3082,1404928,1372,455,0.07192192,-1.464302510023117,-0.004761004995089024,-0.007264572195708752,0.03802464611362666,0.0001798048,0.8685743808746338,0.16064453125,0.0019776816,5484,6.59,8729.11,,,,
3083,1405952,1373,455,0.07190144000000001,-1.4664692059159279,-0.004325234156567603,-0.012117443606257439,0.037822596495971084,0.0001797536,0.8835752606391907,0.15478515625,0.0020537127,5488,6.59,8729.11,,,,
3084,1406976,1374,456,0.07188096,-1.4560302719473839,-0.005312427005264908,0.001266825944185257,0.039995526196435094,0.00017970239999999998,0.8892280459403992,0.135009765625,0.002771657,5492,6.59,8729.11,,,,
3085,1408000,1375,456,0.07186048,-1.4691696539521217,-0.0033757013734430075,-0.009431160055100918,0.03208276501391083,0.0001796512,0.9273965358734131,0.183349609375,0.0021822886,5496,6.59,8729.11,,,,
3086,1409024,1376,456,0.07184,-1.4722510948777199,-0.005339219933375716,-0.002498554065823555,0.057217344641685486,0.00017959999999999997,0.8813199400901794,0.132568359375,0.0017195274,5500,6.59,8729.11,,,,
3087,1410048,1377,456,0.07181952000000001,-1.4605312049388885,-0.003395821782760322,-0.0068757496774196625,0.040044620633125305,0.00017954880000000002,0.9239466190338135,0.16845703125,0.0022163517,5504,6.59,8729.11,,,,
3088,1411072,1378,456,0.07179904,-1.4461101591587067,-0.004177592345513403,0.005079323425889015,0.059889487689360976,0.0001794976,0.8721057176589966,0.1572265625,0.0020864177,5508,6.59,8729.11,,,,
3089,1412096,1379,456,0.07177856,-1.4569492116570473,-0.007146362622734159,-0.008893126621842384,0.0378204551525414,0.00017944640000000002,0.9172794222831726,0.1513671875,0.0022329488,5512,6.62,8747.47,,,,
3090,1413120,1380,457,0.07175808,-1.4032024070620537,-0.0057636940910015255,-0.012742854654788971,0.024460401968099177,0.0001793952,0.9443614482879639,0.155517578125,0.0019527592,5516,6.62,8747.47,,,,
3091,1414144,1381,457,0.0717376,-1.4482546225190163,-0.005747188930399716,-0.013724716380238533,0.021972872084006667,0.000179344,0.9605435729026794,0.124755859375,0.0018504596,5520,6.62,8747.47,,,,
3093,1415168,1382,457,0.07171712000000001,-1.4421572834253311,-0.004765587334986776,-0.0122098159044981,0.025353753939270973,0.0001792928,0.9559372067451477,0.113037109375,0.0017014442,5524,6.87,8728.66,,,,
3094,1416192,1383,457,0.07169664,-1.4329672381281853,-0.005408692930359393,-0.008582007139921188,0.03440656152088195,0.0001792416,0.9329459071159363,0.146240234375,0.0018131053,5528,6.86,8729.86,,,,
3095,1417216,1384,457,0.07167616,-1.4328711777925491,-0.006280621630139649,-0.01716632768511772,0.02249107917305082,0.0001791904,0.9471240639686584,0.119873046875,0.002164496,5532,6.86,8729.86,,,,
3096,1418240,1385,458,0.07165568,-1.4306695014238358,-0.004622398759238422,-0.006092691794037819,0.029728819499723613,0.0001791392,0.9115387797355652,0.168701171875,0.002656782,5536,6.85,8735.1,,,,
3097,1419264,1386,458,0.0716352,-1.420185349881649,-0.0045338686322793365,-0.008558598347008228,0.03645529493223876,0.000179088,0.9017335772514343,0.1044921875,0.0017052133,5540,6.85,8735.1,,,,
3098,1420288,1387,458,0.07161472,-1.405394785106182,-0.0054631789098493755,-0.012002172879874706,0.028301588725298643,0.00017903679999999999,0.9191629886627197,0.10498046875,0.0015810585,5544,6.87,8747.36,,,,
3099,1421312,1388,458,0.07159424,-1.3947845846414566,-0.004994041722966358,-0.007507132366299629,0.04421284608542919,0.0001789856,0.8323338031768799,0.18896484375,0.0027113557,5548,6.92,8776.54,,,,
3100,1422336,1389,458,0.07157376,-1.442255675792694,-0.004770817817188799,-0.011588254012167454,0.03678003395907581,0.0001789344,0.8603314161300659,0.13671875,0.0027083384,5552,6.92,8776.54,,,,
3101,1423360,1390,458,0.07155328000000001,-1.4231068342924118,-0.005675779742887244,-0.008957365527749062,0.04929088754579425,0.00017888320000000003,0.8282780647277832,0.109130859375,0.0022560228,5556,6.97,8798.76,,,,
3102,1424384,1391,459,0.0715328,-1.4329819008708,-0.005660721391905099,-0.012330399826169014,0.029323954484425485,0.000178832,0.9129977226257324,0.08740234375,0.0020788836,5560,6.78,8837.69,,,,
,1425000,,,0.07151232,-1.4278221055865288,-0.00648658920545131,-0.020153673365712166,0.023759667295962572,0.00017878080000000002,0.9224070906639099,0.119384765625,0.0022527375,5564,,,8714.8,-212.02666680000002,11.0,8714.8
3140,1425408,1392,453,,,,,,,,,,,6.78,8837.69,,,,
3141,1426432,1393,454,0.07149184,-1.4263796359300613,-0.004799544942216016,-0.008637902326881886,0.03584632358979434,0.0001787296,0.8835668563842773,0.09619140625,0.0013390809,5568,6.78,8837.69,,,,
3142,1427456,1394,454,0.07147136000000001,-1.435517556965351,-0.0046015238331165165,-0.010790577158331871,0.030436806729994714,0.00017867840000000001,0.8773452639579773,0.20849609375,0.0026266174,5572,6.78,8837.69,,,,
3143,1428480,1395,454,0.07145088,-1.4347880259156227,-0.005161040200619027,-0.017888037487864494,0.01663540181471035,0.00017862719999999998,0.9335579872131348,0.07763671875,0.0015655807,5576,6.77,8838.41,,,,
3144,1429504,1396,454,0.0714304,-1.4348518177866936,-0.0054375142499338835,-0.01182054914534092,0.024485214496962726,0.000178576,0.934978187084198,0.142822265625,0.0023497492,5580,6.77,8838.41,,,,
3145,1430528,1397,454,0.07140992,-1.4462496861815453,-0.006277424865402281,-0.017023488879203796,0.021127531654201448,0.00017852479999999998,0.9334169030189514,0.130859375,0.0014364775,5584,6.92,8792.98,,,,
3146,1431552,1398,454,0.07138944000000001,-1.4416625052690506,-0.005640717979986221,-0.017524830996990204,0.019433018809650093,0.00017847360000000003,0.957211434841156,0.09375,0.0019049447,5588,6.92,8792.98,,,,
3147,1432576,1399,455,0.07136896,-1.435373954474926,-0.006305109069216996,-0.016656087711453438,0.027285824296995997,0.0001784224,0.9504812955856323,0.09423828125,0.0017947447,5592,6.92,8792.98,,,,
3148,1433600,1400,455,0.07134848,-1.4474364146590233,-0.004271021549357101,-0.010696104727685452,0.03271978860720992,0.00017837120000000002,0.9270146489143372,0.142822265625,0.0017576478,5596,7.15,8766.04,,,,
3149,1434624,1401,455,0.071328,-1.434401385486126,-0.003953917854232714,-0.012230299413204193,0.026541690924204886,0.00017832000000000001,0.9482585191726685,0.125,0.0016961007,5600,7.15,8766.04,,,,
3150,1435648,1402,455,0.07130752,-1.4556753858923912,-0.004099422658327967,-0.00501067191362381,0.036728754290379584,0.0001782688,0.9236206412315369,0.118896484375,0.0015853692,5604,7.11,8781.12,,,,
3151,1436672,1403,455,0.07128704000000001,-1.4381579235196114,-0.005166451039258391,-0.0027390383183956146,0.04382150084711611,0.0001782176,0.8979054093360901,0.12255859375,0.001530879,5608,7.19,8758.18,,,,
3152,1437696,1404,456,0.07126656,-1.4306701868772507,-0.005808148125652224,-0.012526420876383781,0.04723100992850959,0.0001781664,0.8292863368988037,0.16064453125,0.0019180662,5612,7.19,8758.18,,,,
3153,1438720,1405,456,0.07124608,-1.4427516981959343,-0.005084784177597612,0.00026593729853630066,0.059641284635290504,0.0001781152,0.8211972713470459,0.143798828125,0.0019007584,5616,6.99,8808.78,,,,
3154,1439744,1406,456,0.0712256,-1.447052739560604,-0.005270838330034167,-0.0034538116306066513,0.04353374056518078,0.000178064,0.8928002715110779,0.1015625,0.0016140491,5620,6.99,8808.78,,,,
3155,1440768,1407,456,0.07120512,-1.4519131109118462,-0.004044334054924548,-0.004940532147884369,0.03947002533823252,0.0001780128,0.8641114234924316,0.1005859375,0.0017751436,5624,6.99,8808.78,,,,
3156,1441792,1408,456,0.07118464000000001,-1.4535227790474892,-0.007077069487422705,-0.010407645255327225,0.04343111417256296,0.00017796160000000001,0.8654295206069946,0.1669921875,0.0016455278,5628,6.72,8832.84,,,,
3157,1442816,1409,456,0.07116416,-1.4343995228409767,-0.00497178133809939,-0.008189765736460686,0.06468173488974571,0.0001779104,0.8098260760307312,0.160400390625,0.0019631768,5632,6.72,8832.84,,,,
3158,1443840,1410,457,0.07114368,-1.4267534017562866,-0.004773065622430295,-0.0013373102992773056,0.04755032155662775,0.0001778592,0.8627815246582031,0.111083984375,0.0021664281,5636,6.72,8832.84,,,,
3159,1444864,1411,457,0.0711232,-1.452871099114418,-0.005219914601184428,-0.005728313699364662,0.04493273445405066,0.000177808,0.8898544311523438,0.13671875,0.0017300497,5640,6.72,8832.84,,,,
3161,1445888,1412,457,0.07110272,-1.4273605197668076,-0.004408298700582236,-0.006280951201915741,0.04013648442924023,0.0001777568,0.911638617515564,0.14013671875,0.0019004275,5644,6.72,8832.84,,,,
3162,1446912,1413,457,0.07108224,-1.4252459332346916,-0.005268003325909376,-0.007922873832285404,0.03352908219676465,0.00017770560000000002,0.9176787734031677,0.122802734375,0.0028770461,5648,6.71,8824.78,,,,
3163,1447936,1414,457,0.07106176,-1.4510396644473076,-0.005239913414698094,-0.013109216466546059,0.029315466294065118,0.0001776544,0.9316993951797485,0.103759765625,0.0020474284,5652,6.67,8803.57,,,,
3164,1448960,1415,457,0.07104128000000001,-1.456603318452835,-0.004467307415325195,-0.007770395837724209,0.034239083412103355,0.00017760320000000001,0.9336169362068176,0.140625,0.0020115497,5656,6.65,8811.88,,,,
3165,1449984,1416,458,0.0710208,-1.4906729757785797,-0.005522332387045026,-0.009849995374679565,0.04118843167088926,0.00017755199999999998,0.9063612818717957,0.105712890625,0.001669078,5660,6.88,8769.55,,,,
,1450000,,,0.07100032,-1.449529081583023,-0.004709323227871209,0.0027922317385673523,0.06772400764748454,0.0001775008,0.8588999509811401,0.158203125,0.0018078324,5664,,,8485.2,-13.133333399999998,12.4,8485.2
3201,1451008,1417,453,,,,,,,,,,,6.88,8769.55,,,,
3202,1452032,1418,453,0.07097984,-1.4767857640981674,-0.005079478840343654,-0.009435588493943214,0.038578900042921305,0.00017744959999999998,0.922353982925415,0.118896484375,0.0014714231,5668,6.61,8785.31,,,,
3203,1453056,1419,453,0.07095936000000001,-1.452424943447113,-0.005374640750233084,-0.007082868367433548,0.04379154555499554,0.00017739840000000003,0.9097777605056763,0.158935546875,0.0023326054,5672,6.61,8785.31,,,,
3204,1454080,1420,453,0.07093888,-1.4747572094202042,-0.0076418641256168485,-0.012370524927973747,0.04499814100563526,0.0001773472,0.9073677659034729,0.135009765625,0.0020967363,5676,6.86,8746.87,,,,
3205,1455104,1421,453,0.0709184,-1.4580834209918976,-0.005627799255307764,-0.004638108424842358,0.03927454084623605,0.00017729600000000002,0.8861109018325806,0.141357421875,0.0022084592,5680,6.86,8746.87,,,,
3206,1456128,1422,454,0.07089791999999999,-1.4776293262839317,-0.007394881511572748,-0.004712376743555069,0.039031342370435596,0.0001772448,0.9122278094291687,0.180419921875,0.002325853,5684,6.85,8742.29,,,,
3207,1457152,1423,454,0.07087744,-1.4575204998254776,-0.005595421884208918,-0.009791892021894455,0.03575613128487021,0.0001771936,0.9211527109146118,0.158203125,0.0020316667,5688,6.85,8742.29,,,,
3208,1458176,1424,454,0.07085696000000001,-1.4568874910473824,-0.004567436990328133,-0.011874349787831306,0.03373959404416382,0.0001771424,0.9220629334449768,0.139404296875,0.0016678325,5692,6.85,8742.29,,,,
3209,1459200,1425,454,0.07083648000000001,-1.4833578169345856,-0.003709525626618415,-0.006929554045200348,0.038970259949564934,0.0001770912,0.890605092048645,0.13623046875,0.0018081474,5696,6.85,8742.29,,,,
3210,1460224,1426,454,0.070816,-1.4573199301958084,-0.004685063875513151,-0.015372060239315033,0.03182947530876845,0.00017704,0.9128087759017944,0.14111328125,0.0014004724,5700,6.85,8742.29,,,,
3212,1461248,1427,454,0.07079552,-1.4632612839341164,-0.00713775388430804,-0.013658195734024048,0.033116559381596744,0.0001769888,0.918735146522522,0.103759765625,0.0024070863,5704,7.09,8698.66,,,,
3213,1462272,1428,455,0.07077504,-1.4526026993989944,-0.007403095136396587,-0.01757468655705452,0.035058605251833797,0.0001769376,0.9068564176559448,0.111328125,0.0019891716,5708,6.89,8751.17,,,,
3214,1463296,1429,455,0.07075456000000001,-1.435937374830246,-0.0051137170812580734,-0.008381444960832596,0.047727723605930805,0.00017688640000000001,0.8805755376815796,0.155029296875,0.0020693762,5712,6.89,8751.17,,,,
3215,1464320,1430,455,0.07073408,-1.45376156270504,-0.004947115550749004,-0.005253536626696587,0.046356065198779106,0.0001768352,0.8463447093963623,0.1484375,0.0017583375,5716,6.89,8751.17,,,,
3216,1465344,1431,455,0.0707136,-1.4683996438980103,-0.005199743085540831,-0.002587122842669487,0.049841417698189616,0.000176784,0.8478390574455261,0.108154296875,0.0018237773,5720,6.89,8751.17,,,,
3217,1466368,1432,455,0.07069312,-1.4370069652795792,-0.005994926497805864,-0.0118476040661335,0.029504531412385404,0.0001767328,0.9131225347518921,0.099853515625,0.0016544816,5724,7.03,8741.04,,,,
3218,1467392,1433,455,0.07067264,-1.4869627803564072,-0.007111327053280547,-0.009281676262617111,0.03177468036301434,0.0001766816,0.9173104166984558,0.1748046875,0.0019320897,5728,7.03,8741.04,,,,
3219,1468416,1434,456,0.07065216,-1.4450787901878357,-0.005670450220350176,-0.009813046082854271,0.04295982583425939,0.00017663040000000002,0.9052109718322754,0.115478515625,0.0019277392,5732,7.03,8741.04,,,,
3220,1469440,1435,456,0.07063168,-1.4966385290026665,-0.005952126579359174,0.0036017615348100662,0.06878144573420286,0.0001765792,0.8484789133071899,0.098388671875,0.0016538269,5736,7.34,8720.67,,,,
3221,1470464,1436,456,0.07061120000000001,-1.4372930601239204,-0.006169153086375445,-0.003224015235900879,0.040610595839098096,0.00017652800000000001,0.9154144525527954,0.136474609375,0.0015748955,5740,7.12,8753.69,,,,
3222,1471488,1437,456,0.07059072,-1.4583207964897156,-0.003916293091606349,-0.007649032399058342,0.046584149124100804,0.00017647679999999998,0.8939566612243652,0.149169921875,0.0019532093,5744,7.02,8776.75,,,,
3223,1472512,1438,456,0.07057024,-1.4276917800307274,-0.005678616638761014,-0.0020452477037906647,0.04796876129694283,0.0001764256,0.8913265466690063,0.148193359375,0.0023848147,5748,6.74,8804.23,,,,
3224,1473536,1439,457,0.07054976,-1.4208713695406914,-0.006318552477750927,-0.01756346970796585,0.028014587820507586,0.0001763744,0.9276823997497559,0.117919921875,0.0019127016,5752,6.95,8751.48,,,,
3225,1474560,1440,457,0.07052928000000001,-1.4527639523148537,-0.006085796863771975,-0.005625545978546143,0.03897731308825314,0.00017632320000000003,0.8795921802520752,0.128173828125,0.0019269696,5756,6.95,8751.48,,,,
,1475000,,,0.0705088,-1.4284293502569199,-0.003285519138444215,-0.007157426327466965,0.03719910513609648,0.000176272,0.8683533668518066,0.109619140625,0.0014877496,5760,,,7515.8,-73.45333339999999,15.8,7515.8
3257,1475584,1441,452,,,,,,,,,,,6.95,8751.48,,,,
3258,1476608,1442,453,0.07048832000000001,-1.3742735758423805,-0.004130130750127137,-0.00609748438000679,0.04275810858234763,0.00017622080000000002,0.8432781100273132,0.119873046875,0.0019336862,5764,6.95,8751.48,,,,
3259,1477632,1443,453,0.07046783999999999,-1.3876719251275063,-0.00548320246161893,-0.0037512872368097305,0.05147517332807183,0.0001761696,0.8365805149078369,0.139892578125,0.00210688,5768,6.95,8751.48,,,,
3260,1478656,1444,453,0.07044736,-1.3889400959014893,-0.004948001878801733,-0.011462399736046791,0.03435440338216722,0.0001761184,0.8832683563232422,0.123779296875,0.002051812,5772,6.95,8751.48,,,,
3261,1479680,1445,453,0.07042688,-1.4251533448696136,-0.006185460893902928,-0.00759509764611721,0.05027822474949062,0.00017606719999999998,0.8436335325241089,0.169677734375,0.0018462583,5776,6.95,8751.48,,,,
3262,1480704,1446,453,0.07040640000000001,-1.367947556078434,-0.007531072944402695,-0.012586196884512901,0.03501022083219141,0.000176016,0.9056826233863831,0.168212890625,0.0018741246,5780,6.95,8751.48,,,,
3263,1481728,1447,453,0.07038592,-1.3667140826582909,-0.005704369104932994,-0.011073281988501549,0.029967142269015312,0.0001759648,0.9283638000488281,0.103515625,0.0015495659,5784,6.95,8751.48,,,,
3264,1482752,1448,454,0.07036544,-1.3758630454540253,-0.006518171867355704,0.0006349217146635056,0.0495572907384485,0.0001759136,0.868342399597168,0.153076171875,0.0020685117,5788,6.95,8751.48,,,,
