time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_score_reward
770,788480,9400,83,0.004915762692689896,-0.00236050458624959,0.0013751074,0.8702881336212158,-1.055983528494835,0.04579437407664955,0.060546875,0.00021062720000000003,3076,0.08425088000000001,8685.78,-6.15,,,,
771,789504,9410,83,0.0010542329400777817,-0.004575210274197161,0.0010698219,0.8737733960151672,-1.0782837495207787,0.04476787801831961,0.135498046875,0.000210576,3080,0.0842304,8685.78,-6.15,,,,
772,790528,9420,83,0.004300761967897415,-0.0024651505809742957,0.002142894,0.8749550580978394,-1.0639846697449684,0.04721385007724166,0.072265625,0.00021052480000000002,3084,0.08420992000000001,8685.78,-6.15,,,,
773,791552,9430,83,0.015651429072022438,0.0017800787900341675,0.0024058654,0.7629503607749939,-1.0454366840422153,0.06611078279092908,0.14501953125,0.0002104736,3088,0.08418944,8685.78,-6.15,,,,
774,792576,9440,83,0.012812623754143715,-0.003754083823878318,0.0023946639,0.7905319333076477,-1.1188017800450325,0.07075392222031951,0.114013671875,0.0002104224,3092,0.08416896000000001,8674.18,-5.9,,,,
775,793600,9450,83,0.009471282362937927,-0.0028176537598483264,0.001837681,0.8068603873252869,-1.1147067695856094,0.054948481963947415,0.07861328125,0.0002103712,3096,0.08414848000000001,8677.29,-5.9,,,,
776,794624,9460,83,0.0052034929394721985,-0.0019364828185644,0.0019969773,0.8212449550628662,-1.0798675268888474,0.05587101704441011,0.106689453125,0.00021032,3100,0.08412800000000001,8692.47,-5.83,,,,
777,795648,9470,84,0.024974223226308823,-0.003911136547685601,0.0025317098,0.60728919506073,-1.1050672605633736,0.0871085817925632,0.075927734375,0.0002102688,3104,0.08410752,8692.47,-5.83,,,,
778,796672,9480,84,0.009511183947324753,-0.003398303349968046,0.0019481669,0.7538875341415405,-1.1160057857632637,0.05702142743393779,0.111328125,0.0002102176,3108,0.08408704,8692.47,-5.83,,,,
779,797696,9491,84,-0.002287553623318672,-0.004049263370689005,0.0023145378,0.7934292554855347,-1.0972733795642853,0.047260013641789556,0.10498046875,0.0002101664,3112,0.08406656000000001,8692.47,-5.83,,,,
780,798720,9501,84,0.012961464002728462,-0.0029466464184224606,0.002160743,0.7517091035842896,-1.0987621545791626,0.056588873732835054,0.077392578125,0.00021011520000000002,3116,0.08404608000000001,8692.47,-5.83,,,,
781,799744,9511,84,-0.00045913830399513245,-0.0008750484848860651,0.0018938516,0.8107398748397827,-1.1158176064491272,0.042021338478662074,0.090576171875,0.000210064,3120,0.0840256,8692.47,-5.83,,,,
,800000,,,0.006387321278452873,-0.0034662460384424776,0.0026657435,0.7584525942802429,-1.1224271580576897,0.06217041821219027,0.0751953125,0.0002100128,3124,0.08400512,,,9262.8,9262.8,-193.27,3.8
782,800768,9615,83,,,,,,,,,,,8692.47,-5.83,,,,
783,801792,9625,83,0.0029480550438165665,-0.006203823373652995,0.0022665632,0.7738453149795532,-1.0671388655900955,0.05288451933301985,0.1708984375,0.0002099616,3128,0.08398464,8692.47,-5.83,,,,
784,802816,9636,83,0.005925582721829414,-0.002172432199586183,0.00314483,0.8387736082077026,-1.0865303128957748,0.05028949864208698,0.14111328125,0.0002099104,3132,0.08396416000000001,8692.47,-5.83,,,,
785,803840,9646,83,0.00928571168333292,-0.0017751595587469637,0.002493704,0.8139362335205078,-1.064023844897747,0.05301740928553045,0.151123046875,0.0002098592,3136,0.08394368,8701.74,-5.74,,,,
786,804864,9656,83,0.0032177018001675606,-0.0035306697827763855,0.0013496871,0.828730046749115,-1.0494486093521118,0.04101952305063605,0.0732421875,0.000209808,3140,0.0839232,8701.74,-5.74,,,,
787,805888,9666,83,-0.004102936014533043,-0.0029634288657689467,0.0017974876,0.8557103872299194,-1.0785647109150887,0.043633427238091826,0.12353515625,0.0002097568,3144,0.08390272,8728.97,-5.62,,,,
788,806912,9676,83,0.01643412560224533,-0.0027021363348467276,0.0020272494,0.7775068879127502,-1.1190379559993744,0.060938768088817596,0.108642578125,0.0002097056,3148,0.08388224,8761.2,-5.51,,,,
789,807936,9686,83,0.002179647795855999,-0.0032350488763768226,0.0028013918,0.863020658493042,-1.107370488345623,0.04036958399228752,0.113037109375,0.00020965439999999998,3152,0.08386176000000001,8761.2,-5.51,,,,
790,808960,9696,83,0.010494623333215714,-0.0017516396474093199,0.0015419443,0.8290472030639648,-1.1248328685760498,0.04809672385454178,0.077392578125,0.0002096032,3156,0.08384128,8802.98,-5.41,,,,
791,809984,9706,83,0.012209559790790081,-0.001955982093932107,0.0010941752,0.7693439722061157,-1.0890293940901756,0.06255296268500388,0.10302734375,0.00020955200000000003,3160,0.08382080000000001,8825.2,-5.13,,,,
792,811008,9717,83,0.003109697252511978,-0.0031391840311698616,0.0023556675,0.8344055414199829,-1.1046735346317291,0.05601087003014982,0.11474609375,0.0002095008,3164,0.08380032,8825.2,-5.13,,,,
793,812032,9727,83,0.0015465952455997467,-0.003978629072662443,0.0018657795,0.8862088322639465,-1.125928819179535,0.04767447151243687,0.150390625,0.00020944960000000002,3168,0.08377984000000001,8854.46,-5.07,,,,
794,813056,9737,83,0.008251219987869263,-0.0020342158095445484,0.0016593215,0.8439499139785767,-1.108436532318592,0.06255325209349394,0.056884765625,0.0002093984,3172,0.08375936,8875.31,-4.99,,,,
795,814080,9747,83,0.015746474266052246,-0.002613159129396081,0.0024001948,0.7090086340904236,-1.1268241852521896,0.059922847198322415,0.120849609375,0.00020934720000000001,3176,0.08373888000000002,8875.31,-4.99,,,,
796,815104,9757,83,0.009980146773159504,-0.0034925967338494956,0.0027788193,0.7923204898834229,-1.1195920258760452,0.05908530717715621,0.12646484375,0.000209296,3180,0.08371840000000001,8875.31,-4.99,,,,
797,816128,9767,83,0.0042370036244392395,-0.003981197136454284,0.0013049849,0.8020180463790894,-1.126890443265438,0.05397978937253356,0.07080078125,0.0002092448,3184,0.08369792000000001,8875.31,-4.99,,,,
798,817152,9777,83,0.0024797115474939346,-0.0049497564032208174,0.001581481,0.8267922401428223,-1.170383520424366,0.04969308548606932,0.17724609375,0.0002091936,3188,0.08367744,8875.31,-4.99,,,,
799,818176,9787,83,0.002051267772912979,-0.00318543471803423,0.0016787875,0.8668358325958252,-1.1887547969818115,0.046365025686100125,0.0810546875,0.0002091424,3192,0.08365696,8875.31,-4.99,,,,
800,819200,9797,83,0.004114304669201374,-0.0044899175118189305,0.0025571452,0.8429081439971924,-1.1509794294834137,0.04346764017827809,0.09033203125,0.00020909120000000002,3196,0.08363648000000001,8875.31,-4.99,,,,
801,820224,9807,83,0.01719847321510315,-0.0009462518937652931,0.001994826,0.7467852830886841,-1.1392372250556946,0.07552342861890793,0.097412109375,0.00020904000000000002,3200,0.08361600000000001,8875.31,-4.99,,,,
802,821248,9817,83,0.012940896674990654,-0.002229758771136403,0.0018229308,0.7813698053359985,-1.1592500358819962,0.06067674420773983,0.095458984375,0.00020898880000000001,3204,0.08359552,8875.31,-4.99,,,,
803,822272,9827,83,0.006032389588654041,-0.0024632863351143897,0.0022331933,0.8460963368415833,-1.1549676433205605,0.04492958029732108,0.076416015625,0.0002089376,3208,0.08357504,8880.39,-4.75,,,,
804,823296,9837,83,0.002340998500585556,-0.0031621553644072264,0.0023289607,0.8554612994194031,-1.1208787634968758,0.04391841706819832,0.14208984375,0.0002088864,3212,0.08355456,8880.39,-4.75,,,,
805,824320,9848,83,0.005651793442666531,-8.843577234074473e-05,0.0020848075,0.8841164708137512,-1.148554116487503,0.04364222614094615,0.158935546875,0.0002088352,3216,0.08353408000000001,8902.52,-4.65,,,,
,825000,,,-0.004809563048183918,-0.0038319157683872618,0.0029014477,0.892742395401001,-1.177561953663826,0.035964416223578155,0.113525390625,0.000208784,3220,0.08351360000000001,,,8446.2,8446.2,-83.03,10.4
806,825344,9944,82,,,,,,,,,,,8874.91,-4.11,,,,
807,826368,9954,83,0.0035703834146261215,-0.0034222482499899343,0.0016336632,0.8404198288917542,-1.1905407384037971,0.048941195011138916,0.068115234375,0.0002087328,3224,0.08349312,8874.91,-4.11,,,,
808,827392,9964,83,0.01245596818625927,-0.0025256326771341264,0.0030750409,0.8051828145980835,-1.1341522783041,0.05006137094460428,0.149658203125,0.0002086816,3228,0.08347264,8874.91,-4.11,,,,
809,828416,9974,83,0.0066205039620399475,-0.0033323893730994314,0.0017224869,0.8538349866867065,-1.1534275263547897,0.05116991116665304,0.13330078125,0.0002086304,3232,0.08345216,8882.16,-3.7,,,,
810,829440,9984,83,0.007753933779895306,-0.004039655075757764,0.001276439,0.8661646246910095,-1.0965852588415146,0.051630626898258924,0.11865234375,0.00020857919999999998,3236,0.08343168000000001,8882.16,-3.7,,,,
811,830464,9994,83,-0.0032925251871347427,-0.0035810371628031135,0.0014263403,0.8644046187400818,-1.1330993175506592,0.04476215085014701,0.065185546875,0.000208528,3240,0.0834112,8882.16,-3.7,,,,
812,831488,10004,83,0.007020415738224983,-0.0028409086808096617,0.003349926,0.7676078081130981,-1.1114633604884148,0.05065939715132117,0.135986328125,0.0002084768,3244,0.08339072,8882.16,-3.7,,,,
813,832512,10015,83,0.006754463538527489,-0.0015369748580269516,0.002061021,0.7435439825057983,-1.1158937066793442,0.06823786185123026,0.08447265625,0.0002084256,3248,0.08337024,8881.43,-3.69,,,,
814,833536,10025,83,0.014418872073292732,3.3582327887415886e-06,0.0017926446,0.6704545021057129,-1.0770380347967148,0.08483170252293348,0.106689453125,0.00020837440000000002,3252,0.08334976000000001,8881.43,-3.69,,,,
815,834560,10035,83,0.01722017675638199,-0.001806485655833967,0.0015202902,0.8028812408447266,-1.0551207140088081,0.06737215747125447,0.0556640625,0.0002083232,3256,0.08332928,8881.43,-3.69,,,,
816,835584,10045,83,0.017247799783945084,-0.003061764844460413,0.0018191768,0.8149072527885437,-1.0806330367922783,0.07028910727240145,0.10107421875,0.00020827200000000001,3260,0.08330880000000002,8881.43,-3.69,,,,
817,836608,10055,83,0.010179702192544937,-0.0022213689371710643,0.0019190173,0.8649569153785706,-1.1385283023118973,0.056623231852427125,0.103271484375,0.00020822079999999998,3264,0.08328832,8881.43,-3.69,,,,
818,837632,10065,83,-0.0019437223672866821,-0.0033363079419359565,0.0013707201,0.9312730431556702,-1.0804251283407211,0.0343966482905671,0.130859375,0.0002081696,3268,0.08326784000000001,8881.43,-3.69,,,,
819,838656,10075,83,-0.002220887690782547,-0.002557227067882195,0.0016911863,0.949698805809021,-1.0999153852462769,0.02750366646796465,0.11376953125,0.0002081184,3272,0.08324736,8853.47,-3.49,,,,
820,839680,10085,83,0.0037423791363835335,-0.003792221803450957,0.0017488915,0.9362419247627258,-1.0941873267292976,0.0345941751729697,0.073486328125,0.0002080672,3276,0.08322688,8807.65,-3.3,,,,
821,840704,10096,83,-0.006353490985929966,-0.0042196831200271845,0.0013400385,0.9494501948356628,-1.1416575610637665,0.025738816941156983,0.11279296875,0.00020801600000000002,3280,0.08320640000000001,8807.65,-3.3,,,,
822,841728,10106,83,-0.0017051305621862411,-0.002405608363915235,0.0013989263,0.9510900378227234,-1.1031280979514122,0.03307775408029556,0.08447265625,0.00020796480000000002,3284,0.08318592000000001,8757.32,-3.05,,,,
823,842752,10116,83,0.00948319397866726,-0.003226751578040421,0.0020777537,0.8926124572753906,-1.1030596420168877,0.05354420095682144,0.0771484375,0.00020791360000000001,3288,0.08316544000000001,8757.32,-3.05,,,,
824,843776,10126,83,-8.784793317317963e-05,-0.003942480660043657,0.002273377,0.9043725728988647,-1.1485099643468857,0.042258414439857006,0.115966796875,0.0002078624,3292,0.08314496,8757.32,-3.05,,,,
825,844800,10136,83,-0.0006141811609268188,-0.003720004635397345,0.002323968,0.9210642576217651,-1.1524313166737556,0.04019305354449898,0.11083984375,0.0002078112,3296,0.08312448,8794.45,-2.48,,,,
826,845824,10147,83,0.004919394850730896,-0.0028300404374022037,0.0025358743,0.948621392250061,-1.1464986354112625,0.03209979739040136,0.098876953125,0.00020776,3300,0.08310400000000001,8794.45,-2.48,,,,
827,846848,10157,83,0.005053918808698654,-0.002923056366853416,0.0019434285,0.8423670530319214,-1.149981141090393,0.05917245429009199,0.0966796875,0.0002077088,3304,0.08308352000000001,8812.54,-2.42,,,,
828,847872,10168,83,0.0023952843621373177,-0.003003585457918234,0.0016103147,0.9059675931930542,-1.1606207937002182,0.03372898430097848,0.0654296875,0.0002076576,3308,0.08306304,8812.54,-2.42,,,,
829,848896,10178,83,-0.0013156142085790634,-0.004166260943748057,0.0022562935,0.856788158416748,-1.1852776631712914,0.03326290787663311,0.093505859375,0.0002076064,3312,0.08304256,8812.54,-2.42,,,,
830,849920,10188,83,-0.007920714095234871,-0.004867493262281641,0.0015027395,0.8710467219352722,-1.1684883534908295,0.03216498577967286,0.10400390625,0.0002075552,3316,0.08302208,8812.54,-2.42,,,,
,850000,,,0.005741005763411522,-0.0028511432028608397,0.0020162968,0.8602849841117859,-1.1568875834345818,0.036007497226819396,0.142333984375,0.000207504,3320,0.08300160000000001,,,8366.4,8366.4,-143.20999999999998,9.2
831,850944,10285,82,,,,,,,,,,,8812.54,-2.42,,,,
832,851968,10295,82,-0.0039343442767858505,-0.003786575805861503,0.0016934362,0.9128437042236328,-1.1655314564704895,0.021250882069580257,0.07568359375,0.0002074528,3324,0.08298112,8763.15,-2.25,,,,
833,852992,10305,82,-0.0014645252376794815,-0.005058760769315995,0.0019969435,0.8211772441864014,-1.2015791088342667,0.04374049499165267,0.162841796875,0.0002074016,3328,0.08296064,8761.69,-1.87,,,,
834,854016,10315,82,0.006095673888921738,-0.003898365597706288,0.0018327262,0.8567698001861572,-1.1153257563710213,0.055781102972105145,0.128662109375,0.0002073504,3332,0.08294016,8761.69,-1.87,,,,
835,855040,10325,82,0.003905300050973892,-0.0023300977336475626,0.002689519,0.8097662925720215,-1.124757096171379,0.061087790643796325,0.186767578125,0.00020729920000000002,3336,0.08291968000000001,8749.15,-1.55,,,,
836,856064,10335,82,0.006065860390663147,-0.0031215711205732077,0.0016622081,0.7938857674598694,-1.1654753610491753,0.055758016416803,0.098388671875,0.000207248,3340,0.0828992,8749.15,-1.55,,,,
837,857088,10345,82,0.010228251107037067,-0.002845777984475717,0.0016543103,0.8447204828262329,-1.1569247990846634,0.04581701126880944,0.0947265625,0.00020719680000000001,3344,0.08287872000000002,8749.15,-1.55,,,,
838,858112,10356,82,0.005746293812990189,-0.004279472079360858,0.0020397536,0.8262866735458374,-1.2072271779179573,0.049195028841495514,0.0810546875,0.00020714559999999998,3348,0.08285824,8749.15,-1.55,,,,
839,859136,10366,82,-0.0017517758533358574,-0.0013702249125344679,0.002916345,0.8628525733947754,-1.1779055520892143,0.0362887280061841,0.142822265625,0.0002070944,3352,0.08283776000000001,8749.15,-1.55,,,,
840,860160,10376,82,-0.007254740223288536,-0.003609117091400549,0.0015342373,0.8798368573188782,-1.1299223229289055,0.04215299990028143,0.1025390625,0.00020704319999999998,3356,0.08281728,8731.75,-0.94,,,,
841,861184,10387,82,-0.00940742902457714,-0.004511845880188048,0.0023066003,0.9107658267021179,-1.1629051342606544,0.030375297414138913,0.1083984375,0.00020699200000000003,3360,0.0827968,8710.78,-0.86,,,,
842,862208,10397,82,0.002084841951727867,-0.0033373914629919454,0.0026718094,0.8554232120513916,-1.1724896654486656,0.043606846360489726,0.08349609375,0.00020694080000000002,3364,0.08277632000000001,8677.46,-0.72,,,,
843,863232,10407,82,0.0013176202774047852,-0.0024078201968222857,0.0015923828,0.8000152707099915,-1.1834694594144821,0.05370770511217415,0.0693359375,0.00020688960000000002,3368,0.08275584000000001,8677.46,-0.72,,,,
844,864256,10418,82,-0.00361005961894989,-0.004300699845771305,0.0020808626,0.877560019493103,-1.1923095062375069,0.03990634379442781,0.081298828125,0.00020683840000000002,3372,0.08273536000000001,8677.46,-0.72,,,,
845,865280,10428,82,-0.0022298265248537064,-0.0023643853928660974,0.0021316826,0.9150891900062561,-1.2248698025941849,0.03490941459313035,0.122802734375,0.0002067872,3376,0.08271488,8698.16,-0.61,,,,
846,866304,10438,82,-0.01579722762107849,-0.005001206445740536,0.0020999305,0.9457004070281982,-1.18509741127491,0.02635444072075188,0.114501953125,0.000206736,3380,0.0826944,8698.16,-0.61,,,,
847,867328,10449,83,0.01544045377522707,-0.002763778902590275,0.002653676,0.8937992453575134,-1.1933066174387932,0.060689717531204224,0.144287109375,0.0002066848,3384,0.08267392000000001,8698.16,-0.61,,,,
848,868352,10459,83,-0.004812596365809441,-0.0034013749100267887,0.0020506205,0.9189184904098511,-1.1857010573148727,0.039843810722231865,0.146484375,0.0002066336,3388,0.08265344000000001,8698.16,-0.61,,,,
849,869376,10469,83,-0.0015589017421007156,-0.0006348932511173189,0.0022123796,0.9287106990814209,-1.2101583629846573,0.04020006535574794,0.17529296875,0.0002065824,3392,0.08263296,8698.16,-0.61,,,,
850,870400,10479,83,0.009987914003431797,-0.0018968012009281665,0.0017412438,0.9032340049743652,-1.1807856783270836,0.05898543447256088,0.07080078125,0.0002065312,3396,0.08261248,8698.21,-0.28,,,,
851,871424,10490,83,-0.0008941590785980225,-0.0029990949769853614,0.001993176,0.9332300424575806,-1.2026529535651207,0.04670442524366081,0.069091796875,0.00020648,3400,0.082592,8667.31,-0.34,,,,
852,872448,10500,83,0.0004984103143215179,-0.002835601713741198,0.0016063575,0.9329218864440918,-1.1959178596735,0.042189791216515005,0.06494140625,0.0002064288,3404,0.08257152000000001,8667.31,-0.34,,,,
853,873472,10510,83,-0.006725830025970936,-0.0038708753272658214,0.0013853607,0.9113248586654663,-1.2263145744800568,0.03629894636105746,0.07958984375,0.0002063776,3408,0.08255104,8650.83,0.48,,,,
854,874496,10521,83,-0.002373702824115753,-0.003201098763383925,0.0015692578,0.8984092473983765,-1.1915410086512566,0.03939343476668,0.074462890625,0.0002063264,3412,0.08253056,8650.83,0.48,,,,
,875000,,,0.0072459448128938675,-0.0006881932495161891,0.0017728154,0.7866671681404114,-1.1832837983965874,0.06045499164611101,0.05419921875,0.0002062752,3416,0.08251008,,,8450.4,8450.4,-85.69,8.8
855,875520,10617,82,,,,,,,,,,,8650.83,0.48,,,,
856,876544,10627,82,-0.000531485304236412,-0.0029849873390048742,0.0016413217,0.8201579451560974,-1.2064414098858833,0.056501940125599504,0.07275390625,0.000206224,3420,0.0824896,8650.83,0.48,,,,
857,877568,10638,82,0.00971183180809021,-0.0023420658544637263,0.00096966734,0.8202420473098755,-1.2394162639975548,0.0523598596919328,0.1689453125,0.0002061728,3424,0.08246912,8650.83,0.48,,,,
858,878592,10648,82,0.007476862519979477,-0.0033924692252185196,0.0024607014,0.8466120958328247,-1.2525444850325584,0.047345454804599285,0.143798828125,0.00020612160000000002,3428,0.08244864000000002,8650.83,0.48,,,,
859,879616,10658,82,-0.0009191054850816727,-0.0031713888456579298,0.0010730957,0.8614295721054077,-1.2826296538114548,0.039257671567611396,0.060302734375,0.00020607039999999998,3432,0.08242816,8650.83,0.48,,,,
860,880640,10668,82,0.004724177531898022,-0.0026962808333337307,0.002341887,0.8531876802444458,-1.2609756290912628,0.04251564713194966,0.11474609375,0.0002060192,3436,0.08240768000000001,8650.83,0.48,,,,
861,881664,10679,82,-0.002819228917360306,-0.0030595317512052134,0.0015161382,0.8660004138946533,-1.2836300432682037,0.03868988703470677,0.112060546875,0.00020596799999999998,3440,0.0823872,8650.83,0.48,,,,
862,882688,10689,82,-0.0004769228398799896,-0.003165573754813522,0.0017663015,0.9124385118484497,-1.2798957824707031,0.03215625823941082,0.0869140625,0.00020591680000000003,3444,0.08236672,8677.58,0.6,,,,
863,883712,10699,82,-0.0015455614775419235,-0.0016197190852835774,0.0023749927,0.9109036326408386,-1.2890096977353096,0.04233951563946903,0.197509765625,0.00020586560000000002,3448,0.08234624000000001,8677.58,0.6,,,,
864,884736,10709,82,-0.013640210032463074,-0.0036366229760460556,0.0015890601,0.9244948625564575,-1.298421785235405,0.03123302652966231,0.080322265625,0.00020581440000000002,3452,0.08232576000000001,8662.94,0.46,,,,
865,885760,10720,82,-0.006179039366543293,-0.005410208832472563,0.0017582297,0.9081587791442871,-1.2892799079418182,0.038850155542604625,0.116455078125,0.00020576320000000002,3456,0.08230528000000001,8662.94,0.46,,,,
866,886784,10730,82,0.0028206929564476013,-0.0026518126542214304,0.0014102632,0.8896079063415527,-1.2927253991365433,0.04715749202296138,0.118408203125,0.000205712,3460,0.0822848,8615.05,0.59,,,,
867,887808,10740,82,-0.008165137842297554,-0.0028489597025327384,0.0010765594,0.9287709593772888,-1.2999769523739815,0.02763749286532402,0.052001953125,0.0002056608,3464,0.08226432,8634.77,0.69,,,,
868,888832,10750,82,-0.0019689425826072693,-0.003989954915596172,0.0024267817,0.9153796434402466,-1.2915414348244667,0.04064958926755935,0.087646484375,0.0002056096,3468,0.08224384000000001,8648.95,1.04,,,,
869,889856,10760,82,0.004401868209242821,-0.002743313176324591,0.0014048424,0.8184323906898499,-1.3068663254380226,0.06169963488355279,0.072998046875,0.0002055584,3472,0.08222336000000001,8648.95,1.04,,,,
870,890880,10771,82,-0.005459684878587723,-0.006558847875567153,0.0020881922,0.822704553604126,-1.2621870785951614,0.04360863263718784,0.109619140625,0.0002055072,3476,0.08220288,8648.95,1.04,,,,
871,891904,10781,82,0.0018539782613515854,-0.004056954581756145,0.0021798895,0.8354181051254272,-1.2751146033406258,0.0562478241045028,0.0986328125,0.000205456,3480,0.0821824,8664.84,1.12,,,,
872,892928,10791,82,-0.002271253615617752,-0.004627253074431792,0.0017346728,0.848365068435669,-1.3313901349902153,0.046570048900321126,0.10400390625,0.00020540480000000002,3484,0.08216192,8664.84,1.12,,,,
873,893952,10801,82,-0.0030591990798711777,-0.0037239042430883273,0.0012565989,0.8673166632652283,-1.3107586950063705,0.03812052961438894,0.139404296875,0.0002053536,3488,0.08214144000000001,8656.41,1.11,,,,
874,894976,10811,82,-0.0013187602162361145,-0.004263914423063397,0.002059788,0.821243405342102,-1.3225665837526321,0.05480463965795934,0.123046875,0.0002053024,3492,0.08212096,8656.41,1.11,,,,
875,896000,10821,82,-0.010885823518037796,-0.004679846810176969,0.0017026218,0.9067712426185608,-1.3265939801931381,0.028894195216707885,0.085205078125,0.0002052512,3496,0.08210048,8656.41,1.11,,,,
876,897024,10832,82,-0.010942408815026283,-0.005304158243234269,0.002456001,0.9169871807098389,-1.3744339495897293,0.03189820097759366,0.121337890625,0.0002052,3500,0.08208,8656.41,1.11,,,,
877,898048,10841,82,-0.004727167077362537,-0.0031162294326350093,0.0019384706,0.9245144128799438,-1.2971123307943344,0.029105382971465588,0.140869140625,0.0002051488,3504,0.08205952,8614.36,1.25,,,,
878,899072,10852,82,0.010243238881230354,-0.0029810515407007188,0.0018419449,0.816525936126709,-1.285716362297535,0.05942595028318465,0.114501953125,0.0002050976,3508,0.08203904000000001,8614.36,1.25,,,,
,900000,,,-0.007954481057822704,-0.004167842795141041,0.00219431,0.8989081382751465,-1.3284684866666794,0.029708624817430973,0.103759765625,0.0002050464,3512,0.08201856,,,8821.2,8821.2,-25.57,11.2
879,900096,10951,82,,,,,,,,,,,8614.36,1.25,,,,
880,901120,10961,82,-0.007583586499094963,-0.0032717649010010064,0.001955294,0.8570194244384766,-1.297030009329319,0.03626475436612964,0.078369140625,0.00020499519999999999,3516,0.08199808,8614.36,1.25,,,,
881,902144,10971,82,0.005107743665575981,-0.004783183307154104,0.0017348676,0.7334295511245728,-1.332343876361847,0.060927603393793106,0.11669921875,0.000204944,3520,0.08197760000000001,8614.36,1.25,,,,
882,903168,10981,82,-0.0047937799245119095,-0.0038587440794799477,0.0017597198,0.8604318499565125,-1.351017914712429,0.03712012933101505,0.1318359375,0.00020489279999999998,3524,0.08195712,8629.4,1.07,,,,
883,904192,10992,82,-0.005820435471832752,-0.004870695309364237,0.0021604104,0.8703457713127136,-1.2589369416236877,0.029998320620507002,0.119873046875,0.00020484160000000003,3528,0.08193664,8629.4,1.07,,,,
884,905216,11002,82,-0.004510967060923576,-0.0038089313311502337,0.0016817916,0.8750209808349609,-1.2706403955817223,0.04155723575968295,0.0908203125,0.0002047904,3532,0.08191616,8629.4,1.07,,,,
885,906240,11012,82,8.663162589073181e-06,-0.005026920713135041,0.0025372072,0.7719274163246155,-1.298986330628395,0.04254928743466735,0.12255859375,0.00020473920000000002,3536,0.08189568000000001,8679.16,0.99,,,,
886,907264,11022,82,-0.0024985428899526596,-0.0028876057476736605,0.001857258,0.7717702984809875,-1.3119023144245148,0.06814987235702574,0.06787109375,0.00020468800000000002,3540,0.08187520000000001,8679.16,0.99,,,,
887,908288,11033,82,0.0030033551156520844,-0.003359197871759534,0.0023554736,0.839109480381012,-1.251987524330616,0.05148927355185151,0.0966796875,0.0002046368,3544,0.08185472,8675.94,0.82,,,,
888,909312,11043,82,-0.0020431317389011383,-0.0025292416103184223,0.0019958634,0.8764529824256897,-1.2850738614797592,0.04400140652433038,0.1513671875,0.0002045856,3548,0.08183424,8663.98,0.79,,,,
889,910336,11053,82,-0.010220663622021675,-0.0038765758217778057,0.0019318599,0.9184301495552063,-1.2645674869418144,0.03760016756132245,0.078857421875,0.0002045344,3552,0.08181376000000001,8663.98,0.79,,,,
890,911360,11063,82,-0.00709708034992218,-0.004915001103654504,0.0025925185,0.8926913142204285,-1.3113384619355202,0.043700003530830145,0.11279296875,0.0002044832,3556,0.08179328000000001,8690.84,0.75,,,,
891,912384,11073,82,-0.0008583683520555496,-0.0017282776534557343,0.0017445314,0.9097902774810791,-1.309464305639267,0.04540840396657586,0.134521484375,0.000204432,3560,0.0817728,8690.84,0.75,,,,
892,913408,11083,82,0.018681276589632034,-0.002357235789531842,0.0011561261,0.7303295135498047,-1.3025230094790459,0.08479384938254952,0.0478515625,0.0002043808,3564,0.08175232,8690.84,0.75,,,,
893,914432,11093,82,0.01584254391491413,-0.005060814961325377,0.0024228366,0.733738362789154,-1.31500094383955,0.08232798404060304,0.108642578125,0.00020432960000000002,3568,0.08173184,8654.09,0.6,,,,
894,915456,11104,82,-0.009184102527797222,-0.0028277736564632505,0.0021335087,0.8957732915878296,-1.2775728404521942,0.028805474867112935,0.107177734375,0.0002042784,3572,0.08171136000000001,8654.09,0.6,,,,
895,916480,11114,82,-0.0004056878387928009,-0.0048402941902168095,0.001623483,0.8053632974624634,-1.285207100212574,0.04759656311944127,0.11474609375,0.0002042272,3576,0.08169088000000001,8654.09,0.6,,,,
896,917504,11124,82,0.006204850971698761,-0.0034181920054834336,0.0012731949,0.8191037178039551,-1.2661174088716507,0.05038940953090787,0.07421875,0.000204176,3580,0.0816704,8654.09,0.6,,,,
897,918528,11134,82,-0.004158530384302139,-0.004727964536868967,0.0020294075,0.8597354888916016,-1.2788597270846367,0.04356126207858324,0.0810546875,0.0002041248,3584,0.08164992,8654.09,0.6,,,,
898,919552,11144,82,0.009826869703829288,-0.0024567721411585808,0.0016283726,0.854693591594696,-1.2476205453276634,0.043634440982714295,0.125732421875,0.0002040736,3588,0.08162944,8664.89,0.92,,,,
899,920576,11154,82,-0.0014791060239076614,-0.0029342420457396656,0.0012073752,0.8842750787734985,-1.2672199010849,0.04582539456896484,0.06298828125,0.0002040224,3592,0.08160896000000001,8664.89,0.92,,,,
900,921600,11164,82,-0.005478649400174618,-0.004635296849301085,0.0016371325,0.9138340353965759,-1.2732357829809189,0.03206261096056551,0.10986328125,0.0002039712,3596,0.08158848,8664.89,0.92,,,,
