time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_fraction,train/value_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_score_ep_length,eval/mean_object_ep_length,eval/mean_score_reward
37888,37,663,57,144,0.00024815680000000003,-1.7030508667230606,0.076416015625,0.12383345095440745,0.042108017951250076,-0.0019217575900256634,0.0009953983,0.6259785890579224,0.09926272000000001,3738.3513513513512,-20.135135135135137,,,,
38912,38,669,58,148,0.0002481056,-1.6924644857645035,0.087646484375,0.054193027783185244,0.007669549435377121,-0.0029130083858035505,0.0017322258,0.7362240552902222,0.09924224000000001,3738.3513513513512,-20.135135135135137,,,,
39936,39,675,59,152,0.0002480544,-1.6701019182801247,0.054443359375,0.07694789045490324,0.01855272799730301,-0.001430611766409129,0.0014738399,0.33344948291778564,0.09922176,3748.9210526315787,-20.157894736842106,,,,
40960,40,680,60,156,0.0002480032,-1.6744532957673073,0.154296875,0.06840305053628981,0.0029665324836969376,-0.0066889478475786746,0.0033974452,0.6068630814552307,0.09920128,3753.512195121951,-20.146341463414632,,,,
41984,41,685,61,160,0.000247952,-1.671630710363388,0.018310546875,0.06195970578119159,0.02677525207400322,-0.0006896519043948501,0.0016610709,0.7530918717384338,0.09918080000000001,3752.7619047619046,-20.142857142857142,,,,
43008,42,690,62,164,0.0002479008,-1.6910988837480545,0.045654296875,0.10830730479210615,0.013378776609897614,-0.002887233014917001,0.0018186157,0.5792281627655029,0.09916032000000001,3738.3023255813955,-20.162790697674417,,,,
44032,43,695,63,168,0.0002478496,-1.7028280794620514,0.101318359375,0.06402365048415959,0.01433371752500534,-0.002620521408971399,0.0029880488,0.47711795568466187,0.09913984,3738.3023255813955,-20.162790697674417,,,,
45056,44,700,64,172,0.0002477984,-1.6905816793441772,0.101318359375,0.07544780056923628,0.021537065505981445,-0.0026353221473982558,0.002758705,0.4989356994628906,0.09911936,3740.3555555555554,-20.133333333333333,,,,
46080,45,705,65,176,0.0002477472,-1.7124485969543457,0.089599609375,0.06827661418356001,0.009869508445262909,-0.002194451430113986,0.0021814117,0.7104151248931885,0.09909888,3740.3555555555554,-20.133333333333333,,,,
47104,46,709,66,180,0.000247696,-1.6987509950995445,0.0078125,0.050506941974163055,0.0013409461826086044,-0.00037258071824908257,0.0008439056,0.4875038266181946,0.09907840000000001,3740.3555555555554,-20.133333333333333,,,,
48128,47,713,67,184,0.0002476448,-1.710790529847145,0.072998046875,0.08676936710253358,0.017627978697419167,-0.0024392440100200474,0.0027470528,0.5262340307235718,0.09905792000000001,3733.3958333333335,-20.145833333333332,,,,
49152,48,717,68,188,0.0002475936,-1.7150239273905754,0.0009765625,0.08400365803390741,0.023069893941283226,-0.0003653279272839427,0.0012044015,0.5792781114578247,0.09903744,3736.6326530612246,-20.142857142857142,,,,
50000,,,,192,0.0002475424,-1.7023942023515701,0.08544921875,0.08940687077119946,0.026167158037424088,-0.0017641840386204422,0.00218614,0.5149027109146118,0.09901696,,,-7.3799997999999984,3056.0,3056.0,-21.0
50176,49,611,82,,,,,,,,,,,3745.8823529411766,-20.137254901960784,,,,
51200,50,616,83,196,0.0002474912,-1.6754522919654846,0.070068359375,0.10701582115143538,0.04164320230484009,-0.0010423521744087338,0.0017458309,0.5799065828323364,0.09899648,3745.8823529411766,-20.137254901960784,,,,
52224,51,621,84,200,0.00024744,-1.644153192639351,0.1494140625,0.11004363372921944,0.0406796932220459,-0.0015805296134203672,0.0052301916,0.30257606506347656,0.09897600000000001,3745.8823529411766,-20.137254901960784,,,,
53248,52,625,85,204,0.00024738879999999997,-1.6488767489790916,0.005615234375,0.04101378656923771,-0.0005941633135080338,5.79807092435658e-05,0.0006774758,0.6501855254173279,0.09895552,3760.245283018868,-20.132075471698112,,,,
54272,53,630,86,208,0.0002473376,-1.6620541214942932,0.054443359375,0.03345110616646707,-0.0038282088935375214,-0.002259924483951181,0.0020569274,0.8398095965385437,0.09893504,3749.277777777778,-20.14814814814815,,,,
55296,54,634,87,212,0.0002472864,-1.689132422208786,0.109619140625,0.050654347985982895,0.0016801618039608002,-0.0015334685740526766,0.0018161628,0.7576513290405273,0.09891456,3741.25,-20.142857142857142,,,,
56320,55,638,88,216,0.0002472352,-1.6763953790068626,0.06494140625,0.0685421188827604,0.02015877515077591,-0.002085195737890899,0.0030494584,0.5853307247161865,0.09889408,3736.684210526316,-20.140350877192983,,,,
57344,56,642,89,220,0.000247184,-1.6579817980527878,0.02294921875,0.08007561042904854,0.025145424529910088,-0.0008100346312858164,0.002237462,0.6360335350036621,0.0988736,3728.169491525424,-20.152542372881356,,,,
58368,57,646,90,224,0.0002471328,-1.6194564253091812,0.0576171875,0.05501736095175147,0.005334796383976936,-0.00010605208808556199,0.0017559396,0.7391958236694336,0.09885312000000002,3728.169491525424,-20.152542372881356,,,,
59392,58,650,91,228,0.0002470816,-1.5813182517886162,0.142578125,0.03582545509561896,0.008241051807999611,-0.0030972955864854157,0.0031483814,0.667466402053833,0.09883264000000001,3728.169491525424,-20.152542372881356,,,,
60416,59,654,92,232,0.0002470304,-1.5893583670258522,0.011474609375,0.023770490777678788,-0.0069669513031840324,-7.288670167326927e-05,0.0006076659,0.8413941860198975,0.09881216000000001,3712.2580645161293,-20.161290322580644,,,,
61440,60,658,93,236,0.0002469792,-1.5571239441633224,0.05029296875,0.04720429074950516,0.011857600882649422,-0.0012561760959215462,0.0020100437,0.8394339084625244,0.09879168,3700.8125,-20.1875,,,,
62464,61,661,94,240,0.000246928,-1.5689522251486778,0.034912109375,0.12180145969614387,0.04112188145518303,-0.0009279485093429685,0.002236119,0.6380578875541687,0.0987712,3700.8125,-20.1875,,,,
63488,62,665,95,244,0.0002468768,-1.591046042740345,0.08349609375,0.06863600644282997,0.02715093269944191,-0.0009650994325056672,0.0030825695,0.4654400944709778,0.09875072000000001,3698.1969696969695,-20.196969696969695,,,,
64512,63,668,96,248,0.00024682560000000004,-1.5853813216090202,0.03515625,0.06268480163998902,0.015600651502609253,-0.0012377285747788846,0.0022677102,0.7249904274940491,0.09873024000000001,3695.6567164179105,-20.208955223880597,,,,
65536,64,672,97,252,0.00024677440000000003,-1.6224884241819382,0.0732421875,0.10495453793555498,0.057705510407686234,-0.0008324392256326973,0.0011577116,0.6351135969161987,0.09870976000000001,3695.6567164179105,-20.208955223880597,,,,
66560,65,675,98,256,0.00024672320000000003,-1.6142725422978401,0.041015625,0.07318984717130661,0.005625156685709953,-0.0007564215338788927,0.0011779323,0.5096296072006226,0.09868928,3688.014705882353,-20.220588235294116,,,,
67584,66,678,99,260,0.000246672,-1.6404699832201004,0.0283203125,0.060103259049355984,0.013067543506622314,-0.00034817185951396823,0.0005132686,0.7816766500473022,0.0986688,3687.8571428571427,-20.214285714285715,,,,
68608,67,682,100,264,0.0002466208,-1.648943230509758,0.055908203125,0.04982028203085065,0.00022868625819683075,-0.002721739961998537,0.0023648883,0.8758277297019958,0.09864832000000001,3684.394366197183,-20.211267605633804,,,,
69632,68,685,101,268,0.0002465696,-1.612587682902813,0.084228515625,0.0339025225257501,-0.00645302701741457,-0.002205632161349058,0.0024405345,0.8064807057380676,0.09862784000000001,3684.394366197183,-20.211267605633804,,,,
70656,69,688,102,272,0.0002465184,-1.6135370805859566,0.064453125,0.024969801655970514,-0.014593931846320629,-0.0012712349998764694,0.0021914935,0.7793807983398438,0.09860736,3683.9066666666668,-20.2,,,,
71680,70,691,103,276,0.0002464672,-1.6505188047885895,0.146240234375,0.05283130891621113,0.00856747105717659,-0.0023930397583171725,0.0037901285,0.8312152028083801,0.09858688,3683.9066666666668,-20.2,,,,
72704,71,694,104,280,0.000246416,-1.6092512756586075,0.052001953125,0.0659234463237226,0.007608173415064812,-0.0015425266756210476,0.001094646,0.4430432915687561,0.0985664,3676.6447368421054,-20.210526315789473,,,,
73728,72,697,105,284,0.0002463648,-1.5982927903532982,0.014404296875,0.028699183138087392,-0.006803329102694988,-0.001140821521403268,0.0016247226,0.8424545526504517,0.09854592000000001,3669.5584415584417,-20.22077922077922,,,,
74752,73,700,106,288,0.0002463136,-1.6496306732296944,0.11083984375,0.04748267284594476,0.006426528096199036,-0.0012559292663354427,0.0018168009,0.7512215375900269,0.09852544,3659.481012658228,-20.240506329113924,,,,
75000,,,,292,0.0002462624,-1.6497842594981194,0.01806640625,0.06189953815191984,0.011320315301418304,0.0004651036288123578,0.0007543945,0.7865111827850342,0.09850496,,,-14.9866664,3056.0,3056.0,-21.0
75776,74,629,120,,,,,,,,,,,3659.481012658228,-20.240506329113924,,,,
76800,75,632,121,296,0.0002462112,-1.6625648438930511,0.001953125,0.04473064246121794,-0.006603783927857876,-0.00042978418059647083,0.0008531482,0.648590087890625,0.09848448,3645.487804878049,-20.25609756097561,,,,
77824,76,635,122,300,0.00024616,-1.6896051466464996,0.009521484375,0.05848115449771285,0.0034606829285621643,-0.000926579930819571,0.0015382741,0.7891494631767273,0.098464,3645.487804878049,-20.25609756097561,,,,
78848,77,638,123,304,0.0002461088,-1.6785115525126457,0.021484375,0.0874232710339129,0.017881814390420914,-0.0008327974646817893,0.001295645,0.4742330312728882,0.09844352,3652.843373493976,-20.265060240963855,,,,
79872,78,641,124,308,0.0002460576,-1.6765852868556976,0.010009765625,0.08195266569964588,0.004548909142613411,-0.0009241411462426186,0.001926206,0.6267571449279785,0.09842304,3643.8117647058825,-20.270588235294117,,,,
80896,79,644,125,312,0.00024600640000000003,-1.6866338178515434,0.00927734375,0.10747643699869514,0.017236288636922836,-0.00011060709948651493,0.0017347797,0.4856548309326172,0.09840256000000001,3643.8117647058825,-20.270588235294117,,,,
81920,80,647,126,316,0.0002459552,-1.6695072650909424,0.02294921875,0.06318187853321433,0.006183234974741936,0.00022249476751312613,0.001080036,0.4401068687438965,0.09838208000000001,3648.6206896551726,-20.275862068965516,,,,
82944,81,650,127,320,0.000245904,-1.6805252730846405,0.03125,0.052284550154581666,0.00550619512796402,-0.001068956800736487,0.0021309047,0.8574422597885132,0.09836160000000001,3648.6206896551726,-20.275862068965516,,,,
83968,82,653,128,324,0.0002458528,-1.674386166036129,0.059814453125,0.08973409980535507,0.008422844111919403,-0.001900221745017916,0.0018915285,0.36897945404052734,0.09834112,3648.6206896551726,-20.275862068965516,,,,
84992,83,655,129,328,0.0002458016,-1.6626606360077858,0.10693359375,0.05063659627921879,0.014245009049773216,0.0004666438326239586,0.0006568425,0.4429214596748352,0.09832064000000001,3658.61797752809,-20.258426966292134,,,,
86016,84,658,130,332,0.0002457504,-1.6585650444030762,0.229248046875,0.05027033551596105,-0.0018551405519247055,-0.004432526679011062,0.0026129722,0.7810192704200745,0.09830016000000001,3656.222222222222,-20.266666666666666,,,,
87040,85,661,131,336,0.0002456992,-1.6682987362146378,0.008544921875,0.06961211306042969,0.02377503737807274,1.9825471099466085e-05,0.0006538917,0.6691789627075195,0.09827968000000001,3671.695652173913,-20.25,,,,
88064,86,663,132,340,0.000245648,-1.6644145548343658,0.0126953125,0.05897416011430323,0.004845678806304932,0.0001960617519216612,0.0012809648,0.85606849193573,0.0982592,3672.9032258064517,-20.258064516129032,,,,
89088,87,666,133,344,0.0002455968,-1.6532268971204758,0.011474609375,0.05006897542625666,0.025471147149801254,-0.0013259555853437632,0.0013022791,0.7517284750938416,0.09823872,3669.936842105263,-20.273684210526316,,,,
90112,88,668,134,348,0.0002455456,-1.6873342841863632,0.09326171875,0.08926638308912516,0.021762950345873833,-0.0020868470310233533,0.004162232,0.6312882900238037,0.09821824000000001,3669.936842105263,-20.273684210526316,,,,
91136,89,671,135,352,0.0002454944,-1.7049750536680222,0.11328125,0.04092055815272033,0.001138255000114441,-0.0026851899456232786,0.0037710904,0.5629746913909912,0.09819776000000001,3669.936842105263,-20.273684210526316,,,,
92160,90,673,136,356,0.0002454432,-1.7072918564081192,0.16455078125,0.03108560503460467,-0.00372106209397316,-0.004367957240901887,0.004299158,0.7122934460639954,0.09817728,3666.0833333333335,-20.28125,,,,
93184,91,675,137,360,0.000245392,-1.7193458527326584,0.092041015625,0.03460397943854332,-0.0048753488808870316,-0.0024600679171271622,0.0011498862,0.8154685497283936,0.0981568,3665.5408163265306,-20.275510204081634,,,,
94208,92,678,138,364,0.0002453408,-1.7151667848229408,0.10107421875,0.04613304464146495,0.0006758086383342743,-0.0027053022640757263,0.0028662558,0.7460600137710571,0.09813632,3665.72,-20.28,,,,
95232,93,680,139,368,0.0002452896,-1.7050269842147827,0.06103515625,0.05464302282780409,0.008960047736763954,-0.001749765913700685,0.0026029595,0.824987530708313,0.09811584000000001,3665.72,-20.28,,,,
96256,94,682,140,372,0.0002452384,-1.7038804963231087,0.169189453125,0.040203161304816604,0.0032579824328422546,-0.002913108153734356,0.0026552845,0.6800899505615234,0.09809536,3665.09,-20.29,,,,
97280,95,685,141,376,0.0002451872,-1.6830930411815643,0.0576171875,0.05112023022957146,0.009128887206315994,-0.0011224837508052588,0.0026901306,0.7361093759536743,0.09807488,3667.6,-20.3,,,,
98304,96,687,143,380,0.000245136,-1.7054863944649696,0.16552734375,0.027909774100407958,-0.007510161027312279,-0.0019057816243730485,0.0024404153,0.7970284223556519,0.0980544,3662.24,-20.32,,,,
99328,97,689,144,384,0.0002450848,-1.7055725529789925,0.03662109375,0.05572472722269595,0.0069257281720638275,-0.0009161457419395447,0.0014889843,0.6681773662567139,0.09803392,3655.23,-20.34,,,,
100000,,,,388,0.0002450336,-1.69290429353714,0.208251953125,0.07989282882772386,0.006626952439546585,-0.00428011966869235,0.0044170064,0.5869970321655273,0.09801344000000001,,,-14.9599998,3056.0,3056.0,-21.0
100352,98,636,157,,,,,,,,,,,3638.07,-20.35,,,,
101376,99,639,158,392,0.0002449824,-1.6976147219538689,0.005859375,0.03933403501287103,0.004737311974167824,-0.0002334337041247636,0.00074825395,0.8635765910148621,0.09799296,3620.15,-20.39,,,,
102400,100,641,159,396,0.0002449312,-1.6841315180063248,0.1240234375,0.07572096097283065,0.0141468346118927,-0.002363598672673106,0.0046376493,0.5820567607879639,0.09797248,3620.15,-20.39,,,,
103424,101,643,160,400,0.00024488,-1.6862040758132935,0.10107421875,0.0218689925968647,-0.018152663484215736,-0.002502603631000966,0.0025096417,0.7720392942428589,0.097952,3622.76,-20.39,,,,
104448,102,645,161,404,0.0002448288,-1.673958994448185,0.114013671875,0.04158773156814277,-0.004008514806628227,-0.0014228914224077016,0.0015815509,0.8383110165596008,0.09793152000000001,3622.76,-20.39,,,,
105472,103,648,162,408,0.0002447776,-1.6781786605715752,0.11083984375,0.050460092490538955,0.0050798747688531876,-0.000992269953712821,0.0038880352,0.5081382989883423,0.09791104,3622.76,-20.39,,,,
106496,104,650,163,412,0.00024472640000000004,-1.6653574854135513,0.0859375,0.05967739876359701,0.009190075099468231,-0.0019395053386688232,0.002652286,0.5679540634155273,0.09789056000000002,3626.26,-20.39,,,,
107520,105,652,164,416,0.00024467520000000004,-1.6915188059210777,0.192138671875,0.05913470429368317,0.0011217668652534485,-0.005204535787925124,0.004602451,0.7262305021286011,0.09787008000000001,3607.23,-20.41,,,,
108544,106,654,165,420,0.00024462400000000003,-1.7027352452278137,0.05029296875,0.03797978151123971,0.006386300548911095,-0.0006864180904813111,0.0024906537,0.8506565093994141,0.09784960000000001,3611.33,-20.41,,,,
109568,107,656,166,424,0.00024457280000000003,-1.682518646121025,0.0498046875,0.056503990199416876,0.0132350604981184,-0.0016739670536480844,0.0016202043,0.7168443202972412,0.09782912,3611.33,-20.41,,,,
110592,108,658,167,428,0.00024452160000000003,-1.6569560021162033,0.147705078125,0.03792739741038531,0.01318199560046196,-0.0008686377550475299,0.0024780356,0.7986178994178772,0.09780864,3611.1,-20.4,,,,
111616,109,660,168,432,0.0002444704,-1.6707087010145187,0.046875,0.03997116768732667,-0.0032164566218852997,-0.0016730958595871925,0.0018339746,0.8276156187057495,0.09778816000000001,3611.1,-20.4,,,,
112640,110,662,169,436,0.0002444192,-1.660418339073658,0.1123046875,0.06240444956347346,0.018123287707567215,-0.0016223562852246687,0.0030516821,0.5200150012969971,0.09776768000000001,3611.1,-20.4,,,,
113664,111,664,171,440,0.000244368,-1.6618665605783463,0.020263671875,0.07204436301253736,0.01548096351325512,-0.0014888450386933982,0.0011930511,0.5011415481567383,0.0977472,3616.5,-20.4,,,,
114688,112,666,172,444,0.0002443168,-1.6695751696825027,0.040771484375,0.06807086826302111,0.01101759821176529,-0.0006564313662238419,0.0023734728,0.7750139236450195,0.09772672,3603.25,-20.41,,,,
115712,113,668,173,448,0.0002442656,-1.6692453026771545,0.068603515625,0.04314837313722819,0.006730170920491219,-0.0003610472776927054,0.0033441826,0.9143853187561035,0.09770624,3596.0,-20.43,,,,
116736,114,670,174,452,0.0002442144,-1.653299704194069,0.089599609375,0.04420141386799514,-0.0008028075098991394,-0.002637664380017668,0.0033776655,0.687346875667572,0.09768576000000001,3600.75,-20.44,,,,
117760,115,672,175,456,0.0002441632,-1.6594340950250626,0.001220703125,0.08310901373624802,0.024878567084670067,-0.00019659908139146864,0.0010294144,0.754284143447876,0.09766528000000001,3600.75,-20.44,,,,
118784,116,674,176,460,0.000244112,-1.6552770659327507,0.02392578125,0.04885152634233236,0.0011999551206827164,-0.0013882112980354577,0.0019346306,0.6879205703735352,0.0976448,3605.08,-20.45,,,,
119808,117,676,177,464,0.0002440608,-1.6535808071494102,0.088134765625,0.03486696514301002,0.0007932642474770546,-0.002874094934668392,0.0026380336,0.8383241891860962,0.09762432,3605.08,-20.45,,,,
120832,118,677,178,468,0.0002440096,-1.6425543650984764,0.04541015625,0.04891165276058018,-0.0017242692410945892,-0.0020011733868159354,0.0009412996,0.7101970911026001,0.09760384,3603.65,-20.45,,,,
121856,119,679,179,472,0.00024395839999999998,-1.625824362039566,0.04931640625,0.0827568625099957,0.022380350157618523,-0.0014647923526354134,0.0031860461,0.6156206130981445,0.09758336000000001,3601.82,-20.47,,,,
122880,120,681,180,476,0.0002439072,-1.623666949570179,0.08203125,0.05296327965334058,0.012964913621544838,-0.0021516248234547675,0.0018475838,0.7939170002937317,0.09756288,3607.11,-20.48,,,,
123904,121,683,181,480,0.000243856,-1.6010736376047134,0.093017578125,0.03588409558869898,0.00035523436963558197,-0.001936422340804711,0.0018595816,0.8917169570922852,0.0975424,3605.19,-20.48,,,,
124928,122,685,182,484,0.0002438048,-1.6164645701646805,0.027587890625,0.059520750772207975,-0.007955245673656464,-0.0006121409824118018,0.0018263224,0.47465914487838745,0.09752192,3605.19,-20.48,,,,
125000,,,,488,0.0002437536,-1.5727902501821518,0.0556640625,0.053589968709275126,0.011152222752571106,0.0011751930578611791,0.0014542049,0.638683557510376,0.09750144,,,-5.866666400000001,3056.0,3056.0,-21.0
125952,123,642,196,,,,,,,,,,,3603.84,-20.49,,,,
126976,124,644,197,492,0.0002437024,-1.5987447872757912,0.041748046875,0.03679790848400444,-0.004625468514859676,-0.0013420775067061186,0.0014049775,0.7931970953941345,0.09748096,3603.84,-20.49,,,,
128000,125,646,198,496,0.00024365120000000002,-1.6028072163462639,0.174072265625,0.05014039156958461,0.003569234162569046,-0.0021773367770947516,0.0039593913,0.7274709343910217,0.09746048000000002,3602.17,-20.5,,,,
129024,126,647,199,500,0.0002436,-1.57350804656744,0.099365234375,0.04371614591218531,-0.006894960999488831,-0.0007367913494817913,0.0017938815,0.7408765554428101,0.09744000000000001,3605.61,-20.5,,,,
130048,127,649,200,504,0.0002435488,-1.5695359855890274,0.068359375,0.0235139022115618,-0.009400827810168266,-0.001959880770300515,0.0018169882,0.9203121662139893,0.09741952000000001,3602.15,-20.51,,,,
131072,128,651,201,508,0.0002434976,-1.598384566605091,0.0478515625,0.05921845557168126,0.015028731897473335,-0.0005404195399023592,0.002409943,0.9040164351463318,0.09739904,3601.81,-20.52,,,,
132096,129,653,202,512,0.0002434464,-1.5651000440120697,0.168212890625,0.024221228435635567,-0.007943686097860336,-0.0017983255675062537,0.0025934267,0.8274258375167847,0.09737856,3601.06,-20.52,,,,
