time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/entropy_loss,train/loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_ep_length,eval/mean_score_reward,eval/mean_object_ep_length,eval/mean_object_reward
108,11264,103,11,-1.7723151966929436,0.04580266773700714,0.12686747452244163,0.0997952,0.009819567203521729,-0.0005160425935173407,40,0.0016432723,0.00024948799999999997,0.00927734375,-20.25,3763.875,,,,
107,12288,113,12,-1.7545836046338081,0.022447679191827774,0.09193284576758742,0.09977472,0.026298105716705322,-0.00252258701948449,44,0.0028576225,0.0002494368,0.0390625,-20.25,3763.875,,,,
107,13312,123,13,-1.7415766939520836,0.036971110850572586,0.12374662794172764,0.09975424000000001,0.030372917652130127,-0.0015459179994650185,48,0.001503307,0.0002493856,0.093017578125,-20.25,3763.875,,,,
107,14336,133,14,-1.7466633021831512,0.04985499382019043,0.1311016334220767,0.09973376,0.037143826484680176,-0.0006302137044258416,52,0.0008675119,0.0002493344,0.0,-20.1,3721.0,,,,
106,15360,143,15,-1.756756104528904,0.03987376391887665,0.1290321135893464,0.09971328000000002,0.042659759521484375,-0.001445459871320054,56,0.0012772182,0.0002492832,0.00634765625,-20.0,3721.3846153846152,,,,
106,16384,153,16,-1.7592203095555305,0.029337413609027863,0.10409443313255906,0.09969280000000001,0.021774232387542725,-0.003226119530154392,60,0.0034081028,0.000249232,0.12255859375,-19.933333333333334,3771.8,,,,
106,17408,163,17,-1.747840590775013,0.031926751136779785,0.09758395655080676,0.09967232000000001,0.053310394287109375,-0.0016083325317595154,64,0.0019485727,0.0002491808,0.097900390625,-19.9375,3802.625,,,,
106,18432,173,18,-1.7506592720746994,0.05247584730386734,0.12751251365989447,0.09965184,0.031297385692596436,-0.0005363822565414011,68,0.0011287373,0.0002491296,0.03125,-19.9375,3802.625,,,,
105,19456,183,19,-1.7426077127456665,0.04323187470436096,0.12690018489956856,0.09963136,0.027579545974731445,-0.001467150985263288,72,0.0017009651,0.0002490784,0.0,-19.9375,3802.625,,,,
105,20480,193,20,-1.7378329187631607,0.01869259588420391,0.09051608247682452,0.09961088000000001,-0.02113807201385498,-0.0025016876170411706,76,0.0029243224,0.0002490272,0.109375,-19.9375,3802.625,,,,
105,21504,204,21,-1.7470499649643898,0.012692106887698174,0.08865164639428258,0.09959040000000001,0.058313608169555664,-0.0033356659405399114,80,0.0034413522,0.000248976,0.0634765625,-20.055555555555557,3760.3888888888887,,,,
105,22528,213,22,-1.7478377223014832,0.0562216192483902,0.12817529635503888,0.09956992,0.04810774326324463,-0.001442919106921181,84,0.0028691927,0.00024892480000000003,0.06591796875,-20.1,3775.5,,,,
105,23552,223,23,-1.748989924788475,0.025844819843769073,0.10263119917362928,0.09954944,0.09713762998580933,-0.0008302386268042028,88,0.0010654593,0.00024887360000000003,0.004150390625,-20.0,3798.5,,,,
105,24576,233,24,-1.7630658373236656,0.04053853079676628,0.11712119029834867,0.09952896,0.0794910192489624,-0.00010293956438545138,92,0.00045506324,0.0002488224,0.0,-20.043478260869566,3797.2608695652175,,,,
,25000,,,-1.7519774958491325,0.020447082817554474,0.08732261881232262,0.09950848000000001,0.11179035902023315,-0.0017282480548601598,96,0.001677704,0.0002487712,0.03759765625,,,3056.0,-21.0,3056.0,-3033.9599998000003
92,25600,275,25,,,,,,,,,,,-20.083333333333332,3806.2083333333335,,,,
93,26624,285,26,-1.7523483484983444,0.031064553186297417,0.11734776711091399,0.09948800000000001,0.10606056451797485,0.00023006860283203423,100,0.00023189379,0.00024872,0.0,-20.083333333333332,3806.2083333333335,,,,
93,27648,295,27,-1.7516380995512009,0.0408925823867321,0.10994847677648067,0.09946752,0.11460024118423462,-0.000536471838131547,104,0.00061792455,0.0002486688,0.0,-20.083333333333332,3806.2083333333335,,,,
93,28672,305,28,-1.7506694495677948,0.024522561579942703,0.10769259370863438,0.09944704,0.02844822406768799,-0.001425963593646884,108,0.0017897802,0.0002486176,0.025390625,-20.12,3783.68,,,,
94,29696,315,29,-1.731972523033619,0.02984413504600525,0.08750311145558953,0.09942656,0.17563152313232422,0.0005488721071742475,112,0.00067516573,0.0002485664,0.0,-20.115384615384617,3800.8076923076924,,,,
94,30720,325,30,-1.7282751500606537,0.04674630984663963,0.11951722530648112,0.09940608000000001,0.1735609769821167,-0.0018397115491097793,116,0.0021401825,0.0002485152,0.031494140625,-20.137931034482758,3774.4137931034484,,,,
94,31744,335,31,-1.702161356806755,0.029668018221855164,0.09159018145874143,0.0993856,0.20395410060882568,-0.0017811935395002365,120,0.0015213664,0.000248464,0.041748046875,-20.161290322580644,3768.548387096774,,,,
94,32768,344,32,-1.6946184411644936,0.032644838094711304,0.10258978605270386,0.09936512,0.29830241203308105,-0.0006350500625558197,124,0.0024117057,0.0002484128,0.037353515625,-20.0625,3807.53125,,,,
95,33792,354,33,-1.6834013909101486,0.019408222287893295,0.0807765987701714,0.09934464,0.3528432250022888,-0.00015487404016312212,128,0.002076371,0.0002483616,0.0341796875,-20.0625,3807.53125,,,,
95,34816,364,34,-1.6839823201298714,0.007870538160204887,0.06980052776634693,0.09932416,0.2964077591896057,-0.0019868077361024916,132,0.0024682942,0.0002483104,0.042724609375,-20.0625,3807.53125,,,,
95,35840,374,35,-1.6980266496539116,0.017586417496204376,0.08678915025666356,0.09930368,0.3086315393447876,-0.0017617866542423144,136,0.0016991012,0.00024825920000000004,0.03564453125,-20.060606060606062,3803.969696969697,,,,
95,36864,384,36,-1.7096285223960876,0.010739756748080254,0.06640010676346719,0.09928320000000002,0.4503946304321289,-0.001083815557649359,140,0.002254949,0.00024820800000000003,0.006103515625,-20.114285714285714,3771.5142857142855,,,,
96,37888,394,37,-1.7269700020551682,0.015358911827206612,0.09304840164259076,0.09926272000000001,0.4644189476966858,-0.0017932666232809424,144,0.002297056,0.00024815680000000003,0.037109375,-20.205128205128204,3712.051282051282,,,,
96,38912,404,38,-1.7165403813123703,0.01955597475171089,0.0954610132612288,0.09924224000000001,0.4911850690841675,-0.000894636963494122,148,0.0033265876,0.0002481056,0.078125,-20.205128205128204,3712.051282051282,,,,
96,39936,414,39,-1.7090242579579353,0.015816591680049896,0.05603849422186613,0.09922176,0.4416208267211914,-0.0010875365405809134,152,0.0016471122,0.0002480544,0.047607421875,-20.225,3708.125,,,,
96,40960,424,40,-1.7035494074225426,0.048859208822250366,0.11938675353303552,0.09920128,0.3293423056602478,-0.002994286915054545,156,0.0034053077,0.0002480032,0.110595703125,-20.225,3708.125,,,,
96,41984,434,41,-1.6773192584514618,0.011373424902558327,0.06220242544077337,0.09918080000000001,0.4161812663078308,-0.0016800577504909597,160,0.0015292948,0.000247952,0.21728515625,-20.225,3708.125,,,,
96,43008,444,42,-1.6660041064023972,0.03412245959043503,0.09883760428056121,0.09916032000000001,0.23418766260147095,-0.0009190492564812303,164,0.0040016463,0.0002479008,0.07861328125,-20.238095238095237,3708.2380952380954,,,,
96,44032,454,43,-1.64936201274395,0.026154257357120514,0.08983300719410181,0.09913984,0.5746752023696899,-0.0014559027331415564,168,0.0029517561,0.0002478496,0.0849609375,-20.25,3692.7727272727275,,,,
97,45056,464,44,-1.6486636996269226,0.012105356901884079,0.06427888059988618,0.09911936,0.5562448501586914,0.000300283296382986,172,0.0012566515,0.0002477984,0.13671875,-20.217391304347824,3695.8478260869565,,,,
97,46080,474,45,-1.6946515589952469,0.026614651083946228,0.09446905832737684,0.09909888,0.44592440128326416,-0.0017594211967661977,176,0.0016139289,0.0002477472,0.03759765625,-20.23404255319149,3703.1702127659573,,,,
97,47104,483,46,-1.6782065480947495,0.0173419788479805,0.07806337857618928,0.09907840000000001,0.25775474309921265,-0.003962298738770187,180,0.002512239,0.000247696,0.12890625,-20.25,3705.3541666666665,,,,
97,48128,494,47,-1.6548171043395996,0.008350163698196411,0.06259260093793273,0.09905792000000001,0.46481603384017944,-0.002394488896243274,184,0.0023374753,0.0002476448,0.11572265625,-20.25,3705.3541666666665,,,,
97,49152,503,48,-1.6503551602363586,0.001573994755744934,0.05978391249664128,0.09903744,0.46259820461273193,-0.0011135778040625155,188,0.0030846684,0.0002475936,0.02685546875,-20.25,3705.3541666666665,,,,
,50000,,,-1.616759330034256,0.01272132620215416,0.06170033244416118,0.09901696,0.4557105302810669,-0.0021609981486108154,192,0.002023997,0.0002475424,0.1162109375,,,3056.0,-21.0,3056.0,-0.1333334
91,50176,545,49,,,,,,,,,,,-20.26,3697.06,,,,
92,51200,555,50,-1.633854016661644,0.003979688510298729,0.045640100026503205,0.09899648,0.7428884506225586,-0.0008019301312742755,196,0.0019920128,0.0002474912,0.01123046875,-20.25,3693.6346153846152,,,,
92,52224,565,51,-1.5721451193094254,0.009530770592391491,0.06740655424073339,0.09897600000000001,0.6664438247680664,0.0011643382749753073,200,0.0009397665,0.00024744,0.021728515625,-20.264150943396228,3692.169811320755,,,,
92,53248,575,52,-1.5782482624053955,0.01829642988741398,0.07271586125716567,0.09895552,0.5588487386703491,-0.00046305396244861186,204,0.0013245714,0.00024738879999999997,0.052734375,-20.29090909090909,3702.018181818182,,,,
92,54272,585,53,-1.5531844049692154,0.002265205606818199,0.06241594161838293,0.09893504,0.6838551759719849,-0.005507809342816472,208,0.003494839,0.0002473376,0.25146484375,-20.285714285714285,3696.035714285714,,,,
92,55296,595,54,-1.4880459606647491,0.006980402395129204,0.04308132408186793,0.09891456,0.6070804595947266,0.0003138564934488386,212,0.0026534395,0.0002472864,0.21728515625,-20.285714285714285,3696.035714285714,,,,
93,56320,605,55,-1.488348439335823,0.003284446895122528,0.04585396870970726,0.09889408,0.5603275895118713,-0.0026457098429091275,216,0.0027368113,0.0002472352,0.16455078125,-20.29824561403509,3686.0701754385964,,,,
93,57344,615,56,-1.5351726710796356,-0.0016200654208660126,0.04229752207174897,0.0988736,0.8048491477966309,-0.001277911534998566,220,0.0011488589,0.000247184,0.263427734375,-20.310344827586206,3679.4137931034484,,,,
93,58368,625,57,-1.524283528327942,-0.001802859827876091,0.04936236818321049,0.09885312000000002,0.6670480370521545,-0.003103242313954979,224,0.0026527569,0.0002471328,0.10546875,-20.327868852459016,3669.409836065574,,,,
93,59392,635,58,-1.5501036643981934,0.004510149359703064,0.06909709749743342,0.09883264000000001,0.6975403428077698,-0.0021233049919828773,228,0.0012389023,0.0002470816,0.12548828125,-20.327868852459016,3669.409836065574,,,,
93,60416,645,59,-1.5086879432201385,0.010620331391692162,0.055054357973858714,0.09881216000000001,0.49502938985824585,-0.0020338367321528494,232,0.0022474898,0.0002470304,0.066650390625,-20.359375,3659.53125,,,,
93,61440,655,60,-1.5460625290870667,0.012160392478108406,0.06545608886517584,0.09879168,0.7247920036315918,-0.002393090893747285,236,0.002514027,0.0002469792,0.119140625,-20.359375,3659.53125,,,,
93,62464,665,61,-1.5351966172456741,0.028458371758461,0.06505919340997934,0.0987712,0.37450355291366577,-0.0010119538055732846,240,0.0033259778,0.000246928,0.18310546875,-20.359375,3659.53125,,,,
94,63488,675,62,-1.5687882378697395,0.011645669117569923,0.06495469226501882,0.09875072000000001,0.427628755569458,0.0002588330826256424,244,0.0016667856,0.0002468768,0.0224609375,-20.369230769230768,3653.9384615384615,,,,
94,64512,685,63,-1.5858127921819687,0.005438698455691338,0.06082720425911248,0.09873024000000001,0.6038720607757568,-0.0014859791263006628,248,0.0025812876,0.00024682560000000004,0.05224609375,-20.37878787878788,3648.6363636363635,,,,
94,65536,695,64,-1.641761139035225,0.03433385491371155,0.08869863441213965,0.09870976000000001,0.5096694231033325,-0.004727988562081009,252,0.00286714,0.00024677440000000003,0.112060546875,-20.388059701492537,3649.865671641791,,,,
94,66560,705,65,-1.631875067949295,0.0037791356444358826,0.05660851881839335,0.09868928,0.7404546737670898,-0.0015061316371429712,256,0.0013517609,0.00024672320000000003,0.0263671875,-20.414285714285715,3664.2571428571428,,,,
94,67584,715,66,-1.658239059150219,0.012194132432341576,0.079175436636433,0.0986688,0.5825618505477905,-0.0020716034050565213,260,0.0034915302,0.000246672,0.08349609375,-20.414285714285715,3664.2571428571428,,,,
94,68608,724,67,-1.639238953590393,0.018262770026922226,0.06352049903944135,0.09864832000000001,0.36751890182495117,-0.00020739331375807524,264,0.001539339,0.0002466208,0.0947265625,-20.422535211267604,3669.211267605634,,,,
94,69632,735,68,-1.6248209401965141,0.019527601078152657,0.06275349948555231,0.09862784000000001,0.6631242036819458,-0.001506322470959276,268,0.0055420334,0.0002465696,0.21484375,-20.416666666666668,3680.125,,,,
94,70656,745,69,-1.584058403968811,0.006866187788546085,0.04555325605906546,0.09860736,0.7140054702758789,-0.0030615396972279996,272,0.0028265952,0.0002465184,0.087158203125,-20.410958904109588,3678.8630136986303,,,,
94,71680,755,70,-1.5441437885165215,0.008092168718576431,0.06819876772351563,0.09858688,0.6802074909210205,-0.0022010919055901468,276,0.0021433306,0.0002464672,0.142333984375,-20.413333333333334,3669.6,,,,
95,72704,765,71,-1.4944168999791145,0.026507427915930748,0.08652778808027506,0.0985664,0.7663511037826538,0.0012166692031314597,280,0.003992305,0.000246416,0.230224609375,-20.42105263157895,3662.5131578947367,,,,
95,73728,775,72,-1.5822683051228523,0.01773836277425289,0.07879743864759803,0.09854592000000001,0.664160430431366,-0.001869712257757783,284,0.0025060503,0.0002463648,0.134765625,-20.423076923076923,3661.6153846153848,,,,
95,74752,785,73,-1.5866540893912315,0.029688160866498947,0.09604709222912788,0.09852544,0.6363147497177124,-0.0006649114657193422,288,0.000613465,0.0002463136,0.0009765625,-20.423076923076923,3661.6153846153848,,,,
,75000,,,-1.5829025954008102,0.008230134844779968,0.05529620032757521,0.09850496,0.5535539984703064,-0.0005881086399313062,292,0.0021439553,0.0002462624,0.05029296875,,,3056.0,-21.0,3056.0,-0.1333334
91,75776,826,74,,,,,,,,,,,-20.430379746835442,3654.8987341772154,,,,
91,76800,836,75,-1.5636151358485222,0.005648616701364517,0.045080394484102726,0.09848448,0.7753198146820068,-0.0011345353268552572,296,0.0026136243,0.0002462112,0.09912109375,-20.40740740740741,3659.4938271604938,,,,
91,77824,846,76,-1.595005251467228,0.007806457579135895,0.06327572255395353,0.098464,0.7950246334075928,-0.0004665943852160126,300,0.001414221,0.00024616,0.01513671875,-20.40740740740741,3659.4938271604938,,,,
92,78848,856,77,-1.5682359710335732,-0.005893765017390251,0.03079622716177255,0.09844352,0.7296955585479736,-0.0023500661773141474,304,0.0015499645,0.0002461088,0.081298828125,-20.402439024390244,3658.8536585365855,,,,
92,79872,866,78,-1.5972642004489899,0.014799684286117554,0.062159270979464054,0.09842304,0.6118782162666321,-0.0020380897040013224,308,0.0012719238,0.0002460576,0.042724609375,-20.392857142857142,3661.5476190476193,,,,
92,80896,876,79,-1.621398814022541,0.003723490983247757,0.05765249510295689,0.09840256000000001,0.717097282409668,-0.004495576868066564,312,0.0031755846,0.00024600640000000003,0.2080078125,-20.4,3660.0941176470587,,,,
92,81920,886,80,-1.5735524520277977,0.014813804998993874,0.08722467068582773,0.09838208000000001,0.4981248378753662,-0.0011407294805394486,316,0.004059048,0.0002459552,0.144287109375,-20.4,3660.0941176470587,,,,
92,82944,896,81,-1.5521562919020653,0.014568766579031944,0.053785264724865556,0.09836160000000001,0.5205177068710327,-0.0003363832365721464,320,0.0028349536,0.000245904,0.058837890625,-20.39080459770115,3671.310344827586,,,,
92,83968,906,82,-1.5096921622753143,0.01999504119157791,0.07121606450527906,0.09834112,0.6894207000732422,-0.0013570116134360433,324,0.0021801128,0.0002458528,0.09814453125,-20.40449438202247,3662.9662921348313,,,,
92,84992,916,83,-1.4817394316196442,0.03240584209561348,0.10543054202571511,0.09832064000000001,0.5844087600708008,0.00026119709946215153,328,0.00044786872,0.0002458016,0.080078125,-20.40449438202247,3662.9662921348313,,,,
92,86016,926,84,-1.4614155888557434,0.0009269453585147858,0.0515827015042305,0.09830016000000001,0.5429317951202393,-0.000350367248756811,332,0.0011181552,0.0002457504,0.04443359375,-20.41111111111111,3661.4666666666667,,,,
93,87040,935,85,-1.4999922290444374,0.009109921753406525,0.05334192770533264,0.09827968000000001,0.7225254774093628,-0.0005839789228048176,336,0.0010962419,0.0002456992,0.03271484375,-20.417582417582416,3660.131868131868,,,,
93,88064,946,86,-1.465703323483467,0.010190058499574661,0.0690105427056551,0.0982592,0.6859472393989563,-0.00012207840336486697,340,0.00053372723,0.000245648,0.012939453125,-20.419354838709676,3663.6451612903224,,,,
93,89088,955,87,-1.5079964697360992,0.025716863572597504,0.06427369709126651,0.09823872,0.7101449966430664,-0.0018951644597109407,344,0.004188803,0.0002455968,0.114013671875,-20.419354838709676,3663.6451612903224,,,,
93,90112,966,88,-1.5122539848089218,0.015383781865239143,0.08433716651052237,0.09821824000000001,0.4548269510269165,-0.0005966663084109314,348,0.001056659,0.0002455456,0.032470703125,-20.414893617021278,3665.6382978723404,,,,
93,91136,976,89,-1.5395314618945122,0.0063810329884290695,0.05333913606591523,0.09819776000000001,0.6616436243057251,-0.0007481947541236877,352,0.0027348667,0.0002454944,0.053955078125,-20.410526315789475,3669.9578947368423,,,,
93,92160,986,90,-1.5066006779670715,0.01415286585688591,0.0663738427683711,0.09817728,0.6929464340209961,-0.001715309132123366,356,0.0025064982,0.0002454432,0.095947265625,-20.40625,3676.6875,,,,
93,93184,996,91,-1.5246731415390968,0.011420167982578278,0.06316563324071467,0.0981568,0.7909576892852783,-0.0013761731679551303,360,0.0012571238,0.000245392,0.0458984375,-20.4020618556701,3687.092783505155,,,,
93,94208,1006,92,-1.5423892363905907,0.005409694276750088,0.04303356329910457,0.09813632,0.7571963667869568,-0.0010175284696742892,364,0.0011922353,0.0002453408,0.05517578125,-20.397959183673468,3683.8673469387754,,,,
93,95232,1016,93,-1.5340893864631653,0.011767078191041946,0.06416971189901233,0.09811584000000001,0.8691951036453247,-0.0018486329354345798,368,0.0030896943,0.0002452896,0.072998046875,-20.39,3700.92,,,,
93,96256,1026,94,-1.5396057665348053,0.01512750331312418,0.06941291713155806,0.09809536,0.78113853931427,-0.000269854674115777,372,0.0027722046,0.0002452384,0.056640625,-20.39,3700.92,,,,
93,97280,1036,95,-1.5088392421603203,0.020342553034424782,0.08990637306123972,0.09807488,0.37151437997817993,-0.0034252337645739317,376,0.0046829125,0.0002451872,0.140380859375,-20.39,3700.92,,,,
93,98304,1046,96,-1.575828731060028,0.012464610859751701,0.07620974746532738,0.0980544,0.7129842042922974,0.00022246228763833642,380,0.0033911364,0.000245136,0.11328125,-20.4,3707.12,,,,
94,99328,1056,97,-1.5465516597032547,-0.0009642373770475388,0.06147491419687867,0.09803392,0.671276330947876,-0.0010461175115779042,384,0.001934069,0.0002450848,0.052978515625,-20.4,3707.09,,,,
,100000,,,-1.5878091678023338,0.016364580020308495,0.072866395348683,0.09801344000000001,0.638675332069397,-0.0014917259977664798,388,0.0017730466,0.0002450336,0.1171875,,,3375.0,-20.8,3375.0,-521.0933334
91,100352,1100,98,,,,,,,,,,,-20.39,3707.9,,,,
91,101376,1110,99,-1.580635853111744,0.019368331879377365,0.06953440327197313,0.09799296,0.5922011137008667,-0.0013824524939991534,392,0.001565992,0.0002449824,0.017822265625,-20.39,3707.9,,,,
91,102400,1120,100,-1.5491350963711739,0.026422906666994095,0.06785788130946457,0.09797248,0.6055985689163208,-0.0016797976568341255,396,0.0023470125,0.0002449312,0.07763671875,-20.38,3702.56,,,,
91,103424,1130,101,-1.579163797199726,0.017379045486450195,0.07430178392678499,0.097952,0.5865992307662964,-0.001599624491063878,400,0.0028044886,0.00024488,0.091796875,-20.39,3710.23,,,,
91,104448,1140,102,-1.5857082083821297,0.01093779131770134,0.07620637747459114,0.09793152000000001,0.6987310647964478,-0.0004477949405554682,404,0.001268939,0.0002448288,0.005615234375,-20.42,3715.12,,,,
91,105472,1150,103,-1.5784044861793518,0.003917146474123001,0.0510218134149909,0.09791104,0.7973819375038147,-0.002745240868534893,408,0.0029650407,0.0002447776,0.15234375,-20.43,3712.13,,,,
91,106496,1160,104,-1.6066873744130135,0.003679320216178894,0.07090903865173459,0.09789056000000002,0.624496579170227,-0.0011904034472536296,412,0.0013312938,0.00024472640000000004,0.02685546875,-20.43,3712.13,,,,
91,107520,1169,105,-1.5772628486156464,0.018887219950556755,0.07516112551093102,0.09787008000000001,0.5778895616531372,-0.0013740361318923533,416,0.003163925,0.00024467520000000004,0.193603515625,-20.44,3715.98,,,,
91,108544,1179,106,-1.6158475801348686,-0.0034647490829229355,0.04371340852230787,0.09784960000000001,0.7884020805358887,-0.002365276566706598,420,0.0022525182,0.00024462400000000003,0.058837890625,-20.44,3713.53,,,,
92,109568,1190,107,-1.595616653561592,0.013634663075208664,0.06738256290555,0.09782912,0.6973146796226501,-0.002383620412729215,424,0.0017706961,0.00024457280000000003,0.11767578125,-20.45,3703.16,,,,
92,110592,1200,108,-1.5722503289580345,-0.0003752186894416809,0.030172889935784042,0.09780864,0.8626880645751953,-0.0020207501074764878,428,0.002537358,0.00024452160000000003,0.042724609375,-20.45,3689.27,,,,
92,111616,1210,109,-1.5486436486244202,0.005841389298439026,0.04162068851292133,0.09778816000000001,0.8905951380729675,-0.0001241895806742832,432,0.002187992,0.0002444704,0.01708984375,-20.45,3683.67,,,,
92,112640,1220,110,-1.5336682796478271,-0.00812830775976181,0.03970083990134299,0.09776768000000001,0.8822547197341919,-0.002560579974669963,436,0.0011362965,0.0002444192,0.0146484375,-20.45,3683.67,,,,
92,113664,1230,111,-1.5752187296748161,-0.0027288589626550674,0.030523694935254753,0.0977472,0.7476739287376404,-0.0008033062913455069,440,0.0016426898,0.000244368,0.00830078125,-20.46,3672.16,,,,
92,114688,1240,112,-1.6067127585411072,-0.0016359137371182442,0.024991456884890795,0.09772672,0.89811772108078,0.00022487668320536613,444,0.00041082792,0.0002443168,0.009521484375,-20.5,3652.71,,,,
92,115712,1250,113,-1.6139001324772835,-0.005900075659155846,0.024818131234496832,0.09770624,0.8804040551185608,-0.002212334016803652,448,0.0038348823,0.0002442656,0.158447265625,-20.5,3645.57,,,,
92,116736,1261,114,-1.6331737712025642,-0.00283622182905674,0.022912709857337177,0.09768576000000001,0.9117453098297119,-0.001567924759001471,452,0.0034081007,0.0002442144,0.1201171875,-20.51,3623.53,,,,
92,117760,1270,115,-1.648168295621872,-0.0077850958332419395,0.022510840790346265,0.09766528000000001,0.929061233997345,-0.0016267635801341385,456,0.0016885245,0.0002441632,0.080078125,-20.51,3621.66,,,,
92,118784,1280,116,-1.6297336295247078,0.000441722571849823,0.04130371834617108,0.0976448,0.8327844738960266,-0.0016367327043553814,460,0.0023753801,0.000244112,0.052978515625,-20.51,3621.66,,,,
92,119808,1290,117,-1.6520907059311867,0.015925951302051544,0.05959677346982062,0.09762432,0.5392055511474609,-0.0025395533884875476,464,0.00502393,0.0002440608,0.15673828125,-20.51,3621.66,,,,
92,120832,1300,118,-1.6629590913653374,0.0049262382090091705,0.052728268317878246,0.09760384,0.7381188869476318,-0.0012945828784722835,468,0.0013459867,0.0002440096,0.0029296875,-20.54,3599.81,,,,
92,121856,1310,119,-1.6700920835137367,0.015890534967184067,0.06682860595174134,0.09758336000000001,0.7241979837417603,-0.00028753397054970264,472,0.00073647045,0.00024395839999999998,0.013671875,-20.54,3599.81,,,,
93,122880,1320,120,-1.6709668636322021,0.005943596363067627,0.06547056743875146,0.09756288,0.5681813955307007,-0.0012206538231112063,476,0.0010659122,0.0002439072,0.012451171875,-20.54,3601.09,,,,
93,123904,1330,121,-1.6862571462988853,0.0010855849832296371,0.05749357305467129,0.0975424,0.7465806007385254,-0.0008957432874012738,480,0.0007184445,0.000243856,0.01025390625,-20.57,3588.12,,,,
93,124928,1340,122,-1.6906303763389587,0.034165460616350174,0.10647147661074996,0.09752192,0.6910854578018188,-0.0015450339997187257,484,0.0012407522,0.0002438048,0.005126953125,-20.58,3584.18,,,,
,125000,,,-1.696939192712307,0.004972441121935844,0.04717404837720096,0.09750144,0.7891574501991272,-0.0009062217432074249,488,0.0013886588,0.0002437536,0.008544921875,,,3056.0,-21.0,3056.0,-70.53333340000002
91,125952,1382,123,,,,,,,,,,,-20.57,3601.53,,,,
91,126976,1392,124,-1.7050257325172424,0.023108910769224167,0.09162375656887889,0.09748096,0.7338898777961731,-0.0007753246172796935,492,0.0019663358,0.0002437024,0.01611328125,-20.53,3618.86,,,,
91,128000,1402,125,-1.682874321937561,-0.007482730783522129,0.03566398564726114,0.09746048000000002,0.8810704350471497,-0.0007002953789196908,496,0.0015895641,0.00024365120000000002,0.031982421875,-20.53,3618.86,,,,
91,129024,1411,126,-1.6749227046966553,0.007260264828801155,0.051948348293080926,0.09744000000000001,0.8250986933708191,-0.0013288381160236895,500,0.0027475888,0.0002436,0.048095703125,-20.5,3629.57,,,,
91,130048,1421,127,-1.67132418602705,0.013898804783821106,0.10386131750419736,0.09741952000000001,0.6523279547691345,-0.0003677542699733749,504,0.0009786799,0.0002435488,0.015869140625,-20.5,3629.57,,,,
91,131072,1431,128,-1.6627545803785324,0.027972448617219925,0.11012678500264883,0.09739904,0.6260226368904114,-0.000616051722317934,508,0.0019296987,0.0002434976,0.03759765625,-20.5,3635.73,,,,
91,132096,1441,129,-1.6560414731502533,0.01685144379734993,0.07077854871749878,0.09737856,0.5997573137283325,-0.0025381272716913372,512,0.0021825857,0.0002434464,0.077392578125,-20.5,3635.73,,,,
91,133120,1451,130,-1.6607301533222198,-0.0015131998807191849,0.04934652359224856,0.09735808000000001,0.46085864305496216,-0.002422168996417895,516,0.0030278524,0.00024339520000000002,0.099853515625,-20.5,3633.74,,,,
