time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_score_ep_length
16384,16,97,167,0.000249232,0.0425274521112442,0.0048828125,0.09969280000000001,-1.7575062960386276,0.1277467217296362,0.0007299601,0.15440720319747925,60,0.0004961984232068062,3770.6428571428573,-20.071428571428573,,,,
17408,17,97,178,0.0002491808,0.022258473560214043,0.07666015625,0.09967232000000001,-1.7485979497432709,0.09110383037477732,0.003145684,0.12475204467773438,64,-0.0019902362546417862,3767.0625,-20.125,,,,
18432,18,97,189,0.0002491296,0.028675580397248268,0.014892578125,0.09965184,-1.7604904025793076,0.09972319612279534,0.002910259,0.2217956781387329,68,-0.0024232722935266793,3767.0625,-20.125,,,,
19456,19,96,201,0.0002490784,0.016323361545801163,0.09765625,0.09963136,-1.7563271522521973,0.086436134763062,0.0032971285,0.23218196630477905,72,-0.002640310034621507,3767.0625,-20.125,,,,
20480,20,96,212,0.0002490272,-0.00027713552117347717,0.00537109375,0.09961088000000001,-1.7531920671463013,0.05661891005001962,0.001980419,0.47519510984420776,76,-0.0018669998971745372,3754.3529411764707,-20.11764705882353,,,,
21504,21,96,222,0.000248976,0.0059705693274736404,0.031005859375,0.09959040000000001,-1.7525549679994583,0.05009119608439505,0.0011094284,0.5481976866722107,80,-0.0006082397740101442,3734.222222222222,-20.166666666666668,,,,
22528,22,96,233,0.00024892480000000003,0.010105790570378304,0.048828125,0.09956992,-1.757749319076538,0.06783019471913576,0.0024280627,0.4935535192489624,84,-0.0030500615102937445,3718.5238095238096,-20.238095238095237,,,,
23552,23,96,244,0.00024887360000000003,0.010330691933631897,0.01171875,0.09954944,-1.748182363808155,0.07481236057356,0.0014241418,0.456556499004364,88,-0.0013770654622931033,3716.0,-20.208333333333332,,,,
24576,24,95,257,0.0002488224,0.023250391706824303,0.0,0.09952896,-1.745146743953228,0.083590695168823,0.001131688,0.41562163829803467,92,0.00011324026854708791,3716.0,-20.208333333333332,,,,
25000,,,,0.0002487712,0.01010173186659813,0.078125,0.09950848000000001,-1.7340838983654976,0.06966627109795809,0.00279748,0.36380714178085327,96,-0.0020494586206041276,,,0.0,3056.0,-21.0,3056.0
25600,25,83,305,,,,,,,,,,,3716.0,-20.208333333333332,,,,
26624,26,84,316,0.00024872,0.02001103200018406,0.092529296875,0.09948800000000001,-1.7314557060599327,0.0773345110937953,0.0024372428,0.3575117588043213,100,-0.0018761484825517982,3699.52,-20.24,,,,
27648,27,84,327,0.0002486688,0.020943064242601395,0.010009765625,0.09946752,-1.7415129244327545,0.08547438541427255,0.0020302604,0.4835873246192932,104,-0.0007288443739525974,3699.52,-20.24,,,,
28672,28,84,339,0.0002486176,0.01127607375383377,0.128662109375,0.09944704,-1.7444580122828484,0.06198977096937597,0.0040819296,0.5494749546051025,108,-0.0030133541440591216,3677.653846153846,-20.26923076923077,,,,
29696,29,84,350,0.0002485664,0.0064170025289058685,0.00927734375,0.09942656,-1.7251740917563438,0.07953986711800098,0.0012981691,0.5190408229827881,112,-0.0006730454915668815,3678.6428571428573,-20.285714285714285,,,,
30720,30,84,361,0.0002485152,0.02942994236946106,0.0,0.09940608000000001,-1.7454738467931747,0.08614239213056862,0.0005721612,0.5255137085914612,116,-0.0006324736750684679,3665.5862068965516,-20.310344827586206,,,,
31744,31,85,373,0.000248464,0.04576406255364418,0.056884765625,0.0993856,-1.7605406939983368,0.1388252885080874,0.0020054244,0.28434884548187256,120,-0.0013851093826815486,3712.0,-20.322580645161292,,,,
32768,32,85,383,0.0002484128,0.005372148007154465,0.0,0.09936512,-1.7617866396903992,0.058747259667143226,0.0006375132,0.6203864216804504,124,-0.0008529444166924804,3732.125,-20.25,,,,
33792,33,85,394,0.0002483616,0.007431555539369583,0.0,0.09934464,-1.764745220541954,0.06650945427827537,0.0007187156,0.5953100919723511,128,-0.0008029941527638584,3732.125,-20.25,,,,
34816,34,86,404,0.0002483104,-0.01207742840051651,0.025146484375,0.09932416,-1.7493000850081444,0.04035894735716283,0.0014905226,0.5823241472244263,132,-0.0020268555963411927,3732.125,-20.25,,,,
35840,35,86,415,0.00024825920000000004,0.0086993258446455,0.092041015625,0.09930368,-1.7406099736690521,0.04486506339162588,0.0023853702,0.54119473695755,136,-0.0011075993825215846,3733.9142857142856,-20.2,,,,
36864,36,86,426,0.00024820800000000003,0.007566558197140694,0.0029296875,0.09928320000000002,-1.7344236001372337,0.08289938140660524,0.0021561936,0.5988333225250244,140,-0.0011091054475400597,3725.4054054054054,-20.216216216216218,,,,
37888,37,86,436,0.00024815680000000003,0.01041821762919426,0.05615234375,0.09926272000000001,-1.7006534412503242,0.07112187193706632,0.0016372161,0.6398419737815857,144,-0.0011884025152539834,3715.9736842105262,-20.210526315789473,,,,
38912,38,87,447,0.0002481056,0.020354490727186203,0.010498046875,0.09924224000000001,-1.7256730496883392,0.08324638893827796,0.0007922601,0.4885461926460266,148,-0.0004329365910962224,3711.358974358974,-20.23076923076923,,,,
39936,39,87,457,0.0002480544,0.011826347559690475,0.02880859375,0.09922176,-1.6872011050581932,0.07535452884621918,0.00216294,0.5226746797561646,152,-0.0008800144569249824,3706.775,-20.25,,,,
40960,40,87,468,0.0002480032,0.009724818170070648,0.0,0.09920128,-1.6814642623066902,0.06724840309470892,0.0008447561,0.6375969648361206,156,4.317719140090048e-05,3706.775,-20.25,,,,
41984,41,87,478,0.000247952,-0.008812770247459412,0.119384765625,0.09918080000000001,-1.6730636283755302,0.029346081195399165,0.0042880466,0.6965965628623962,160,-0.002900635066907853,3706.775,-20.25,,,,
43008,42,88,488,0.0002479008,-0.002009366638958454,0.10888671875,0.09916032000000001,-1.6919110044836998,0.02030500175897032,0.0034866647,0.8673126697540283,164,-0.0019802391179837286,3676.6363636363635,-20.295454545454547,,,,
44032,43,88,498,0.0002478496,-0.0013029761612415314,0.092529296875,0.09913984,-1.6766969338059425,0.04968875809572637,0.0023278506,0.7784695029258728,168,-0.001609175611520186,3676.266666666667,-20.31111111111111,,,,
45056,44,88,508,0.0002477984,0.007893212139606476,0.064697265625,0.09911936,-1.6526245474815369,0.06717094429768622,0.0021350253,0.659476637840271,172,-0.0014600420545320958,3653.851063829787,-20.340425531914892,,,,
46080,45,88,518,0.0002477472,0.019902659580111504,0.102294921875,0.09909888,-1.619629442691803,0.08171168807893991,0.0021573305,0.575016438961029,176,-0.0030280984356068075,3646.3958333333335,-20.354166666666668,,,,
47104,46,88,530,0.000247696,0.010496053844690323,0.021728515625,0.09907840000000001,-1.6284398809075356,0.06470395880751312,0.001977084,0.6283094882965088,180,-0.00041371776023879647,3646.3958333333335,-20.354166666666668,,,,
48128,47,89,540,0.0002476448,0.002467462792992592,0.010009765625,0.09905792000000001,-1.6265650764107704,0.04463010001927614,0.00069517235,0.6441221237182617,184,-0.0005673840933013707,3646.3958333333335,-20.354166666666668,,,,
49152,48,89,551,0.0002475936,0.019670715555548668,0.0,0.09903744,-1.620834819972515,0.06089102476835251,0.000994009,0.5894817113876343,188,-0.0003687446587719023,3639.2448979591836,-20.367346938775512,,,,
50000,,,,0.0002475424,0.010468868538737297,0.00048828125,0.09901696,-1.6244086623191833,0.05532016768120229,0.00042815675,0.7626436948776245,192,-5.657982546836138e-05,,,-0.49000000000000005,3056.0,-21.0,3056.0
50176,49,84,593,,,,,,,,,,,3625.2884615384614,-20.384615384615383,,,,
51200,50,84,604,0.0002474912,0.0019109584391117096,0.17724609375,0.09899648,-1.66867084056139,0.053679178934544325,0.002193073,0.7742573618888855,196,-0.004182596254395321,3619.1509433962265,-20.39622641509434,,,,
52224,51,85,613,0.00024744,0.03875437378883362,0.05224609375,0.09897600000000001,-1.6701069101691246,0.08745631761848927,0.002176291,0.6427119970321655,200,-0.0014005184057168663,3623.490909090909,-20.381818181818183,,,,
53248,52,85,624,0.00024738879999999997,0.015124201774597168,0.005859375,0.09895552,-1.6683103442192078,0.07073562615551054,0.0015188766,0.7276953458786011,204,-0.0007865640800446272,3617.6428571428573,-20.392857142857142,,,,
54272,53,85,634,0.0002473376,0.021764157339930534,0.01513671875,0.09893504,-1.6930971443653107,0.0809632062446326,0.0016203439,0.37925058603286743,208,-0.00017050695896614343,3617.6428571428573,-20.392857142857142,,,,
55296,54,85,646,0.0002472864,-0.006273707374930382,0.075439453125,0.09891456,-1.6952101439237595,0.03944461955688894,0.0030306038,0.6071397662162781,212,-0.0013287788024172187,3617.6428571428573,-20.392857142857142,,,,
56320,55,85,656,0.0002472352,0.012571414932608604,0.0224609375,0.09889408,-1.6873538717627525,0.0711017046123743,0.0015349688,0.5887368321418762,216,-0.0003501100873108953,3598.491525423729,-20.423728813559322,,,,
57344,56,85,667,0.000247184,0.006898969411849976,0.021240234375,0.0988736,-1.687277428805828,0.048812777269631624,0.00082167255,0.8005757927894592,220,-0.0007745537150185555,3606.983333333333,-20.4,,,,
58368,57,86,677,0.0002471328,0.013830866664648056,0.134521484375,0.09885312000000002,-1.6392344385385513,0.06444101547822356,0.0010352733,0.6943986415863037,224,-0.0016632449842290953,3601.7903225806454,-20.403225806451612,,,,
59392,58,86,687,0.0002470816,0.02616635151207447,0.045166015625,0.09883264000000001,-1.6391518712043762,0.09681184636428952,0.0012407934,0.6710114479064941,228,-0.001998005376663059,3598.84375,-20.40625,,,,
60416,59,86,698,0.0002470304,0.0037331413477659225,0.0556640625,0.09881216000000001,-1.6580056250095367,0.0493394541554153,0.0022663986,0.764762282371521,232,-0.000525334500707686,3598.84375,-20.40625,,,,
61440,60,86,709,0.0002469792,0.0022068340331315994,0.0087890625,0.09879168,-1.6466749161481857,0.057018105406314135,0.0013331153,0.591649055480957,236,-0.0006025690527167171,3598.84375,-20.40625,,,,
62464,61,86,719,0.000246928,0.002345031127333641,0.030029296875,0.0987712,-1.6894095316529274,0.048864833544939756,0.00067167176,0.6531180143356323,240,-0.0011052775371354073,3598.84375,-20.40625,,,,
63488,62,86,730,0.0002468768,0.0012200670316815376,0.05712890625,0.09875072000000001,-1.6940829381346703,0.03573211492039263,0.0025607466,0.7230627536773682,244,-0.0019756348920054734,3593.492537313433,-20.402985074626866,,,,
64512,63,86,741,0.00024682560000000004,0.006320619955658913,0.01416015625,0.09873024000000001,-1.6986845061182976,0.04318533488549292,0.001293298,0.8177553415298462,248,-0.0012575392320286483,3592.623188405797,-20.405797101449274,,,,
65536,64,87,752,0.00024677440000000003,0.004667781293392181,0.107666015625,0.09870976000000001,-1.6697134003043175,0.06097344774752855,0.0028757283,0.6826735734939575,252,-0.004042169064632617,3590.042857142857,-20.414285714285715,,,,
66560,65,87,762,0.00024672320000000003,0.014892816543579102,0.0595703125,0.09868928,-1.69607874751091,0.07455108943395317,0.0017380029,0.6357470750808716,256,-0.0011716200096998364,3586.7638888888887,-20.430555555555557,,,,
67584,66,87,773,0.000246672,0.016405805945396423,0.1513671875,0.0986688,-1.6629479080438614,0.08491134317591786,0.0057208217,0.5490028858184814,260,-0.002505303651560098,3586.7638888888887,-20.430555555555557,,,,
68608,67,87,783,0.0002466208,0.005028681829571724,0.0859375,0.09864832000000001,-1.6771183907985687,0.05554539733566344,0.0021733877,0.5112809538841248,264,-0.0016698609397280961,3586.7638888888887,-20.430555555555557,,,,
69632,68,87,793,0.0002465696,-2.22623348236084e-05,0.02783203125,0.09862784000000001,-1.6722315773367882,0.0375734381377697,0.0019565234,0.7218674421310425,268,-0.0008990716887637973,3581.027397260274,-20.438356164383563,,,,
70656,69,87,804,0.0002465184,0.0021005943417549133,0.01953125,0.09860736,-1.6833315938711166,0.04315190319903195,0.0014485905,0.7839882373809814,272,-0.0003237600321881473,3573.6666666666665,-20.44,,,,
71680,70,87,815,0.0002464672,0.013786139898002148,0.067626953125,0.09858688,-1.6728812381625175,0.06193518149666488,0.003205127,0.7844340801239014,276,-0.001648828329052776,3580.051282051282,-20.435897435897434,,,,
72704,71,88,826,0.000246416,0.019859127700328827,0.084716796875,0.0985664,-1.6928318440914154,0.08233039011247456,0.002289497,0.7137013673782349,280,-0.0013005368818994612,3580.051282051282,-20.435897435897434,,,,
73728,72,88,837,0.0002463648,0.012803841382265091,0.0927734375,0.09854592000000001,-1.6655612736940384,0.06887127552181482,0.003277033,0.5672147274017334,284,-0.001464878863771446,3584.9493670886077,-20.430379746835442,,,,
74752,73,88,848,0.0002463136,-1.5817582607269287e-05,0.041015625,0.09852544,-1.6878740638494492,0.04823522362858057,0.0021643867,0.7898964881896973,288,-0.0015078715659910813,3590.3125,-20.4375,,,,
75000,,,,0.0002462624,0.015366634353995323,0.00048828125,0.09850496,-1.6924745067954063,0.05836529587395489,0.0007336858,0.7573061585426331,292,0.00022069847909733653,,,-0.45,3056.0,-21.0,3056.0
75776,74,85,890,,,,,,,,,,,3588.9753086419755,-20.432098765432098,,,,
76800,75,85,901,0.0002462112,0.004388963803648949,0.00927734375,0.09848448,-1.6987559869885445,0.05331392982043326,0.0010442801,0.7411564588546753,296,-0.0009189637203235179,3588.9753086419755,-20.432098765432098,,,,
77824,76,85,911,0.00024616,0.004577459767460823,0.018798828125,0.098464,-1.7102533131837845,0.029831506544724107,0.0018489122,0.8216013312339783,300,-0.001005264901323244,3588.4698795180725,-20.433734939759034,,,,
78848,77,85,922,0.0002461088,-0.0049259234219789505,0.091796875,0.09844352,-1.707525558769703,0.04848562506958842,0.0032664645,0.8125650882720947,304,-0.0035042715026065707,3587.2906976744184,-20.41860465116279,,,,
79872,78,85,934,0.0002460576,0.01624925807118416,0.020263671875,0.09842304,-1.7216242104768753,0.06806415063329041,0.0019709594,0.6652920246124268,308,-0.0017283002962358296,3587.2906976744184,-20.41860465116279,,,,
80896,79,85,945,0.00024600640000000003,0.01238766685128212,0.0478515625,0.09840256000000001,-1.698835901916027,0.09324097028002143,0.0023847818,0.35367852449417114,312,-0.0022404281044146046,3588.080459770115,-20.42528735632184,,,,
81920,80,85,956,0.0002459552,-0.0076323021203279495,0.13916015625,0.09838208000000001,-1.6974912956357002,0.036731618689373136,0.0034254508,0.8238910436630249,316,-0.002532971207983792,3588.080459770115,-20.42528735632184,,,,
82944,81,85,967,0.000245904,0.02737133949995041,0.133056640625,0.09836160000000001,-1.7205410078167915,0.09226875891909003,0.0041089556,0.7761050462722778,320,-0.004870913602644578,3589.483146067416,-20.415730337078653,,,,
83968,82,85,977,0.0002458528,0.003933362662792206,0.001708984375,0.09834112,-1.7246011048555374,0.049558226368390024,0.0010396854,0.8713041543960571,324,-0.0015840527194086462,3584.3888888888887,-20.42222222222222,,,,
84992,83,85,988,0.0002458016,0.027077805250883102,0.0,0.09832064000000001,-1.7375383526086807,0.0737167673651129,0.00021449797,0.7123230695724487,328,-4.652654752135277e-06,3579.813186813187,-20.428571428571427,,,,
86016,84,86,999,0.0002457504,0.01278073713183403,0.014404296875,0.09830016000000001,-1.738573893904686,0.0633381090592593,0.0011997819,0.734611988067627,332,-0.0011825441324617714,3587.074468085106,-20.404255319148938,,,,
87040,85,86,1009,0.0002456992,-0.005461027845740318,0.053955078125,0.09827968000000001,-1.739369124174118,0.03818861418403685,0.0023105333,0.8764505386352539,336,-0.002577407634817064,3587.074468085106,-20.404255319148938,,,,
88064,86,86,1020,0.000245648,0.004988057538866997,0.0,0.0982592,-1.7326900884509087,0.044480469077825546,0.00025730184,0.5959848165512085,340,-2.6914887712337077e-05,3584.7894736842104,-20.4,,,,
89088,87,86,1030,0.0002455968,0.0029969140887260437,0.00048828125,0.09823872,-1.7344940975308418,0.06398651073686779,0.0007904064,0.6624922752380371,344,-0.0015295032499125227,3584.7894736842104,-20.4,,,,
90112,88,86,1041,0.0002455456,0.009331002831459045,0.0,0.09821824000000001,-1.744140475988388,0.05788550712168217,0.00077815144,0.6442328691482544,348,-0.0004179764655418694,3580.814432989691,-20.412371134020617,,,,
91136,89,86,1052,0.0002454944,-0.002220211550593376,0.00732421875,0.09819776000000001,-1.7524067983031273,0.0700290862005204,0.0016594145,0.6816916465759277,352,-0.002369965281104669,3586.673469387755,-20.408163265306122,,,,
92160,90,86,1063,0.0002454432,0.0110231414437294,0.015380859375,0.09817728,-1.760459192097187,0.06330588576383889,0.0013817304,0.5791544318199158,356,-0.0008454425405943766,3587.2929292929293,-20.414141414141415,,,,
93184,91,86,1074,0.000245392,0.00931345671415329,0.0,0.0981568,-1.7645348533988,0.06106812180951238,0.00039500208,0.7079534530639648,360,-0.0003826200554613024,3591.42,-20.42,,,,
94208,92,86,1084,0.0002453408,0.029674164950847626,0.00048828125,0.09813632,-1.7651534900069237,0.09603396477177739,0.0002387886,0.6315114498138428,364,-0.00025885070499498397,3591.23,-20.42,,,,
95232,93,86,1094,0.0002452896,0.01037861779332161,0.033935546875,0.09811584000000001,-1.7681250423192978,0.07659680885262787,0.0011312038,0.5824902653694153,368,-0.001830986249842681,3591.23,-20.42,,,,
96256,94,87,1105,0.0002452384,-0.0070904456079006195,0.001953125,0.09809536,-1.7700143456459045,0.04352733609266579,0.0008626253,0.8854265809059143,372,-0.0015689125284552574,3603.33,-20.42,,,,
97280,95,87,1115,0.0002451872,0.0029963403940200806,0.026123046875,0.09807488,-1.772669181227684,0.05614117509685457,0.0022163345,0.5291894674301147,376,-0.0016891428676899523,3608.28,-20.42,,,,
98304,96,87,1125,0.000245136,0.03501623868942261,0.0,0.0980544,-1.7783577665686607,0.09712485084310174,0.000659204,0.6884856224060059,380,-0.0001774936681613326,3608.28,-20.42,,,,
99328,97,87,1136,0.0002450848,0.0011988356709480286,0.0009765625,0.09803392,-1.7806589901447296,0.053837691666558385,0.0006324046,0.7009694576263428,384,-0.0007887546380516142,3597.36,-20.46,,,,
100000,,,,0.0002450336,0.003347715362906456,0.000732421875,0.09801344000000001,-1.7760356962680817,0.06446917960420251,0.0009960076,0.6758764386177063,388,-0.0016910314734559506,,,-0.45,3056.0,-21.0,3056.0
100352,98,85,1180,,,,,,,,,,,3582.93,-20.47,,,,
101376,99,85,1190,0.0002449824,0.033469606190919876,0.0,0.09799296,-1.772527739405632,0.10521417111158371,0.0003831369,0.4920480251312256,392,0.00041887882980518043,3582.93,-20.47,,,,
102400,100,85,1200,0.0002449312,0.0026074331253767014,0.0,0.09797248,-1.7712676152586937,0.045752181904390454,0.0005290002,0.8535836935043335,396,-0.0006793477368773893,3601.1,-20.44,,,,
103424,101,85,1211,0.00024488,0.011031921952962875,0.0,0.097952,-1.7744606882333755,0.06864620698615909,0.00022332574,0.7478371858596802,400,4.5566761400550604e-05,3601.1,-20.44,,,,
104448,102,85,1221,0.0002448288,0.01672915741801262,0.017333984375,0.09793152000000001,-1.7733470648527145,0.08350267168134451,0.0015734539,0.4362298846244812,404,-0.0024486915208399296,3607.19,-20.42,,,,
105472,103,85,1231,0.0002447776,0.0011983532458543777,0.082275390625,0.09791104,-1.7638585269451141,0.07482684403657913,0.0038057435,0.651022732257843,408,-0.0033959475404117256,3606.01,-20.41,,,,
106496,104,85,1241,0.00024472640000000004,0.013546502217650414,0.0,0.09789056000000002,-1.753080926835537,0.07614703848958015,0.0005316515,0.7012801170349121,412,0.0005365102697396651,3605.85,-20.41,,,,
107520,105,85,1252,0.00024467520000000004,0.0008983146399259567,0.095458984375,0.09787008000000001,-1.7342252731323242,0.05228111706674099,0.001962864,0.7730244398117065,416,-0.003041676463908516,3605.64,-20.41,,,,
108544,106,85,1262,0.00024462400000000003,0.03504776209592819,0.01123046875,0.09784960000000001,-1.7308414727449417,0.10548048047348857,0.0016024865,0.31641215085983276,420,-0.001266840597963892,3603.09,-20.42,,,,
109568,107,86,1272,0.00024457280000000003,-0.003181561827659607,0.1416015625,0.09782912,-1.7061943784356117,0.0579666190315038,0.0017773161,0.6966140866279602,424,-0.002240997040644288,3607.01,-20.42,,,,
110592,108,86,1283,0.00024452160000000003,0.003774525597691536,0.0703125,0.09780864,-1.6885462179780006,0.054529584711417556,0.0027587858,0.6748616695404053,428,-0.001927830744534731,3607.01,-20.42,,,,
111616,109,86,1294,0.0002444704,-0.009468473494052887,0.21630859375,0.09778816000000001,-1.6936747059226036,0.030614317976869643,0.0049288953,0.7392988204956055,432,-0.0027583612536545843,3605.32,-20.41,,,,
112640,110,86,1304,0.0002444192,0.0013131387531757355,0.089599609375,0.09776768000000001,-1.6836162060499191,0.05595469754189253,0.0026789587,0.7613546252250671,436,-0.000194642816495616,3605.32,-20.41,,,,
113664,111,86,1314,0.000244368,-0.0077161770313978195,0.05126953125,0.0977472,-1.6907248422503471,0.03468279633671045,0.0022415328,0.8137690424919128,440,-0.0007507909613195807,3599.53,-20.43,,,,
114688,112,86,1325,0.0002443168,-5.5480748414993286e-05,0.05224609375,0.09772672,-1.691052421927452,0.048489267472177744,0.0024139683,0.790564239025116,444,-0.001460130195482634,3600.92,-20.42,,,,
115712,113,86,1335,0.0002442656,0.004048386588692665,0.004150390625,0.09770624,-1.7075017243623734,0.06824459927156568,0.0017090993,0.5793570280075073,448,-0.0006379816913977265,3603.84,-20.41,,,,
116736,114,86,1345,0.0002442144,0.013572145253419876,0.033447265625,0.09768576000000001,-1.7157355174422264,0.06831691274419427,0.0019973512,0.6204618215560913,452,-0.0018024735327344388,3603.84,-20.41,,,,
117760,115,86,1355,0.0002441632,0.021154746413230896,0.024658203125,0.09766528000000001,-1.728279896080494,0.09149969252757728,0.0016979238,0.3295862674713135,456,-0.0011935412767343223,3610.53,-20.41,,,,
118784,116,86,1366,0.000244112,0.008640773594379425,0.04736328125,0.0976448,-1.7197497338056564,0.05728288786485791,0.002957991,0.6634283661842346,460,-0.00130674330284819,3605.58,-20.42,,,,
119808,117,87,1376,0.0002440608,0.012144569307565689,0.02099609375,0.09762432,-1.7164151072502136,0.060513860546052456,0.0020847453,0.5957993865013123,464,-0.0010963492677547038,3605.58,-20.42,,,,
120832,118,87,1387,0.0002440096,0.01732487604022026,0.035888671875,0.09760384,-1.734808698296547,0.06712586409412324,0.0021157833,0.4870120882987976,468,-0.001053536107065156,3610.38,-20.42,,,,
121856,119,87,1397,0.00024395839999999998,0.011281119659543037,0.03564453125,0.09758336000000001,-1.734751619398594,0.07183888065628707,0.0020802123,0.7820261120796204,472,-0.00023978811805136502,3610.38,-20.42,,,,
122880,120,87,1407,0.0002439072,0.006292989477515221,0.041259765625,0.09756288,-1.7054331228137016,0.04928694665431976,0.001786523,0.7874038219451904,476,-0.0010476568131707609,3616.96,-20.43,,,,
123904,121,87,1418,0.000243856,0.009800419211387634,0.071533203125,0.0975424,-1.718678392469883,0.04396536364220083,0.0016700553,0.8994786143302917,480,-0.0010717671975726262,3609.4,-20.45,,,,
124928,122,87,1428,0.0002438048,0.012266555801033974,0.001953125,0.09752192,-1.7209161072969437,0.08446816960349679,0.0006224539,0.5682633519172668,484,-0.0008786899561528116,3609.41,-20.46,,,,
125000,,,,0.0002437536,0.013364911079406738,0.0673828125,0.09750144,-1.7169202864170074,0.06861212849617004,0.001864718,0.597556471824646,488,-0.000557492981897667,,,-0.45,3056.0,-21.0,3056.0
125952,123,85,1472,,,,,,,,,,,3609.41,-20.46,,,,
126976,124,85,1482,0.0002437024,0.0007715709507465363,0.021728515625,0.09748096,-1.721853107213974,0.055678622564300895,0.0016060267,0.6803565621376038,492,-0.0012743646220769733,3609.42,-20.45,,,,
128000,125,85,1492,0.00024365120000000002,0.005428429692983627,0.076904296875,0.09746048000000002,-1.7204177230596542,0.051988705759868026,0.0034596135,0.6069475412368774,496,-0.0014199251745594665,3609.42,-20.45,,,,
129024,126,85,1503,0.0002436,-0.0012820493429899216,0.072998046875,0.09744000000000001,-1.7201535403728485,0.04431485757231712,0.0026512987,0.7296749949455261,500,-0.0022613421169808134,3612.38,-20.46,,,,
130048,127,85,1513,0.0002435488,0.00721290148794651,0.068603515625,0.09741952000000001,-1.715586431324482,0.0788331856019795,0.0023070278,0.6762321591377258,504,-0.0017582180735189468,3610.06,-20.46,,,,
131072,128,85,1524,0.0002434976,0.0014867465943098068,0.000732421875,0.09739904,-1.6927646026015282,0.043798979138955474,0.0006932357,0.7668913006782532,508,0.00017059936362784356,3612.78,-20.46,,,,
132096,129,86,1534,0.0002434464,-0.0011013858020305634,0.0380859375,0.09737856,-1.7093489542603493,0.04395609872881323,0.002498028,0.8062703609466553,512,-0.0030866337547195144,3628.81,-20.43,,,,
133120,130,86,1544,0.00024339520000000002,0.008737398311495781,0.091552734375,0.09735808000000001,-1.7210939303040504,0.07208847650326788,0.002361169,0.7257053852081299,516,-0.0027436996606411412,3635.45,-20.43,,,,
134144,131,86,1554,0.00024334400000000002,-0.007112927734851837,0.02001953125,0.09733760000000001,-1.7220798507332802,0.04171226522885263,0.0021119323,0.7556275725364685,520,-0.0016245543665718287,3635.45,-20.43,,,,
135168,132,86,1564,0.00024329280000000002,-0.0005679745227098465,0.203125,0.09731712000000001,-1.7325190007686615,0.04370381264016032,0.0037901946,0.610463559627533,524,-0.004108921275474131,3630.57,-20.43,,,,
136192,133,86,1574,0.0002432416,0.009969966486096382,0.001953125,0.09729664,-1.7351860702037811,0.06669830321334302,0.00069212,0.6285886168479919,528,-0.00040051835821941495,3633.72,-20.43,,,,
137216,134,86,1585,0.0002431904,0.01038963720202446,0.0,0.09727616,-1.7418757304549217,0.06722709513269365,0.0003727682,0.5247410535812378,532,-0.0004971796734025702,3641.49,-20.42,,,,
138240,135,86,1595,0.0002431392,0.011081583797931671,0.0,0.09725568000000001,-1.7446292489767075,0.06422025407664478,0.0005400634,0.6668705344200134,536,-0.0006340393738355488,3641.49,-20.42,,,,
139264,136,86,1606,0.000243088,-0.011639009229838848,0.05615234375,0.09723520000000001,-1.7387151420116425,0.0382875312352553,0.0027141746,0.7843017578125,540,-0.0024964218318928033,3650.05,-20.41,,,,
140288,137,86,1616,0.0002430368,0.00029600784182548523,0.02392578125,0.09721472,-1.7433944419026375,0.03603494493290782,0.0013551742,0.8940973281860352,544,-0.0009013418602989987,3654.01,-20.41,,,,
141312,138,86,1627,0.0002429856,0.017730139195919037,0.067626953125,0.09719424,-1.7453035041689873,0.07903669960796833,0.002516739,0.4501240849494934,548,-0.0016771323280408978,3654.05,-20.41,,,,
142336,139,86,1637,0.0002429344,-0.006739335134625435,0.025634765625,0.09717376,-1.7500750496983528,0.03999598044902086,0.001748662,0.7589179277420044,552,-0.0016866939986357465,3654.05,-20.41,,,,
143360,140,87,1646,0.00024288319999999999,0.030374035239219666,0.0,0.09715328000000001,-1.7545559853315353,0.10959810297936201,0.0007066627,0.39875197410583496,556,0.00020200054859742522,3650.87,-20.43,,,,
144384,141,87,1657,0.000242832,0.013847902417182922,0.057373046875,0.0971328,-1.738292172551155,0.05779024981893599,0.002562425,0.6512873768806458,560,-0.001411751787600224,3651.55,-20.43,,,,
145408,142,87,1666,0.0002427808,0.023901360109448433,0.107421875,0.09711232,-1.74811402708292,0.0740587911568582,0.0033221983,0.5280705690383911,564,-0.002594423101982102,3651.55,-20.43,,,,
146432,143,87,1676,0.0002427296,-0.0021004267036914825,0.008056640625,0.09709184,-1.745137058198452,0.03995206893887371,0.00052002294,0.7708518505096436,568,0.0002447190345264971,3659.29,-20.42,,,,
147456,144,87,1687,0.0002426784,0.006934497505426407,0.021484375,0.09707136,-1.7560192048549652,0.06956822704523802,0.0013644034,0.5812274217605591,572,-0.0011718736495822668,3677.97,-20.37,,,,
148480,145,87,1697,0.0002426272,0.009133456274867058,0.02783203125,0.09705088,-1.7559296637773514,0.0586553942412138,0.0013211529,0.7610443234443665,576,-0.0005442257825052366,3678.18,-20.38,,,,
