time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_score_ep_length
715776,699,80,8916,0.0002142624,-0.0008546095341444016,0.14208984375,0.08570496,-1.0935393422842026,0.043666994431987405,0.0026905048,0.35367918014526367,2792,-0.0034143973025493324,8917.8,-14.89,,,,
716800,700,80,8926,0.0002142112,0.015414564870297909,0.11865234375,0.08568448000000001,-1.1472683101892471,0.06082348548807204,0.0021270781,0.5647778511047363,2796,-0.0018093509715981781,8917.8,-14.89,,,,
717824,701,80,8936,0.00021416000000000002,0.01073511689901352,0.17724609375,0.08566400000000002,-1.0814816355705261,0.05999781866557896,0.002115923,0.5925664305686951,2800,-0.003817369812168181,8917.8,-14.89,,,,
718848,702,80,8947,0.0002141088,0.002389144152402878,0.096923828125,0.08564352,-1.0916144847869873,0.04056885640602559,0.002583833,0.7020411491394043,2804,-0.0028507282258942723,8917.8,-14.89,,,,
719872,703,80,8957,0.00021405760000000002,0.006099186837673187,0.082275390625,0.08562304000000001,-1.1067023649811745,0.0589611220639199,0.0015992797,0.6151199340820312,2808,-0.0033256107417400926,8917.8,-14.89,,,,
720896,704,80,8968,0.00021400639999999998,0.010620418936014175,0.118896484375,0.08560256,-1.105180248618126,0.05715359770692885,0.002453379,0.7083041667938232,2812,-0.0034316312230657786,8917.8,-14.89,,,,
721920,705,80,8979,0.0002139552,0.006571745499968529,0.096435546875,0.08558208,-1.1053513959050179,0.06304983980953693,0.0017434808,0.5152170658111572,2816,-0.003976478212280199,8917.8,-14.89,,,,
722944,706,80,8989,0.00021390399999999998,0.002821328118443489,0.076171875,0.0855616,-1.0872006714344025,0.04756004665978253,0.0011716378,0.7462575435638428,2820,-0.004101617116248235,8917.8,-14.89,,,,
723968,707,80,8999,0.00021385280000000003,0.01005353219807148,0.142578125,0.08554112000000001,-1.1244911849498749,0.05135958385653794,0.0035313796,0.6581213474273682,2824,-0.005657756846630946,8917.8,-14.89,,,,
724992,708,80,9010,0.00021380160000000002,0.015233754180371761,0.132080078125,0.08552064000000001,-1.0815030634403229,0.06787408841773868,0.00206051,0.6077927947044373,2828,-0.001222162158228457,8917.8,-14.89,,,,
725000,,,,0.00021375040000000002,0.026846259832382202,0.099853515625,0.08550016,-1.0723847970366478,0.08320496045053005,0.0025785905,0.5253056287765503,2832,-0.0033086712064687163,,,-3334.97,50856.8,-1.8,50856.8
726016,709,75,9579,,,,,,,,,,,8913.06,-14.96,,,,
727040,710,75,9591,0.00021369920000000002,0.006679767742753029,0.150146484375,0.08547968,-1.0710085183382034,0.04237251100130379,0.0031197513,0.7376497983932495,2836,-0.0040742406563367695,8979.85,-14.88,,,,
728064,711,75,9604,0.000213648,0.01295752264559269,0.073486328125,0.08545920000000001,-1.1375011578202248,0.06257796264253557,0.0014499086,0.6085176467895508,2840,-0.002617026475491002,9074.79,-14.78,,,,
729088,712,75,9615,0.0002135968,0.01197737455368042,0.136474609375,0.08543872000000001,-1.1477717757225037,0.07182150054723024,0.0025826069,0.5086805820465088,2844,-0.003939428133890033,9074.79,-14.78,,,,
730112,713,75,9627,0.0002135456,0.016222402453422546,0.114501953125,0.08541824,-1.1327813789248466,0.06732443044893444,0.0024399161,0.5075039863586426,2848,-0.0016887992096599191,9074.79,-14.78,,,,
731136,714,75,9638,0.0002134944,0.009334692731499672,0.135009765625,0.08539776,-1.1404599770903587,0.05817705672234297,0.0015973219,0.6691243648529053,2852,-0.0020879714138573036,9074.79,-14.78,,,,
732160,715,75,9650,0.0002134432,0.008629260584712029,0.093017578125,0.08537728,-1.1050933375954628,0.06305110431276262,0.0016411201,0.5273776054382324,2856,-0.0030895594973117113,9074.79,-14.78,,,,
733184,716,75,9661,0.000213392,0.02171512320637703,0.125,0.08535680000000001,-1.0729293152689934,0.08342539798468351,0.0022039989,0.426172137260437,2860,-0.0016438910097349435,9074.79,-14.78,,,,
734208,717,75,9673,0.0002133408,0.008289816789329052,0.0908203125,0.08533632000000001,-1.0582438111305237,0.042728705797344446,0.002027201,0.7133303284645081,2864,-0.002456910260661971,9181.37,-14.6,,,,
735232,718,75,9684,0.0002132896,0.006281541660428047,0.129638671875,0.08531584,-1.0713703855872154,0.047466053860262036,0.0015646189,0.5237759351730347,2868,-0.0031872002582531422,9181.37,-14.6,,,,
736256,719,75,9695,0.0002132384,0.0045026373118162155,0.107177734375,0.08529536,-1.103785827755928,0.04935851995833218,0.0017732028,0.6367112398147583,2872,-0.00438120323815383,9181.37,-14.6,,,,
737280,720,75,9707,0.0002131872,0.008973577991127968,0.12109375,0.08527488,-1.1020761653780937,0.06421982357278466,0.0023011905,0.5178171396255493,2876,-0.003495723329251632,9181.37,-14.6,,,,
738304,721,75,9719,0.000213136,0.011045465245842934,0.077392578125,0.08525440000000001,-1.0964573696255684,0.05931166769005358,0.0019556382,0.6348159909248352,2880,-0.003512998402584344,9181.37,-14.6,,,,
739328,722,75,9730,0.0002130848,0.004493545740842819,0.1064453125,0.08523392,-1.0950163900852203,0.06182384095154703,0.0018396131,0.5754132270812988,2884,-0.003148631629301235,9181.37,-14.6,,,,
740352,723,75,9742,0.0002130336,0.007174195721745491,0.086669921875,0.08521344,-1.0942986607551575,0.06343080662190914,0.0019689125,0.7087383270263672,2888,-0.004634992510545999,9181.37,-14.6,,,,
741376,724,76,9753,0.00021298240000000002,0.014319262467324734,0.123291015625,0.08519296000000001,-1.1827877685427666,0.07115351944230497,0.003088098,0.5079668760299683,2892,-0.0029366176459006965,9181.37,-14.6,,,,
742400,725,76,9764,0.00021293119999999998,0.00646592490375042,0.0732421875,0.08517248,-1.116898886859417,0.05178989260457456,0.0013618169,0.6108967065811157,2896,-0.002574414582340978,9181.37,-14.6,,,,
743424,726,76,9776,0.00021288,0.02217531017959118,0.12548828125,0.085152,-1.0913668721914291,0.06830466794781387,0.0024406505,0.642609715461731,2900,-0.000863236899022013,9191.4,-14.61,,,,
744448,727,76,9789,0.00021282879999999998,-0.0003986358642578125,0.09375,0.08513152,-1.1353836730122566,0.04239673912525177,0.0026470441,0.7422094345092773,2904,-0.004750156920636073,9213.8,-14.57,,,,
745472,728,76,9800,0.00021277760000000003,0.014440438710153103,0.115478515625,0.08511104000000001,-1.1678469330072403,0.06696136319078505,0.0017774109,0.43836718797683716,2908,-0.0032713627442717552,9213.8,-14.57,,,,
746496,729,76,9812,0.00021272640000000002,0.007504831068217754,0.08837890625,0.08509056000000001,-1.168563462793827,0.06096315337345004,0.0021411094,0.4368137717247009,2912,-0.003178768907673657,9213.8,-14.57,,,,
747520,730,76,9823,0.00021267520000000002,0.014096058905124664,0.156982421875,0.08507008,-1.1595751568675041,0.06901161605492234,0.0031999908,0.5908081531524658,2916,-0.0042216173314955086,9213.8,-14.57,,,,
748544,731,76,9834,0.00021262400000000002,0.008670620620250702,0.07177734375,0.0850496,-1.1379969343543053,0.06607176153920591,0.001757107,0.4897988438606262,2920,-0.004549810022581369,9224.06,-14.58,,,,
749568,732,76,9846,0.0002125728,0.018318641930818558,0.132080078125,0.08502912000000001,-1.1228446438908577,0.07254559895955026,0.0037153212,0.4403022527694702,2924,-0.002656845696037635,9224.06,-14.58,,,,
750000,,,,0.0002125216,0.0019270572811365128,0.161865234375,0.08500864000000001,-1.0968464314937592,0.04749825340695679,0.003993861,0.5912683606147766,2928,-0.002856012259144336,,,-296.39,7758.4,-17.8,7758.4
750592,733,75,9939,,,,,,,,,,,9224.06,-14.58,,,,
751616,734,75,9950,0.0002124704,0.0007876455783843994,0.104248046875,0.08498816000000001,-1.1236813887953758,0.04356400319375098,0.0015588645,0.6965020895004272,2932,-0.003008870640769601,9224.06,-14.58,,,,
752640,735,75,9961,0.0002124192,0.004192151129245758,0.181396484375,0.08496768,-1.1447095274925232,0.05647377180866897,0.003788683,0.6676947474479675,2936,0.0010411286493763328,9270.91,-14.49,,,,
753664,736,75,9973,0.000212368,0.01520724780857563,0.123291015625,0.0849472,-1.101226031780243,0.06394124473445117,0.0021961043,0.6105957627296448,2940,-0.0030385753489099443,9270.91,-14.49,,,,
754688,737,75,9985,0.0002123168,0.007400362752377987,0.11669921875,0.08492672000000001,-1.1543197631835938,0.052604571683332324,0.002706692,0.653491199016571,2944,-0.004220467017148621,9270.91,-14.49,,,,
755712,738,75,9997,0.00021226560000000002,-0.004632372409105301,0.097900390625,0.08490624000000001,-1.144465148448944,0.05241533648222685,0.0022870745,0.6701343059539795,2948,-0.004320304578868672,9375.39,-14.2,,,,
756736,739,75,10009,0.0002122144,0.006948202848434448,0.131591796875,0.08488576,-1.0998735502362251,0.05843813018873334,0.0014821443,0.6206339597702026,2952,-0.0031436057470273226,9375.39,-14.2,,,,
757760,740,75,10021,0.0002121632,0.006402675993740559,0.106689453125,0.08486528,-1.130008451640606,0.040440256241708994,0.002130718,0.3261435627937317,2956,-0.004128406901145354,9375.39,-14.2,,,,
758784,741,75,10033,0.000212112,0.017302202060818672,0.0859375,0.0848448,-1.1111814379692078,0.07677339529618621,0.0023270631,0.5740067958831787,2960,-0.0020444884430617094,9375.39,-14.2,,,,
759808,742,75,10045,0.0002120608,0.012200086377561092,0.127685546875,0.08482432000000001,-1.1446406245231628,0.056680052541196346,0.00286207,0.6942223310470581,2964,-0.004326064852648415,9375.39,-14.2,,,,
760832,743,75,10057,0.0002120096,0.014861639589071274,0.080810546875,0.08480384,-1.1205846816301346,0.07248865300789475,0.0021557254,0.5517183542251587,2968,-0.0036615856806747615,9375.39,-14.2,,,,
761856,744,75,10068,0.0002119584,0.005457082763314247,0.13037109375,0.08478336,-1.0913993120193481,0.060805982677266,0.0021401867,0.6888681650161743,2972,-0.002819191475282423,9437.77,-14.03,,,,
762880,745,75,10080,0.0002119072,0.019845686852931976,0.106689453125,0.08476288,-1.1169179528951645,0.07555199135094881,0.002311128,0.5503776669502258,2976,-0.004689186782343313,9437.77,-14.03,,,,
763904,746,75,10091,0.00021185599999999999,-0.003913097083568573,0.0947265625,0.0847424,-1.100033886730671,0.04884832538664341,0.0017958838,0.586219310760498,2980,-0.0037129028933122754,9437.77,-14.03,,,,
764928,747,75,10103,0.0002118048,-0.0010984856635332108,0.0927734375,0.08472192,-1.1100388392806053,0.05348571017384529,0.0023552165,0.6920167207717896,2984,-0.006376815348630771,9504.14,-13.88,,,,
765952,748,75,10115,0.00021175359999999998,0.014123041182756424,0.10400390625,0.08470144,-1.1009012684226036,0.06717082182876766,0.0019127517,0.6408734321594238,2988,-0.0030050075438339263,9515.26,-13.89,,,,
766976,749,75,10127,0.00021170240000000003,0.0009956695139408112,0.1640625,0.08468096000000001,-1.0952544510364532,0.056035407120361924,0.0030234293,0.5073996782302856,2992,-0.003726889844983816,9515.26,-13.89,,,,
768000,750,75,10139,0.0002116512,0.006861688569188118,0.11328125,0.08466048,-1.0821039900183678,0.05347319273278117,0.0027870773,0.6341798305511475,2996,-0.003120979468803853,9515.26,-13.89,,,,
769024,751,75,10150,0.00021160000000000002,0.0004993993788957596,0.13037109375,0.08464,-1.097669929265976,0.04779986338689923,0.0018648497,0.7323219776153564,3000,-0.003275262250099331,9539.72,-13.85,,,,
770048,752,75,10162,0.00021154880000000002,0.007659466937184334,0.150146484375,0.08461952,-1.0509789288043976,0.0633468662854284,0.0041815224,0.6467559337615967,3004,-0.003682072856463492,9533.86,-13.84,,,,
771072,753,75,10173,0.0002114976,0.012363831512629986,0.127197265625,0.08459904000000001,-1.0320361331105232,0.04972291924059391,0.0025880896,0.6647171974182129,3008,-0.003310771338874474,9533.86,-13.84,,,,
772096,754,75,10185,0.0002114464,0.004185471683740616,0.18408203125,0.08457856000000001,-1.0293522998690605,0.05953250266611576,0.0024078407,0.5783019065856934,3012,-0.0021318347135093063,9611.39,-13.68,,,,
773120,755,75,10197,0.0002113952,-0.0005478300154209137,0.152587890625,0.08455808000000001,-1.0527946501970291,0.05127937230281532,0.0028414712,0.6442440748214722,3016,-0.005757768201874569,9611.39,-13.68,,,,
774144,756,75,10208,0.000211344,0.00048765353858470917,0.11865234375,0.0845376,-1.0068406574428082,0.04390121786855161,0.0026314924,0.48747098445892334,3020,-0.00491103480453603,9611.39,-13.68,,,,
775000,,,,0.0002112928,0.011639171279966831,0.126220703125,0.08451712,-1.0331142023205757,0.06820433377288282,0.0022743219,0.6205020546913147,3024,-0.004087934416020289,,,-481.42999999999995,8363.6,-15.6,8363.6
775168,757,75,10309,,,,,,,,,,,9611.39,-13.68,,,,
776192,758,75,10320,0.0002112416,0.011049776338040829,0.110595703125,0.08449664000000001,-0.9822824709117413,0.06051699141971767,0.0024880609,0.5781117677688599,3028,-0.0032282067404594272,9611.39,-13.68,,,,
777216,759,75,10332,0.00021119040000000002,0.004662953317165375,0.061767578125,0.08447616000000001,-0.994758527725935,0.05421157064847648,0.0022271443,0.7091188430786133,3032,-0.00412587181199342,9611.39,-13.68,,,,
778240,760,75,10344,0.0002111392,0.005653267726302147,0.107666015625,0.08445568,-1.013612762093544,0.053108267253264785,0.00249361,0.6938950419425964,3036,-0.0036635214928537607,9611.39,-13.68,,,,
779264,761,75,10356,0.000211088,5.2245333790779114e-05,0.152587890625,0.0844352,-1.0273078680038452,0.05875459173694253,0.0026521569,0.7112364768981934,3040,-0.0058995530707761645,9618.99,-13.66,,,,
780288,762,75,10368,0.0002110368,0.005762070417404175,0.11865234375,0.08441472,-1.0335540249943733,0.04634655313566327,0.0022307436,0.8020810484886169,3044,-0.003977874992415309,9674.87,-13.58,,,,
781312,763,75,10379,0.0002109856,0.0053126197308301926,0.168212890625,0.08439424000000001,-1.0207130387425423,0.05984092690050602,0.0024099401,0.7696274518966675,3048,-0.004749430081574246,9668.98,-13.57,,,,
782336,764,75,10391,0.0002109344,0.009997748769819736,0.150146484375,0.08437376,-1.0074156373739243,0.05341800954192877,0.0031448188,0.785676121711731,3052,-0.0024727655691094697,9668.98,-13.57,,,,
783360,765,75,10403,0.0002108832,0.009002115577459335,0.1337890625,0.08435328,-0.9865239858627319,0.0547501421533525,0.0021887815,0.6768884658813477,3056,-0.002705184706428554,9732.09,-13.38,,,,
784384,766,75,10415,0.000210832,0.006398802623152733,0.12548828125,0.0843328,-1.0420675575733185,0.06090242997743189,0.0031935498,0.7225820422172546,3060,-0.004519348323810846,9709.53,-13.39,,,,
785408,767,75,10427,0.00021078079999999999,0.013836387544870377,0.12646484375,0.08431232,-1.0206007026135921,0.06111042178235948,0.002670201,0.7067461013793945,3064,-0.004872113437158987,9709.53,-13.39,,,,
786432,768,75,10439,0.0002107296,0.005648631602525711,0.1630859375,0.08429184,-1.013852946460247,0.05403218627907336,0.0036054724,0.7178941965103149,3068,-0.0027184515056433156,9709.53,-13.39,,,,
787456,769,75,10450,0.0002106784,0.0016951672732830048,0.1474609375,0.08427136,-0.9845295175909996,0.05371533683501184,0.0028921706,0.7392999529838562,3072,-0.004147714585997164,9709.53,-13.39,,,,
788480,770,75,10462,0.00021062720000000003,0.0018552467226982117,0.13671875,0.08425088000000001,-0.9899583831429482,0.049353958806023,0.0021457546,0.6965994834899902,3076,-0.0039641586190555245,9709.53,-13.39,,,,
789504,771,75,10473,0.000210576,-0.003740224987268448,0.106689453125,0.0842304,-0.9888235367834568,0.05785259231925011,0.0013988969,0.7387740612030029,3080,-0.00392751932668034,9709.53,-13.39,,,,
790528,772,75,10484,0.00021052480000000002,0.00357070192694664,0.0966796875,0.08420992000000001,-1.017797477543354,0.048651097575202584,0.0024948018,0.873573362827301,3084,-0.0036643028870457783,9709.53,-13.39,,,,
791552,773,75,10496,0.0002104736,-0.002724284306168556,0.126953125,0.08418944,-1.033991977572441,0.03971834201365709,0.0018479688,0.9094170331954956,3088,-0.004489331739023328,9709.53,-13.39,,,,
792576,774,75,10508,0.0002104224,0.004661008715629578,0.111328125,0.08416896000000001,-0.9882476963102818,0.039513038005679846,0.0026072303,0.8169475197792053,3092,-0.0014897603687131777,9709.53,-13.39,,,,
793600,775,75,10519,0.0002103712,0.006402168422937393,0.13037109375,0.08414848000000001,-1.0404839515686035,0.04800568311475217,0.0016676284,0.8219714164733887,3096,-0.0026535227661952376,9700.2,-13.42,,,,
794624,776,75,10531,0.00021032,0.01654418185353279,0.132080078125,0.08412800000000001,-1.0490016415715218,0.09123924048617482,0.0023633721,0.612223744392395,3100,-0.003817862700088881,9703.84,-13.4,,,,
795648,777,75,10542,0.0002102688,0.009426500648260117,0.113525390625,0.08410752,-1.027740091085434,0.0586293893866241,0.0026145116,0.6173719167709351,3104,-0.0033702875662129372,9703.84,-13.4,,,,
796672,778,75,10553,0.0002102176,-0.0037309378385543823,0.095947265625,0.08408704,-1.06496162712574,0.055135229136794806,0.002405956,0.6399126052856445,3108,-0.004123594146221876,9703.84,-13.4,,,,
797696,779,75,10564,0.0002101664,0.0047022756189107895,0.09375,0.08406656000000001,-1.0277055203914642,0.055842459201812744,0.001734877,0.6478956341743469,3112,-0.004670912749134004,9707.47,-13.36,,,,
798720,780,75,10576,0.00021011520000000002,0.012229064479470253,0.09765625,0.08404608000000001,-1.0415791496634483,0.06166127813048661,0.0017994607,0.5794650912284851,3116,-0.0018442437576595694,9707.47,-13.36,,,,
799744,781,75,10588,0.000210064,-0.006304224953055382,0.109130859375,0.0840256,-1.0604140236973763,0.03788154071662575,0.0025298197,0.7285759449005127,3120,-0.004611283948179334,9724.89,-13.33,,,,
800000,,,,0.0002100128,0.008647289127111435,0.087646484375,0.08400512,-1.030689924955368,0.06047070026397705,0.0018892263,0.42087310552597046,3124,-0.003266590996645391,,,-2347.91,14192.0,0.8,14192.0
800768,782,74,10749,,,,,,,,,,,9724.89,-13.33,,,,
801792,783,74,10762,0.0002099616,0.009092839434742928,0.121337890625,0.08398464,-1.0137732811272144,0.05405822955071926,0.0020213148,0.6724792718887329,3128,-0.00236860808217898,9724.89,-13.33,,,,
802816,784,74,10774,0.0002099104,0.002247881144285202,0.135986328125,0.08396416000000001,-1.0378830432891846,0.053396725095808506,0.0026600498,0.5946826934814453,3132,-0.0038982848782325163,9732.96,-13.37,,,,
803840,785,74,10789,0.0002098592,0.0038243159651756287,0.1279296875,0.08394368,-1.045946143567562,0.05470611900091171,0.0025045106,0.6476931571960449,3136,-0.005036209593527019,9732.96,-13.37,,,,
804864,786,74,10803,0.000209808,0.006345175206661224,0.087646484375,0.0839232,-1.0478505864739418,0.06302019907161593,0.0021866986,0.7318556308746338,3140,-0.00287710948032327,9732.96,-13.37,,,,
805888,787,74,10816,0.0002097568,-0.0014269202947616577,0.192626953125,0.08390272,-1.05061786621809,0.04678599280305207,0.0021691713,0.5382469296455383,3144,-0.0017616676341276616,9732.96,-13.37,,,,
806912,788,74,10830,0.0002097056,0.008302401751279831,0.20703125,0.08388224,-1.0328507907688618,0.04444065899588168,0.0032529233,0.8090593218803406,3148,0.0006868794735055417,9732.96,-13.37,,,,
807936,789,74,10841,0.00020965439999999998,0.008689220994710922,0.19970703125,0.08386176000000001,-1.034244742244482,0.056121015222743154,0.0019995468,0.7935810685157776,3152,-0.0017256384307984263,9732.96,-13.37,,,,
808960,790,74,10853,0.0002096032,0.008627338334918022,0.1552734375,0.08384128,-1.0813626796007156,0.06314709549769759,0.0044452306,0.5689854621887207,3156,-0.0056185314315371215,9732.96,-13.37,,,,
809984,791,74,10865,0.00020955200000000003,0.011295346543192863,0.13525390625,0.08382080000000001,-0.9977823421359062,0.06977409683167934,0.0019044518,0.6617016792297363,3160,-0.0037645986303687096,9730.22,-13.38,,,,
811008,792,74,10878,0.0002095008,0.0033025890588760376,0.1259765625,0.08380032,-1.0574096366763115,0.05109422979876399,0.0017894215,0.7332831621170044,3164,-0.004532562947133556,9730.22,-13.38,,,,
812032,793,74,10891,0.00020944960000000002,-0.0013855509459972382,0.089111328125,0.08377984000000001,-1.0383934155106544,0.04625485488213599,0.002048521,0.7283468842506409,3168,-0.0037732605123892426,9812.24,-13.22,,,,
813056,794,74,10904,0.0002093984,0.007388761267066002,0.1044921875,0.08375936,-1.0480315461754799,0.07241661264561117,0.0031368993,0.6316713094711304,3172,-0.004010616452433169,9812.24,-13.22,,,,
814080,795,74,10921,0.00020934720000000001,0.0049673207104206085,0.25927734375,0.08373888000000002,-1.0205173753201962,0.06166905118152499,0.004398711,0.5863222479820251,3176,-0.0010792985849548131,9802.74,-13.23,,,,
815104,796,74,10936,0.000209296,0.006542562507092953,0.188720703125,0.08371840000000001,-1.0930029079318047,0.052332851104438305,0.0035580825,0.5850759148597717,3180,-0.003470112154900562,9876.75,-13.06,,,,
816128,797,74,10948,0.0002092448,0.012150438502430916,0.104736328125,0.08369792000000001,-1.0831447839736938,0.06247261492535472,0.0019805417,0.6402738094329834,3184,-0.0020953940256731585,9876.75,-13.06,,,,
817152,798,74,10962,0.0002091936,0.003499850630760193,0.14501953125,0.08367744,-1.1296896189451218,0.05353011912666261,0.0017684479,0.6399126052856445,3188,-0.003390589787159115,9876.75,-13.06,,,,
818176,799,74,10974,0.0002091424,0.015875786542892456,0.107421875,0.08365696,-1.0544121339917183,0.07610330218449235,0.0029379684,0.6369136571884155,3192,-0.003926413279259577,9919.76,-12.95,,,,
819200,800,74,10986,0.00020909120000000002,0.009006636217236519,0.095458984375,0.08363648000000001,-1.0651586651802063,0.05862956237979233,0.0019740618,0.6759425401687622,3196,-0.003254933573771268,9919.76,-12.95,,,,
820224,801,74,10999,0.00020904000000000002,-0.0035059843212366104,0.12548828125,0.08361600000000001,-1.0913052558898926,0.057722862577065825,0.0022170858,0.7092859745025635,3200,-0.004287549963919446,9919.76,-12.95,,,,
821248,802,74,11011,0.00020898880000000001,0.011216428130865097,0.110595703125,0.08359552,-1.0959529355168343,0.067608836106956,0.0014980494,0.7564110159873962,3204,-0.003090583923039958,9919.76,-12.95,,,,
822272,803,74,11024,0.0002089376,0.007252667099237442,0.146484375,0.08357504,-1.0684504583477974,0.06785028125159442,0.0030594752,0.6760688424110413,3208,-0.0055315502104349434,9919.76,-12.95,,,,
823296,804,74,11037,0.0002088864,0.007498281076550484,0.104736328125,0.08355456,-1.0931460782885551,0.06688656727783382,0.002742983,0.6627460718154907,3212,-0.004454376321518794,9919.76,-12.95,,,,
824320,805,74,11050,0.0002088352,0.009536657482385635,0.086669921875,0.08353408000000001,-1.1312279552221298,0.052332215709611773,0.0013854827,0.8379828929901123,3216,-0.004084242202225141,10012.78,-12.71,,,,
825000,,,,0.000208784,0.014881249517202377,0.09228515625,0.08351360000000001,-1.1113431081175804,0.08422745624557137,0.0021142773,0.5806760787963867,3220,-0.00387440127087757,,,-979.71,9481.2,-13.0,9481.2
825344,806,73,11161,,,,,,,,,,,9970.48,-12.78,,,,
826368,807,73,11173,0.0002087328,0.004218360409140587,0.083984375,0.08349312,-1.081637404859066,0.06324361125007272,0.002294179,0.6344265341758728,3224,-0.003701554494909942,9989.34,-12.69,,,,
827392,808,73,11184,0.0002086816,0.006043646484613419,0.153564453125,0.08347264,-1.136830523610115,0.06765933544375002,0.0030094706,0.7321189045906067,3228,-0.003234366187825799,9989.34,-12.69,,,,
828416,809,73,11195,0.0002086304,0.0032610855996608734,0.127685546875,0.08345216,-1.0073622688651085,0.05920780706219375,0.0022574451,0.6799132823944092,3232,-0.0032758924935478717,9989.34,-12.69,,,,
829440,810,74,11206,0.00020857919999999998,0.005518028512597084,0.140625,0.08343168000000001,-1.0725143402814865,0.05278739123605192,0.003412955,0.7970454692840576,3236,-0.0048189124499913305,9989.34,-12.69,,,,
830464,811,74,11218,0.000208528,0.001566816121339798,0.10205078125,0.0834112,-1.0847058445215225,0.060376612236723304,0.0021696468,0.7477922439575195,3240,-0.005446636350825429,9955.07,-12.76,,,,
831488,812,74,11229,0.0002084768,0.011937286704778671,0.12646484375,0.08339072,-1.0993981510400772,0.06253392552025616,0.0028311382,0.7483415603637695,3244,-0.005302327524987049,9955.07,-12.76,,,,
832512,813,74,11240,0.0002084256,0.013736097142100334,0.11962890625,0.08337024,-1.113384760916233,0.05970139498822391,0.0026921227,0.6746686697006226,3248,-0.00555182846437674,9955.07,-12.76,,,,
833536,814,74,11252,0.00020837440000000002,0.002535603940486908,0.1142578125,0.08334976000000001,-1.105263963341713,0.06311296136118472,0.0017578306,0.7287096977233887,3252,-0.004495501460041851,9955.07,-12.76,,,,
834560,815,74,11264,0.0002083232,0.016304301097989082,0.09423828125,0.08332928,-1.062865063548088,0.0721835985314101,0.0022581336,0.6954855918884277,3256,-0.0025726173480506986,9997.56,-12.63,,,,
835584,816,74,11275,0.00020827200000000001,0.010749997571110725,0.119384765625,0.08330880000000002,-1.0961844325065613,0.05858656391501427,0.0026644496,0.7629573941230774,3260,-0.004247290431521833,9997.56,-12.63,,,,
836608,817,74,11286,0.00020822079999999998,-0.001917114481329918,0.11328125,0.08328832,-1.1446254178881645,0.04161183233372867,0.0018640568,0.846482515335083,3264,-0.004349475027993321,9981.75,-12.66,,,,
837632,818,74,11297,0.0002081696,0.009508850984275341,0.201171875,0.08326784000000001,-1.1788777261972427,0.06543919746764004,0.0031939296,0.5785882472991943,3268,-0.003008250379934907,9981.75,-12.66,,,,
838656,819,74,11309,0.0002081184,0.005202522501349449,0.116943359375,0.08324736,-1.1562997922301292,0.0621171488892287,0.0021070577,0.7026270031929016,3272,-0.004139821510761976,9981.75,-12.66,,,,
839680,820,74,11320,0.0002080672,0.007686927914619446,0.16357421875,0.08322688,-1.1765875071287155,0.07173495716415346,0.0021668067,0.6612148284912109,3276,-0.003982196853030473,9981.75,-12.66,,,,
840704,821,74,11330,0.00020801600000000002,-0.000822184607386589,0.11572265625,0.08320640000000001,-1.1489433497190475,0.05031707393936813,0.0022475347,0.7568040490150452,3280,-0.004661159939132631,9985.59,-12.49,,,,
841728,822,74,11340,0.00020796480000000002,-0.001357072964310646,0.07958984375,0.08318592000000001,-1.172341302037239,0.04786321450956166,0.0016655505,0.7850871682167053,3284,-0.0036412199260666966,10044.76,-12.29,,,,
842752,823,74,11349,0.00020791360000000001,0.007617048919200897,0.121826171875,0.08316544000000001,-1.1391968205571175,0.06428158236667514,0.0032870197,0.5891823768615723,3288,-0.0037385011673904955,10044.76,-12.29,,,,
843776,824,74,11360,0.0002078624,0.01269153505563736,0.135009765625,0.08314496,-1.1311022862792015,0.07545463764108717,0.0029241063,0.6635973453521729,3292,-0.006401308259228244,10044.76,-12.29,,,,
844800,825,74,11370,0.0002078112,0.0031076576560735703,0.181884765625,0.08312448,-1.1982577666640282,0.04482223046943545,0.0038220584,0.7431069612503052,3296,-0.003440710424911231,10044.76,-12.29,,,,
845824,826,74,11380,0.00020776,0.00848361849784851,0.1064453125,0.08310400000000001,-1.1630322635173798,0.06363461585715413,0.002269824,0.6869020462036133,3300,-0.003148456016788259,10044.76,-12.29,,,,
846848,827,74,11389,0.0002077088,0.0041237324476242065,0.119140625,0.08308352000000001,-1.131811499595642,0.060878532472997904,0.0021803782,0.6998583674430847,3304,-0.0032173165818676353,10044.76,-12.29,,,,
847872,828,74,11399,0.0002076576,0.004776008427143097,0.065185546875,0.08306304,-1.1102550104260445,0.054222055710852146,0.0020584501,0.7482030987739563,3308,-0.004281812609406188,10044.76,-12.29,,,,
848896,829,74,11409,0.0002076064,0.006946999579668045,0.096923828125,0.08304256,-1.142127513885498,0.062346615828573704,0.0023383265,0.7131937742233276,3312,-0.004490033519687131,10122.9,-11.91,,,,
849920,830,74,11419,0.0002075552,0.02785269357264042,0.12353515625,0.08302208,-1.1294798329472542,0.07267919555306435,0.0024566315,0.664033830165863,3316,-0.003197075187927112,10122.9,-11.91,,,,
