#{"t_start": 1752505676.7818449, "env_id": "SafeCartPole-v0"}
r,l,t,c
200.0,200,95.594066,0.0
200.0,200,95.769212,0.0
200.0,200,95.942241,0.0
200.0,200,96.114911,0.0
200.0,200,96.287782,0.0
200.0,200,96.96601,0.0
200.0,200,97.138343,0.0
200.0,200,97.310771,0.0
200.0,200,97.484982,0.0
200.0,200,97.657931,0.0
200.0,200,97.829938,0.0
200.0,200,98.001956,0.0
200.0,200,98.173901,0.0
144.0,144,98.297805,0.0
200.0,200,98.469593,0.0
200.0,200,98.641682,0.0
200.0,200,99.320558,0.0
200.0,200,99.495683,0.0
200.0,200,99.671059,0.0
200.0,200,99.844347,0.0
200.0,200,100.017485,0.0
200.0,200,100.190478,0.0
158.0,158,100.326923,0.0
200.0,200,100.499326,0.0
200.0,200,100.672106,0.0
200.0,200,100.84451,0.0
200.0,200,101.52778,0.0
200.0,200,101.703192,0.0
200.0,200,101.876271,0.0
200.0,200,102.049134,0.0
200.0,200,102.221901,0.0
200.0,200,102.394763,0.0
200.0,200,102.567506,0.0
200.0,200,102.740352,0.0
200.0,200,102.912912,0.0
200.0,200,103.085371,13.0
200.0,200,103.773556,0.0
200.0,200,103.946726,0.0
200.0,200,104.119443,0.0
200.0,200,104.292541,0.0
200.0,200,104.465084,0.0
200.0,200,104.638595,0.0
200.0,200,104.8114,0.0
200.0,200,104.984033,0.0
200.0,200,105.157178,0.0
99.0,99,105.242704,0.0
167.0,167,105.386505,0.0
200.0,200,106.072978,0.0
200.0,200,106.246064,93.0
200.0,200,106.419086,0.0
200.0,200,106.592312,0.0
200.0,200,106.765258,0.0
200.0,200,106.938167,14.0
200.0,200,107.110822,52.0
200.0,200,107.283774,0.0
200.0,200,107.456646,0.0
200.0,200,107.631058,0.0
200.0,200,108.323756,0.0
200.0,200,108.497136,0.0
200.0,200,108.670575,0.0
200.0,200,108.843847,0.0
200.0,200,109.017241,0.0
200.0,200,109.192389,0.0
200.0,200,109.368958,0.0
200.0,200,109.544739,0.0
200.0,200,109.720101,0.0
200.0,200,109.895125,0.0
200.0,200,110.06784,0.0
200.0,200,110.752784,0.0
200.0,200,110.92605,0.0
200.0,200,111.099227,0.0
200.0,200,111.272397,0.0
200.0,200,111.445415,0.0
200.0,200,111.618495,0.0
200.0,200,111.793068,0.0
200.0,200,111.968298,0.0
200.0,200,112.143398,0.0
200.0,200,112.317381,0.0
200.0,200,113.002192,0.0
200.0,200,113.17642,0.0
200.0,200,113.349755,0.0
200.0,200,113.5237,0.0
200.0,200,113.698251,34.0
200.0,200,113.874038,0.0
200.0,200,114.04912,8.0
200.0,200,114.222647,0.0
200.0,200,114.396067,0.0
200.0,200,114.569613,0.0
200.0,200,115.25345,0.0
200.0,200,115.426815,0.0
200.0,200,115.600458,0.0
200.0,200,115.775067,0.0
200.0,200,115.949238,0.0
200.0,200,116.123187,0.0
200.0,200,116.29689,0.0
200.0,200,116.470232,0.0
200.0,200,116.643737,0.0
200.0,200,116.8168,0.0
200.0,200,117.497013,0.0
200.0,200,117.669569,0.0
200.0,200,117.843903,0.0
200.0,200,118.017796,0.0
200.0,200,118.190496,0.0
200.0,200,118.363281,0.0
200.0,200,118.535964,0.0
200.0,200,118.708994,0.0
200.0,200,118.881435,0.0
200.0,200,119.054131,0.0
200.0,200,119.22693,0.0
200.0,200,119.907992,0.0
200.0,200,120.082456,0.0
200.0,200,120.25552,0.0
200.0,200,120.429099,0.0
200.0,200,120.602402,0.0
200.0,200,120.775805,0.0
200.0,200,120.94884,0.0
200.0,200,121.122231,0.0
200.0,200,121.295424,0.0
200.0,200,121.468405,0.0
200.0,200,122.150184,0.0
200.0,200,122.323239,31.0
200.0,200,122.496288,0.0
200.0,200,122.669584,0.0
200.0,200,122.84271,0.0
200.0,200,123.015978,15.0
200.0,200,123.189398,0.0
200.0,200,123.363273,0.0
