time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_ep_length,eval/mean_score_reward,eval/mean_object_reward,eval/mean_object_ep_length
41,26,636,26624,0.09948800000000001,0.10791015625,100,0.06196669233031571,0.0061838701367378235,0.5014777779579163,-1.6983319446444511,0.0022123768,-0.002154571848222986,0.00024872,-20.44,3590.16,,,,
42,27,645,27648,0.09946752,0.0048828125,104,0.10316094709560275,0.022373083978891373,0.3961600661277771,-1.7192253172397614,0.0015520583,-0.00046600616769865155,0.0002486688,-20.444444444444443,3566.259259259259,,,,
43,28,653,28672,0.09944704,0.072509765625,108,0.07067290134727955,0.010965423658490181,0.495797336101532,-1.7128073275089264,0.0032974132,-0.0028566697728820145,0.0002486176,-20.448275862068964,3587.655172413793,,,,
44,29,661,29696,0.09942656,0.01806640625,112,0.07467672508209944,0.0178383681923151,0.45141398906707764,-1.7178588584065437,0.0006112679,-0.00034211864112876356,0.0002485664,-20.451612903225808,3575.967741935484,,,,
45,30,668,30720,0.09940608000000001,0.029541015625,116,0.0965169733390212,0.023743774741888046,0.3255476951599121,-1.7150946259498596,0.0018678592,-0.0016189719317480922,0.0002485152,-20.451612903225808,3575.967741935484,,,,
46,31,676,31744,0.0993856,0.031005859375,120,0.08323557581752539,0.016513235867023468,0.27479076385498047,-1.7056863903999329,0.0011154411,-0.000680353376083076,0.000248464,-20.451612903225808,3575.967741935484,,,,
47,32,683,32768,0.09936512,0.02294921875,124,0.0381540497764945,-0.005049543455243111,0.5995655059814453,-1.69514911621809,0.0026981519,-0.0017918372177518904,0.0002484128,-20.4375,3575.90625,,,,
48,33,689,33792,0.09934464,0.05126953125,128,0.05000702245160937,0.0045809391885995865,0.6485549211502075,-1.6793009340763092,0.003440098,-0.001401100045768544,0.0002483616,-20.454545454545453,3563.5454545454545,,,,
50,34,695,34816,0.09932416,0.0419921875,132,0.0626293821260333,0.022952675819396973,0.6287397742271423,-1.6725327894091606,0.0016369337,-0.0009752833866514266,0.0002483104,-20.47222222222222,3554.8611111111113,,,,
51,35,702,35840,0.09930368,0.021240234375,136,0.08366074552759528,0.02897493913769722,0.6364085674285889,-1.685910850763321,0.0015923592,-0.0006023058376740664,0.00024825920000000004,-20.47222222222222,3554.8611111111113,,,,
52,36,707,36864,0.09928320000000002,0.12939453125,140,0.10324486251920462,0.0286687221378088,0.2807345986366272,-1.6670481339097023,0.0038672406,-0.0006125563522800803,0.00024820800000000003,-20.46153846153846,3569.4615384615386,,,,
53,37,713,37888,0.09926272000000001,0.18115234375,144,0.058419756358489394,0.005276063457131386,0.6433532238006592,-1.6515360325574875,0.003117466,-0.0030525316251441836,0.00024815680000000003,-20.46153846153846,3569.4615384615386,,,,
54,38,719,38912,0.09924224000000001,0.079833984375,148,0.11438583116978407,0.026081718504428864,0.08019429445266724,-1.6398680359125137,0.0020834801,-0.0018273588502779603,0.0002481056,-20.46153846153846,3569.4615384615386,,,,
55,39,724,39936,0.09922176,0.014892578125,152,0.08983842330053449,0.03252580016851425,0.3956272006034851,-1.6305141672492027,0.0012085629,-0.0014466412249021232,0.0002480544,-20.46153846153846,3569.4615384615386,,,,
56,40,729,40960,0.09920128,0.061767578125,156,0.05416554142720997,0.00916895642876625,0.5109018087387085,-1.614921621978283,0.0034088653,-0.002688471518922597,0.0002480032,-20.463414634146343,3577.243902439024,,,,
57,41,734,41984,0.09918080000000001,0.080322265625,160,0.07120719202794135,0.003805665299296379,0.5946229100227356,-1.649111621081829,0.0033198704,-0.0016487156972289085,0.000247952,-20.441860465116278,3593.7906976744184,,,,
58,42,738,43008,0.09916032000000001,0.0751953125,164,0.06498167337849736,0.0059189945459365845,0.7843822836875916,-1.6658735945820808,0.0026224693,-0.0038875449972692877,0.0002479008,-20.444444444444443,3594.733333333333,,,,
59,43,743,44032,0.09913984,0.003173828125,168,0.09830638347193599,0.026964856311678886,0.5788865089416504,-1.6686059832572937,0.00047875504,-0.00014593364903703332,0.0002478496,-20.4468085106383,3599.0851063829787,,,,
60,44,747,45056,0.09911936,0.095703125,172,0.05980793898925185,0.005454130470752716,0.6379877328872681,-1.6801977530121803,0.0021539922,-0.002105241030221805,0.0002477984,-20.4468085106383,3599.0851063829787,,,,
61,45,751,46080,0.09909888,0.0498046875,176,0.05423492565751076,-0.006661087274551392,0.4785988926887512,-1.6958682760596275,0.0019171427,-0.0018304208642803133,0.0002477472,-20.4468085106383,3599.0851063829787,,,,
62,46,756,47104,0.09907840000000001,0.000244140625,180,0.05609373142942786,0.003563918173313141,0.5494080185890198,-1.6881312429904938,0.00071391737,-0.0001858534524217248,0.000247696,-20.4468085106383,3599.0851063829787,,,,
63,47,759,48128,0.09905792000000001,0.0966796875,184,0.06329226377420127,0.02156115509569645,0.6069285869598389,-1.6843746602535248,0.00255012,-0.001801184203941375,0.0002476448,-20.428571428571427,3592.8979591836733,,,,
64,48,763,49152,0.09903744,0.03076171875,188,0.06296403077431023,0.008842755109071732,0.6133153438568115,-1.6651912033557892,0.0019010832,-0.0017948764143511653,0.0002475936,-20.423076923076923,3585.0384615384614,,,,
,,,50000,0.09901696,0.087890625,192,0.06427164049819112,0.014574667438864708,0.701530933380127,-1.6766164004802704,0.0022021313,-0.002320236002560705,0.0002475424,,,3056.0,-21.0,-929.108,3056.0
77,49,644,50176,,,,,,,,,,,-20.433962264150942,3579.5849056603774,,,,
78,50,648,51200,0.09899648,0.107666015625,196,0.06380514148622751,0.003949547186493874,0.5703258514404297,-1.6853896751999855,0.003305066,-0.001370761136058718,0.0002474912,-20.418181818181818,3584.072727272727,,,,
79,51,653,52224,0.09897600000000001,0.001220703125,200,0.0778328413143754,0.008981568738818169,0.5518332719802856,-1.696860820055008,0.002158919,-0.00031603395473212004,0.00024744,-20.418181818181818,3584.072727272727,,,,
80,52,657,53248,0.09895552,0.067138671875,204,0.11259823059663177,0.035080768167972565,0.052201807498931885,-1.720112681388855,0.0034201972,-0.0021728522842749953,0.00024738879999999997,-20.418181818181818,3584.072727272727,,,,
81,53,662,54272,0.09893504,0.153076171875,208,0.06347276596352458,0.0024389922618865967,0.2697019577026367,-1.7074076160788536,0.0011093557,-0.001648679026402533,0.0002473376,-20.418181818181818,3584.072727272727,,,,
82,54,666,55296,0.09891456,0.039794921875,212,0.08451459649950266,0.014255883172154427,0.27398681640625,-1.7225941568613052,0.0019394625,-0.0016902967472560704,0.0002472864,-20.418181818181818,3584.072727272727,,,,
84,55,670,56320,0.09889408,0.01318359375,216,0.07233383413404226,0.014319287613034248,0.2788580060005188,-1.7298585548996925,0.0013670343,-0.000647436419967562,0.0002472352,-20.45762711864407,3609.3898305084745,,,,
85,56,674,57344,0.0988736,0.0771484375,220,0.11340770358219743,0.012218629941344261,0.6362632513046265,-1.7400895655155182,0.0033215752,-0.0018741335079539567,0.000247184,-20.42622950819672,3617.9508196721313,,,,
86,57,678,58368,0.09885312000000002,0.005126953125,224,0.059691944392398,0.008497849106788635,0.6954225301742554,-1.7307883352041245,0.0010484278,-0.0009558343444950879,0.0002471328,-20.419354838709676,3619.7580645161293,,,,
87,58,681,59392,0.09883264000000001,0.00732421875,228,0.05149705405347049,0.004044884815812111,0.7359559535980225,-1.733382523059845,0.0018820629,-0.000784466159529984,0.0002470816,-20.428571428571427,3626.1746031746034,,,,
88,59,685,60416,0.09881216000000001,0.0,232,0.052638107910752296,-0.003206845372915268,0.754665732383728,-1.7430779486894608,0.00090836326,-0.0002895011566579342,0.0002470304,-20.428571428571427,3626.1746031746034,,,,
89,60,689,61440,0.09879168,0.0009765625,236,0.042545409174636006,-0.00017529353499412537,0.5557371377944946,-1.7440372556447983,0.0011117877,-0.0007130444864742458,0.0002469792,-20.428571428571427,3626.1746031746034,,,,
90,61,692,62464,0.0987712,0.01513671875,240,0.03322507662232965,-0.005493074655532837,0.761195719242096,-1.7422301843762398,0.0025159074,-0.0016277587274089456,0.000246928,-20.454545454545453,3600.257575757576,,,,
91,62,695,63488,0.09875072000000001,0.081787109375,244,0.08012345712631941,0.008038323372602463,0.7424737215042114,-1.7542387172579765,0.0028460533,-0.0023527832818217576,0.0002468768,-20.47826086956522,3580.072463768116,,,,
92,63,699,64512,0.09873024000000001,0.090087890625,248,0.06332220323383808,0.005249546840786934,0.7777949571609497,-1.7569709718227386,0.003086206,-0.0023230009828694165,0.00024682560000000004,-20.47826086956522,3580.072463768116,,,,
93,64,702,65536,0.09870976000000001,0.097412109375,252,0.050197162898257375,0.0025950446724891663,0.7733933925628662,-1.771112136542797,0.002630888,-0.002643003885168582,0.00024677440000000003,-20.485714285714284,3576.0142857142855,,,,
94,65,705,66560,0.09868928,0.11376953125,256,0.043128959368914366,-0.006620112806558609,0.6318754553794861,-1.7666130363941193,0.0031273747,-0.0033565388584975153,0.00024672320000000003,-20.47887323943662,3578.521126760563,,,,
95,66,708,67584,0.0986688,0.09716796875,260,0.09501868952065706,0.01947132498025894,0.5251712799072266,-1.7602670565247536,0.002057661,-0.002398470649495721,0.000246672,-20.47887323943662,3578.521126760563,,,,
96,67,712,68608,0.09864832000000001,0.03564453125,264,0.08701264159753919,0.02072831057012081,0.3649461269378662,-1.7577330768108368,0.0027442875,-0.00012649432756006718,0.0002466208,-20.48611111111111,3571.2638888888887,,,,
97,68,714,69632,0.09862784000000001,0.02197265625,268,0.05409019044600427,0.007459744811058044,0.7184523344039917,-1.7435752898454666,0.0017145156,-0.0016531232395209372,0.0002465696,-20.48,3569.306666666667,,,,
98,69,717,70656,0.09860736,0.0615234375,272,0.062477484345436096,-0.00039918720722198486,0.7658991813659668,-1.7324612215161324,0.005211789,-0.0017308797396253794,0.0002465184,-20.473684210526315,3568.5394736842104,,,,
99,70,720,71680,0.09858688,0.087890625,276,0.06938207778148353,0.01807592436671257,0.5495978593826294,-1.7158771082758904,0.0013426642,-0.0006088127265684307,0.0002464672,-20.48051948051948,3572.7402597402597,,,,
100,71,723,72704,0.0985664,0.038818359375,280,0.07434140145778656,0.012351179495453835,0.4648175835609436,-1.7071411982178688,0.0029791368,-0.0008435898635070771,0.000246416,-20.487179487179485,3573.8076923076924,,,,
101,72,726,73728,0.09854592000000001,0.068603515625,284,0.06375677790492773,0.004543483257293701,0.5771032571792603,-1.7190446704626083,0.0025770029,-0.0019030851544812322,0.0002463648,-20.487179487179485,3573.8076923076924,,,,
102,73,729,74752,0.09852544,0.078369140625,288,0.03335976495873183,-0.008133172988891602,0.8934633731842041,-1.723014511168003,0.0028580884,-0.0028907324885949492,0.0002463136,-20.49367088607595,3580.8227848101264,,,,
,,,75000,0.09850496,0.0263671875,292,0.04619991686195135,0.0016114376485347748,0.8639873266220093,-1.7364550232887268,0.0009140443,-0.0004446107486728579,0.0002462624,,,3056.0,-21.0,-934.108,3056.0
116,74,652,75776,,,,,,,,,,,-20.5,3578.7125,,,,
117,75,655,76800,0.09848448,0.04150390625,296,0.04764821124263108,0.006147605367004871,0.6857547760009766,-1.7170503437519073,0.0020149369,-0.00048773951129987836,0.0002462112,-20.51219512195122,3577.768292682927,,,,
118,76,658,77824,0.098464,0.027099609375,300,0.06597140082158148,0.008032511919736862,0.8434414863586426,-1.729643002152443,0.0011647011,-0.0012116258149035275,0.00024616,-20.49411764705882,3578.3529411764707,,,,
119,77,661,78848,0.09844352,0.000732421875,304,0.06360502890311182,0.02040441520512104,0.7111697196960449,-1.7181534245610237,0.002150157,-0.0007332653040066361,0.0002461088,-20.49411764705882,3578.3529411764707,,,,
120,78,664,79872,0.09842304,0.0478515625,308,0.07542870589531958,0.007661297917366028,0.34364455938339233,-1.7036552727222443,0.0024109837,-0.0006988794193603098,0.0002460576,-20.49411764705882,3578.3529411764707,,,,
121,79,667,80896,0.09840256000000001,0.061767578125,312,0.04148384043946862,0.008377768099308014,0.7078790664672852,-1.6844943389296532,0.0019681398,-0.0014185140025801957,0.00024600640000000003,-20.5,3584.7906976744184,,,,
122,80,670,81920,0.09838208000000001,0.0,316,0.05611352855339646,0.0005570724606513977,0.6244528293609619,-1.7126792669296265,0.00028859492,0.00017600954743102193,0.0002459552,-20.50574712643678,3582.3563218390805,,,,
123,81,673,82944,0.09836160000000001,0.060302734375,320,0.0553119326941669,0.0015154331922531128,0.6664995551109314,-1.7084313705563545,0.0023614282,-0.002468943508574739,0.000245904,-20.511363636363637,3583.193181818182,,,,
124,82,675,83968,0.09834112,0.004638671875,324,0.0707353656180203,0.014303212985396385,0.5412988662719727,-1.7231805548071861,0.0014431744,-0.0003611826687119901,0.0002458528,-20.52747252747253,3577.5934065934066,,,,
125,83,678,84992,0.09832064000000001,0.0146484375,328,0.0705140579957515,0.013062829151749611,0.7006559371948242,-1.739040806889534,0.0010598204,-0.0003982590860687196,0.0002458016,-20.526881720430108,3588.05376344086,,,,
126,84,680,86016,0.09830016000000001,0.1533203125,332,0.05314715672284365,-0.00633653812110424,0.708200991153717,-1.745178110897541,0.0027370001,-0.00317925593117252,0.0002457504,-20.526881720430108,3588.05376344086,,,,
127,85,683,87040,0.09827968000000001,0.0,336,0.08855526801198721,0.03022034280002117,0.30982595682144165,-1.7437132596969604,0.0011878335,0.00012380443513393402,0.0002456992,-20.52127659574468,3586.978723404255,,,,
128,86,685,88064,0.0982592,0.09375,340,0.07193789444863796,7.808394730091095e-05,0.665717363357544,-1.7250444293022156,0.002235864,-0.0026521888212300837,0.000245648,-20.526315789473685,3585.178947368421,,,,
129,87,688,89088,0.09823872,0.06103515625,344,0.042876450810581446,-0.01228361576795578,0.7968478202819824,-1.6991606652736664,0.0023372886,-0.0025470145628787577,0.0002455968,-20.526315789473685,3585.178947368421,,,,
130,88,690,90112,0.09821824000000001,0.061279296875,348,0.02646977175027132,-0.014596456661820412,0.7291062474250793,-1.6898895874619484,0.0023824547,-0.0020581427379511297,0.0002455456,-20.520833333333332,3587.7083333333335,,,,
131,89,693,91136,0.09819776000000001,0.18408203125,352,0.04103215201757848,-0.005986543372273445,0.8331665992736816,-1.6755258291959763,0.0051629026,-0.003532690490828827,0.0002454944,-20.53,3580.48,,,,
132,90,695,92160,0.09817728,0.05615234375,356,0.0593144497834146,0.016051221638917923,0.7788782119750977,-1.677878051996231,0.0008329411,-0.0003474158584140241,0.0002454432,-20.53,3582.88,,,,
133,91,697,93184,0.0981568,0.04931640625,360,0.04903815104626119,0.014428524300456047,0.718093752861023,-1.692694552242756,0.0022679653,-0.001417306630173698,0.000245392,-20.53,3582.88,,,,
134,92,700,94208,0.09813632,0.009521484375,364,0.08223894680850208,0.018117791041731834,0.6060689687728882,-1.6892350614070892,0.0016020497,-0.0013636349758598953,0.0002453408,-20.54,3580.84,,,,
135,93,702,95232,0.09811584000000001,0.023193359375,368,0.047959455056115985,0.001810658723115921,0.709875226020813,-1.6849373206496239,0.002438548,-0.0015893896343186498,0.0002452896,-20.54,3581.94,,,,
136,94,704,96256,0.09809536,0.014892578125,372,0.07264597923494875,0.012938141822814941,0.6416858434677124,-1.6978568136692047,0.00052294607,-0.0003011429216712713,0.0002452384,-20.54,3581.94,,,,
137,95,706,97280,0.09807488,0.017333984375,376,0.05351773975417018,0.0006282646209001541,0.5543175935745239,-1.6980124935507774,0.002001946,-0.0009049849468283355,0.0002451872,-20.58,3576.85,,,,
138,96,709,98304,0.0980544,0.005859375,380,0.0708471059333533,0.004874827340245247,0.7437103986740112,-1.7173238173127174,0.0018292329,-0.0013389287050813437,0.000245136,-20.59,3556.15,,,,
139,97,711,99328,0.09803392,0.00927734375,384,0.05039765266701579,0.0020321905612945557,0.7986568212509155,-1.7376272305846214,0.0024004106,-0.0008187925268430263,0.0002450848,-20.58,3560.97,,,,
,,,100000,0.09801344000000001,0.0,388,0.06888429797254503,0.013920033350586891,0.6697746515274048,-1.7481356486678123,0.0006035707,-0.0010245443554595113,0.0002450336,,,3056.0,-21.0,-932.3,3056.0
153,98,654,100352,,,,,,,,,,,-20.57,3561.49,,,,
154,99,657,101376,0.09799296,0.000732421875,392,0.05659213266335428,0.006915327161550522,0.693382978439331,-1.752289317548275,0.00045165233,-0.0009532776311971247,0.0002449824,-20.57,3561.49,,,,
155,100,659,102400,0.09797248,0.0,396,0.06274381652474403,0.0061125438660383224,0.6025269031524658,-1.7517611756920815,0.00078732055,-0.0007078395574353635,0.0002449312,-20.56,3558.49,,,,
156,101,661,103424,0.097952,0.116455078125,400,0.08375514252111316,0.015957064926624298,0.586861789226532,-1.7415663823485374,0.0029365253,-0.003203028754796833,0.00024488,-20.56,3558.49,,,,
157,102,663,104448,0.09793152000000001,0.0,404,0.03618039796128869,-0.0044870879501104355,0.6779289245605469,-1.737878642976284,0.0010146727,-0.0005774169694632292,0.0002448288,-20.57,3558.98,,,,
158,103,665,105472,0.09791104,0.000244140625,408,0.03179710218682885,-0.007744834758341312,0.8675617575645447,-1.7369736209511757,0.00052404817,-0.0005580416182056069,0.0002447776,-20.57,3561.85,,,,
159,104,668,106496,0.09789056000000002,0.02587890625,412,0.051035298965871334,0.011728951707482338,0.8111480474472046,-1.725672334432602,0.0016578365,-0.0017953950737137347,0.00024472640000000004,-20.57,3562.54,,,,
160,105,670,107520,0.09787008000000001,0.05029296875,416,0.10022450564429164,0.027983592823147774,0.5848196148872375,-1.7265896052122116,0.0025023585,-0.0014776965836063027,0.00024467520000000004,-20.57,3562.54,,,,
161,106,672,108544,0.09784960000000001,0.138671875,420,0.06925360625609756,0.01808648183941841,0.5619403123855591,-1.6899928376078606,0.005063125,-0.0035559220414143056,0.00024462400000000003,-20.57,3562.54,,,,
162,107,674,109568,0.09782912,0.102783203125,424,0.03757523046806455,0.0028407108038663864,0.7270292043685913,-1.7025283873081207,0.003451369,-0.00148542839451693,0.00024457280000000003,-20.56,3568.24,,,,
163,108,676,110592,0.09780864,0.061279296875,428,0.03713496250566095,-0.010525841265916824,0.8097062110900879,-1.706560529768467,0.0023848577,-0.0021781938266940415,0.00024452160000000003,-20.56,3568.24,,,,
164,109,678,111616,0.09778816000000001,0.001708984375,432,0.038524688221514225,-0.004619082435965538,0.7816186547279358,-1.7264114916324615,0.0007003597,-0.0005938046961091459,0.0002444704,-20.56,3565.68,,,,
165,110,680,112640,0.09776768000000001,0.041015625,436,0.06432195799425244,0.005899256095290184,0.7490514516830444,-1.7267400845885277,0.0017370903,-0.001713128702249378,0.0002444192,-20.55,3564.21,,,,
166,111,682,113664,0.0977472,0.0009765625,440,0.10179656185209751,0.013246221467852592,0.44910794496536255,-1.718140460550785,0.0008970156,-0.0008097129466477782,0.000244368,-20.54,3567.35,,,,
167,112,684,114688,0.09772672,0.07080078125,444,0.07545746420510113,0.011495489627122879,0.6676791906356812,-1.7233536392450333,0.002431471,-0.0015827254392206669,0.0002443168,-20.53,3572.88,,,,
168,113,686,115712,0.09770624,0.06884765625,448,0.07277495879679918,0.012394681572914124,0.5888063907623291,-1.7316725999116898,0.0033269105,-0.0020883955876342952,0.0002442656,-20.53,3572.88,,,,
169,114,688,116736,0.09768576000000001,0.000732421875,452,0.08048600028268993,0.01802801713347435,0.44996607303619385,-1.7360427975654602,0.00035152986,0.0003405608586035669,0.0002442144,-20.53,3572.88,,,,
170,115,690,117760,0.09766528000000001,0.0,456,0.09944378910586238,0.02982226386666298,0.41947489976882935,-1.7337494865059853,0.00046850904,0.0004025364760309458,0.0002441632,-20.53,3572.88,,,,
171,116,691,118784,0.0976448,0.115478515625,460,0.08780068764463067,0.018043003976345062,0.5150465965270996,-1.728102058172226,0.0037022145,-0.00254156204755418,0.000244112,-20.5,3592.92,,,,
172,117,693,119808,0.09762432,0.05224609375,464,0.056060040136799216,-0.0016043540090322495,0.7257919311523438,-1.7421057596802711,0.0018481632,-0.0005626234342344105,0.0002440608,-20.49,3587.89,,,,
173,118,695,120832,0.09760384,0.12451171875,468,0.10172767052426934,0.02276165969669819,0.5737521052360535,-1.715987354516983,0.0021966908,-0.0031271813204512,0.0002440096,-20.49,3599.03,,,,
174,119,697,121856,0.09758336000000001,0.005615234375,472,0.05745238275267184,0.013875022530555725,0.7619236707687378,-1.706889532506466,0.00093308836,-4.807923687621951e-05,0.00024395839999999998,-20.49,3599.03,,,,
175,120,698,122880,0.09756288,0.074462890625,476,0.06413619848899543,-0.00534810870885849,0.8183772563934326,-1.713492028415203,0.0019362648,-0.0035278014838695526,0.0002439072,-20.47,3618.1,,,,
176,121,700,123904,0.0975424,0.02880859375,480,0.04893026896752417,-0.003079606220126152,0.8637385964393616,-1.7232756987214088,0.0023475606,-0.0021860013948753476,0.000243856,-20.47,3618.1,,,,
177,122,702,124928,0.09752192,0.090087890625,484,0.016947206982877105,-0.015718137845396996,0.8443737626075745,-1.7384586036205292,0.0032653173,-0.002165221201721579,0.0002438048,-20.47,3618.1,,,,
,,,125000,0.09750144,0.095458984375,488,0.032351892557926476,0.0034785903990268707,0.9016097784042358,-1.7462733834981918,0.0025465847,-0.0030162082402966917,0.0002437536,,,3056.0,-21.0,-931.6360000000001,3056.0
191,123,658,125952,,,,,,,,,,,-20.47,3613.07,,,,
192,124,659,126976,0.09748096,0.0078125,492,0.04203238966874778,0.004641808569431305,0.862192690372467,-1.7427616119384766,0.0014898232,-0.0008111845818348229,0.0002437024,-20.48,3603.92,,,,
193,125,661,128000,0.09746048000000002,0.04443359375,496,0.05410694517195225,0.002270776778459549,0.7717277407646179,-1.7393807843327522,0.00263392,-0.0013579942751675844,0.00024365120000000002,-20.48,3598.25,,,,
194,126,663,129024,0.09744000000000001,0.019775390625,500,0.06748415553011,0.014457037672400475,0.7636001110076904,-1.7465654909610748,0.0021658826,-0.0019113157177343965,0.0002436,-20.48,3595.02,,,,
195,127,665,130048,0.09741952000000001,0.010498046875,504,0.028806581627577543,-0.002841658890247345,0.8314731121063232,-1.7494251355528831,0.0015315516,-0.0006502721807919443,0.0002435488,-20.48,3595.02,,,,
196,128,666,131072,0.09739904,0.0,508,0.08348959730938077,0.015381498262286186,0.48042893409729004,-1.7565184980630875,0.0009381852,-0.000928282446693629,0.0002434976,-20.49,3595.23,,,,
197,129,668,132096,0.09737856,0.007568359375,512,0.044542543357238173,-0.0010992716997861862,0.7555174231529236,-1.7544790878891945,0.0010155078,-0.0007472086581401527,0.0002434464,-20.5,3590.84,,,,
