time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_score_reward
26,26624,41,636,0.46407991647720337,0.0731794354505837,100,0.00024872,-1.7256220877170563,0.09948800000000001,0.003111899,0.138427734375,-0.0022580326767638326,0.01302073523402214,3767.625,-20.208333333333332,,,,
27,27648,42,645,0.524034857749939,0.08216373692266643,104,0.0002486688,-1.7132492288947105,0.09946752,0.0020963647,0.0390625,-0.0003907161299139261,0.013203535228967667,3751.6,-20.2,,,,
28,28672,43,653,0.41020315885543823,0.08783045085147023,108,0.0002486176,-1.725296176970005,0.09944704,0.0021158531,0.111328125,-0.002758803719189018,0.024913830682635307,3724.6428571428573,-20.285714285714285,,,,
29,29696,44,660,0.480673611164093,0.08233852172270417,112,0.0002485664,-1.70677200704813,0.09942656,0.002562344,0.135986328125,-0.001874455250799656,0.01682278886437416,3728.310344827586,-20.275862068965516,,,,
30,30720,45,668,0.4518764019012451,0.0793212023563683,116,0.0002485152,-1.7088782861828804,0.09940608000000001,0.0015377603,0.025146484375,-0.0015262884553521872,0.01811651885509491,3733.9666666666667,-20.3,,,,
31,31744,46,675,0.48024338483810425,0.0692887653131038,120,0.000248464,-1.667400874197483,0.0993856,0.003924319,0.138916015625,-0.0031124013185035437,0.007276192307472229,3733.9666666666667,-20.3,,,,
32,32768,48,682,0.38949495553970337,0.1000414309091866,124,0.0002484128,-1.6786714121699333,0.09936512,0.0017483395,0.00146484375,-0.00013099442003294826,0.032689377665519714,3731.1935483870966,-20.322580645161292,,,,
33,33792,49,689,0.5175644755363464,0.07879429846070707,128,0.0002483616,-1.7107542306184769,0.09934464,0.0024120933,0.14013671875,-0.003405511670280248,0.009600646793842316,3731.1935483870966,-20.322580645161292,,,,
34,34816,50,695,0.4553223252296448,0.09621528955176473,132,0.0002483104,-1.6971276924014091,0.09932416,0.002436993,0.130859375,-0.0016730190836824477,0.031424492597579956,3712.818181818182,-20.363636363636363,,,,
35,35840,51,701,0.4688222408294678,0.08541175303980708,136,0.00024825920000000004,-1.6805976778268814,0.09930368,0.00045184855,0.119140625,-0.003953451756387949,0.01345825381577015,3707.714285714286,-20.37142857142857,,,,
36,36864,52,706,0.7249499559402466,0.07935412088409066,140,0.00024820800000000003,-1.6580879390239716,0.09928320000000002,0.0014963883,0.103759765625,-0.001930233440361917,0.008388441056013107,3728.0526315789475,-20.31578947368421,,,,
37,37888,53,712,0.8131479024887085,0.06442460045218468,144,0.00024815680000000003,-1.6520511135458946,0.09926272000000001,0.0006811811,0.0,-0.0002610950614325702,0.006428351625800133,3728.0526315789475,-20.31578947368421,,,,
38,38912,54,718,0.47534286975860596,0.069540940457955,148,0.0002481056,-1.6674853637814522,0.09924224000000001,0.0023676897,0.039306640625,-0.0014103443827480078,0.011258697137236595,3728.0526315789475,-20.31578947368421,,,,
39,39936,55,723,0.6685388088226318,0.06585293472744524,152,0.0002480544,-1.6825558990240097,0.09922176,0.0033451014,0.050048828125,-4.175791400484741e-05,0.017711354419589043,3716.974358974359,-20.333333333333332,,,,
40,40960,56,728,0.3821820020675659,0.10123087954707444,156,0.0002480032,-1.728502869606018,0.09920128,0.0017208823,0.026611328125,-0.0008008271688595414,0.027710311114788055,3716.974358974359,-20.333333333333332,,,,
41,41984,57,733,0.543106734752655,0.051868113689124584,160,0.000247952,-1.7279118746519089,0.09918080000000001,0.0024903875,0.0634765625,-0.0021981125173624605,0.008320700377225876,3716.974358974359,-20.333333333333332,,,,
42,43008,58,737,0.4619055390357971,0.07563386438414454,164,0.0002479008,-1.7399538159370422,0.09916032000000001,0.0022875518,0.086181640625,-0.001890410581836477,0.011783333495259285,3724.0476190476193,-20.38095238095238,,,,
43,44032,59,741,0.5687161684036255,0.08629575045779347,168,0.0002478496,-1.7378204613924026,0.09913984,0.0020905738,0.02197265625,-0.0012482738529797643,0.020467618480324745,3717.5333333333333,-20.4,,,,
44,45056,60,746,0.7993470430374146,0.06824221322312951,172,0.0002477984,-1.7313361689448357,0.09911936,0.0013449151,0.02490234375,-0.00045286366366781294,0.02064395323395729,3727.217391304348,-20.369565217391305,,,,
45,46080,61,750,0.6067389845848083,0.068241793429479,176,0.0002477472,-1.7336430698633194,0.09909888,0.0021629701,0.020263671875,-0.00041822640923783183,0.013428609818220139,3727.217391304348,-20.369565217391305,,,,
46,47104,62,754,0.30228477716445923,0.07690566079691052,180,0.000247696,-1.7447128295898438,0.09907840000000001,0.003948644,0.11474609375,-0.0029632440418936312,0.011967327445745468,3727.217391304348,-20.369565217391305,,,,
47,48128,63,758,0.4795224070549011,0.07831833907403052,184,0.0002476448,-1.7439549043774605,0.09905792000000001,0.003092401,0.061767578125,-0.002203271258622408,0.026083946228027344,3740.9148936170213,-20.319148936170212,,,,
48,49152,64,762,0.5969167947769165,0.05865566083230078,188,0.0002475936,-1.7338732406497002,0.09903744,0.00105946,0.0166015625,-0.0009208081755787134,0.008830834180116653,3740.9148936170213,-20.319148936170212,,,,
,50000,,,0.703877866268158,0.045204493682831526,192,0.0002475424,-1.706426240503788,0.09901696,0.0022618256,0.0478515625,-0.0004762480966746807,-0.002620810642838478,,,3056.0,3056.0,-260.75333340000003,-21.0
49,50176,78,642,,,,,,,,,,,3736.6458333333335,-20.333333333333332,,,,
50,51200,79,647,0.6154184341430664,0.07509923167526722,196,0.0002474912,-1.7174236550927162,0.09899648,0.0024719222,0.087158203125,-0.003170264477375895,0.014021821320056915,3742.274509803922,-20.333333333333332,,,,
51,52224,80,651,0.5721339583396912,0.09667563578113914,200,0.00024744,-1.7258214130997658,0.09897600000000001,0.0013038374,0.031494140625,-0.001477777841500938,0.020794890820980072,3739.169811320755,-20.358490566037737,,,,
52,53248,81,656,0.5403076410293579,0.06427638418972492,204,0.00024738879999999997,-1.7270652577280998,0.09895552,0.004522235,0.139404296875,-0.004454899055417627,-0.0007729008793830872,3755.5925925925926,-20.333333333333332,,,,
53,54272,82,660,0.7093039751052856,0.04554693470709026,208,0.0002473376,-1.7306394577026367,0.09893504,0.0020147604,0.068359375,-0.0030942486482672393,-0.0034229066222906113,3755.5925925925926,-20.333333333333332,,,,
54,55296,83,664,0.6655088663101196,0.054344882955774665,212,0.0002472864,-1.7011036798357964,0.09891456,0.005144249,0.166259765625,-0.0018975112470798194,-0.006406480446457863,3749.2727272727275,-20.345454545454544,,,,
55,56320,84,668,0.4756432771682739,0.06947511481121182,216,0.0002472352,-1.7167680338025093,0.09889408,0.0032049573,0.15771484375,-0.001207876077387482,0.015871690586209297,3744.535714285714,-20.339285714285715,,,,
56,57344,85,672,0.7852344512939453,0.05282551539130509,220,0.000247184,-1.6964793875813484,0.0988736,0.00095870515,0.04345703125,-0.0020859218784607947,-0.0031842682510614395,3728.103448275862,-20.362068965517242,,,,
57,58368,86,676,0.7548612356185913,0.06721685407683253,224,0.0002471328,-1.6821041405200958,0.09885312000000002,0.0020349328,0.02734375,-0.0019782904419116676,0.01431291177868843,3717.9830508474574,-20.372881355932204,,,,
58,59392,87,680,0.6281170845031738,0.07020857138559222,228,0.0002470816,-1.6722517907619476,0.09883264000000001,0.0025940798,0.110595703125,-0.0013982448144815862,0.013188518583774567,3725.9508196721313,-20.37704918032787,,,,
59,60416,88,683,0.6854228973388672,0.06318764225579798,232,0.0002470304,-1.6800502091646194,0.09881216000000001,0.0040291054,0.117431640625,-0.0021929866052232683,0.002812691032886505,3723.3225806451615,-20.370967741935484,,,,
60,61440,89,687,0.6818081140518188,0.0555211107712239,236,0.0002469792,-1.6829915717244148,0.09879168,0.0022640696,0.05517578125,-0.000889624294359237,0.011949056759476662,3723.3225806451615,-20.370967741935484,,,,
61,62464,90,690,0.6229465007781982,0.044132163282483816,240,0.000246928,-1.6902822628617287,0.0987712,0.003371931,0.093994140625,-0.001903033524286002,-0.0011127647012472153,3723.3225806451615,-20.370967741935484,,,,
62,63488,91,694,0.8394747972488403,0.017335892422124743,244,0.0002468768,-1.6862867772579193,0.09875072000000001,0.0036998696,0.064208984375,-0.0008900992106646299,-0.013922135345637798,3729.890625,-20.375,,,,
63,64512,92,697,0.6733253002166748,0.07913822354748845,248,0.00024682560000000004,-1.708322785794735,0.09873024000000001,0.002322046,0.087158203125,-0.0008263169729616493,0.022275153547525406,3722.1363636363635,-20.393939393939394,,,,
64,65536,93,700,0.5064027309417725,0.10763368848711252,252,0.00024677440000000003,-1.686500646173954,0.09870976000000001,0.00089806365,0.001220703125,-0.00030795051134191453,0.024582577869296074,3728.194029850746,-20.402985074626866,,,,
65,66560,94,704,0.7553436756134033,0.07552461489103734,256,0.00024672320000000003,-1.6771563068032265,0.09868928,0.002262932,0.02734375,-0.001496140263043344,0.012928828597068787,3728.220588235294,-20.41176470588235,,,,
66,67584,95,707,0.7788703441619873,0.06677371147088706,260,0.000246672,-1.6988225802779198,0.0986688,0.0044660373,0.1416015625,-0.0006738195079378784,0.016766803339123726,3727.785714285714,-20.4,,,,
67,68608,96,710,0.4980838894844055,0.10482860542833805,264,0.0002466208,-1.710038647055626,0.09864832000000001,0.00042201992,0.00048828125,0.0002731342101469636,0.03641865774989128,3727.785714285714,-20.4,,,,
68,69632,97,713,0.6206204295158386,0.05102768121287227,268,0.0002465696,-1.685173861682415,0.09862784000000001,0.0025661385,0.069091796875,-0.0012911148951388896,0.012015223503112793,3721.7042253521126,-20.408450704225352,,,,
69,70656,98,716,0.7891428470611572,0.039452178636565804,272,0.0002465184,-1.6751658916473389,0.09860736,0.0018801419,0.0390625,-0.001983988913707435,0.0020118970423936844,3721.7042253521126,-20.408450704225352,,,,
70,71680,99,719,0.7894653081893921,0.02191380999283865,276,0.0002464672,-1.643059402704239,0.09858688,0.0020642688,0.03173828125,-0.0011780209024436772,-0.015763206407427788,3720.4931506849316,-20.383561643835616,,,,
71,72704,100,721,0.8299992680549622,0.04095352510921657,280,0.000246416,-1.6655838340520859,0.0985664,0.0020892941,0.127197265625,-0.0031736455857753754,7.366575300693512e-05,3719.7894736842104,-20.407894736842106,,,,
72,73728,101,724,0.8130371570587158,0.04054962075315416,284,0.0002463648,-1.6908156275749207,0.09854592000000001,0.002497592,0.129638671875,-0.0025108015979640186,-0.006150770932435989,3709.076923076923,-20.423076923076923,,,,
73,74752,102,727,0.7310929894447327,0.0648940009996295,288,0.0002463136,-1.7120382562279701,0.09852544,0.0023490253,0.033935546875,-0.0024763905676081777,0.0020075254142284393,3709.076923076923,-20.423076923076923,,,,
,75000,,,0.46909868717193604,0.07320805848576128,292,0.0002462624,-1.7047701179981232,0.09850496,0.0016547691,0.059326171875,-0.002455038658808917,0.016088321805000305,,,3056.0,3056.0,-262.60666660000004,-21.0
74,75776,116,651,,,,,,,,,,,3709.076923076923,-20.423076923076923,,,,
75,76800,117,654,0.5112061500549316,0.06075859977863729,296,0.0002462112,-1.7083218172192574,0.09848448,0.001522312,0.026611328125,-0.0007957099878694862,0.012811064720153809,3705.3670886075947,-20.430379746835442,,,,
76,77824,118,657,0.5726298093795776,0.08588375430554152,300,0.00024616,-1.7103968262672424,0.098464,0.0015976701,0.025634765625,-0.0009783550340216607,0.028079304844141006,3705.3670886075947,-20.430379746835442,,,,
77,78848,119,660,0.6369187235832214,0.06053867167793214,304,0.0002461088,-1.698377713561058,0.09844352,0.0020850555,0.084716796875,-0.0017516963998787105,0.026627138257026672,3700.743902439024,-20.426829268292682,,,,
78,79872,120,663,0.8349482417106628,0.03663135867100209,308,0.0002460576,-1.7095860689878464,0.09842304,0.0018771051,0.016357421875,-0.0008848721481626853,-0.005214759148657322,3700.743902439024,-20.426829268292682,,,,
79,80896,121,665,0.8277536630630493,0.03389041486661881,312,0.00024600640000000003,-1.6685480624437332,0.09840256000000001,0.002994312,0.073974609375,-0.0015190985868684947,0.0022803843021392822,3701.9767441860463,-20.430232558139537,,,,
80,81920,122,668,0.7749590873718262,0.06478605815209448,316,0.0002459552,-1.6593596562743187,0.09838208000000001,0.0021266951,0.043701171875,-0.00034288561437278986,0.0208685752004385,3701.9767441860463,-20.430232558139537,,,,
81,82944,123,671,0.5999128818511963,0.04700118745677173,320,0.000245904,-1.6631484404206276,0.09836160000000001,0.002187939,0.097412109375,-0.002271918230690062,0.004530064761638641,3701.9767441860463,-20.430232558139537,,,,
82,83968,124,674,0.674257755279541,0.047361343866214156,324,0.0002458528,-1.682998389005661,0.09834112,0.0028344388,0.07666015625,-0.0019627081928774714,0.0021865572780370712,3698.1264367816093,-20.42528735632184,,,,
83,84992,125,676,0.6252217888832092,0.0502523691393435,328,0.0002458016,-1.6781134530901909,0.09832064000000001,0.00095935137,0.01318359375,-0.0006846114993095398,0.002379652112722397,3698.1264367816093,-20.42528735632184,,,,
84,86016,126,679,0.5823863744735718,0.07602785993367434,332,0.0002457504,-1.6978103518486023,0.09830016000000001,0.0013428249,0.0068359375,-0.00015127472579479218,0.008449049666523933,3694.3932584269664,-20.426966292134832,,,,
85,87040,127,681,0.8012911081314087,0.04331860120873898,336,0.0002456992,-1.6855033859610558,0.09827968000000001,0.0023561756,0.05419921875,-0.0010029195400420576,-0.0024929530918598175,3691.78021978022,-20.439560439560438,,,,
86,88064,128,684,0.6854158639907837,0.07637588866055012,340,0.000245648,-1.6865202486515045,0.0982592,0.00251255,0.12890625,-0.0005766209797002375,0.016091210767626762,3689.430107526882,-20.440860215053764,,,,
87,89088,129,686,0.8715599775314331,0.05073559074662626,344,0.0002455968,-1.70337775349617,0.09823872,0.0012072007,0.01611328125,-0.0009966172219719738,0.0023624617606401443,3694.095744680851,-20.4468085106383,,,,
88,90112,130,689,0.5924214124679565,0.04973763972520828,348,0.0002455456,-1.6909954324364662,0.09821824000000001,0.0022625737,0.071044921875,-0.0023903417168185115,-0.002094712108373642,3689.9894736842107,-20.45263157894737,,,,
89,91136,131,691,0.6633620858192444,0.0490019079297781,352,0.0002454944,-1.706410102546215,0.09819776000000001,0.0017760298,0.06494140625,-0.002297192520927638,-0.0019442364573478699,3689.9894736842107,-20.45263157894737,,,,
90,92160,132,694,0.37339794635772705,0.09470414789393544,356,0.0002454432,-1.6918283179402351,0.09817728,0.0024779062,0.059814453125,-0.001072379935067147,0.020487528294324875,3687.8541666666665,-20.458333333333332,,,,
91,93184,133,696,0.5621345043182373,0.08183086616918445,360,0.000245392,-1.670170120894909,0.0981568,0.0021001874,0.03515625,-0.0004297564155422151,0.010517207905650139,3687.8541666666665,-20.458333333333332,,,,
92,94208,134,698,0.5320883393287659,0.058079547015950084,364,0.0002453408,-1.6676515638828278,0.09813632,0.0016008365,0.107177734375,-0.0019278192485217005,0.006010446697473526,3689.969387755102,-20.459183673469386,,,,
93,95232,135,700,0.6857849359512329,0.08951037982478738,368,0.0002452896,-1.6545127779245377,0.09811584000000001,0.0007514361,0.014892578125,-7.177685620263219e-05,0.025074681267142296,3688.64,-20.45,,,,
94,96256,136,703,0.6367044448852539,0.07997477985918522,372,0.0002452384,-1.6494752913713455,0.09809536,0.0044547217,0.167724609375,-0.00284696914604865,0.01976991631090641,3691.95,-20.44,,,,
95,97280,137,705,0.693595290184021,0.06837249151431024,376,0.0002451872,-1.6813575774431229,0.09807488,0.0028345198,0.160888671875,-0.0033178430749103427,0.005865881219506264,3706.77,-20.42,,,,
96,98304,138,707,0.8022036552429199,0.06102599389851093,380,0.000245136,-1.6556553468108177,0.0980544,0.00093155744,0.0263671875,-0.0011255823774263263,0.029582571238279343,3709.77,-20.43,,,,
97,99328,139,709,0.7338789701461792,0.053368938621133566,384,0.0002450848,-1.6708380281925201,0.09803392,0.0017254944,0.009765625,-0.0015403718571178615,0.000695427879691124,3709.77,-20.43,,,,
,100000,,,0.3762681484222412,0.08338660560548306,388,0.0002450336,-1.6888376772403717,0.09801344000000001,0.0024782028,0.093994140625,-0.0029510374879464507,0.013012468814849854,,,3104.0,3104.0,-0.12,-21.0
98,100352,153,652,,,,,,,,,,,3714.1,-20.42,,,,
99,101376,154,655,0.6654970645904541,0.05316632683388889,392,0.0002449824,-1.6842573210597038,0.09799296,0.00061762094,0.001708984375,0.0005230476090218872,0.008632881566882133,3711.09,-20.43,,,,
100,102400,155,657,0.5888400077819824,0.0932280090637505,396,0.0002449312,-1.7272565737366676,0.09797248,0.0011414469,0.04736328125,0.00077528998372145,0.017766963690519333,3703.58,-20.44,,,,
101,103424,156,659,0.4694928526878357,0.054424264235422015,400,0.00024488,-1.7233862355351448,0.097952,0.002183484,0.035888671875,-0.0018642566283233464,-0.011067122220993042,3704.47,-20.43,,,,
102,104448,157,661,0.47148239612579346,0.09675216861069202,404,0.0002448288,-1.7146627753973007,0.09793152000000001,0.0013896934,0.002685546875,-0.0004205813747830689,0.03318667784333229,3707.74,-20.42,,,,
103,105472,158,663,0.5045959949493408,0.08180406177416444,408,0.0002447776,-1.722413532435894,0.09791104,0.0013248078,0.031982421875,-0.0013578988437075168,0.017237873747944832,3707.74,-20.42,,,,
104,106496,159,666,0.39716047048568726,0.08771889097988605,412,0.00024472640000000004,-1.7109946087002754,0.09789056000000002,0.00095946586,0.0478515625,-0.001386783114867285,0.023099172860383987,3707.74,-20.42,,,,
105,107520,160,668,0.5511927604675293,0.07451373408548534,416,0.00024467520000000004,-1.7204237952828407,0.09787008000000001,0.00035364064,0.005126953125,-0.00039183360058814287,0.020001566037535667,3707.74,-20.42,,,,
106,108544,161,670,0.5971015095710754,0.05064465990290046,420,0.00024462400000000003,-1.7193952351808548,0.09784960000000001,0.0010583362,0.00390625,-0.0008710396359674633,-0.00045347586274147034,3708.21,-20.43,,,,
107,109568,162,672,0.8279081583023071,0.03380681003909558,424,0.00024457280000000003,-1.6977595314383507,0.09782912,0.0024575945,0.0888671875,-0.0026457453495822847,-0.002171263098716736,3708.21,-20.43,,,,
108,110592,164,674,0.7856454253196716,0.03555806155782193,428,0.00024452160000000003,-1.6812009736895561,0.09780864,0.0028889924,0.0712890625,-0.0011950899788644165,0.020383179187774658,3731.33,-20.4,,,,
109,111616,165,676,0.6808179020881653,0.05309340823441744,432,0.0002444704,-1.6380122676491737,0.09778816000000001,0.00260157,0.11474609375,-0.003868218685965985,0.007273675873875618,3716.99,-20.43,,,,
110,112640,166,678,0.8519787192344666,0.04706098698079586,436,0.0002444192,-1.6680877655744553,0.09776768000000001,0.0009967439,0.02685546875,-0.00018161872867494822,0.002108139917254448,3745.35,-20.43,,,,
111,113664,167,680,0.8454979658126831,0.0365833539981395,440,0.000244368,-1.6553116887807846,0.0977472,0.0025473908,0.09765625,-0.0031913897255435586,-0.006803946569561958,3745.35,-20.43,,,,
112,114688,168,682,0.6039223074913025,0.08285912708379328,444,0.0002443168,-1.6339275166392326,0.09772672,0.00073557167,0.068359375,-0.00019142316887155175,0.019548146054148674,3745.35,-20.43,,,,
113,115712,169,684,0.3943837881088257,0.0809694416821003,448,0.0002442656,-1.6309245452284813,0.09770624,0.0018580379,0.048828125,-0.00018638334586285055,0.016342230141162872,3745.35,-20.43,,,,
114,116736,170,685,0.5982283353805542,0.055646737571805716,452,0.0002442144,-1.6015924364328384,0.09768576000000001,0.0022175359,0.0546875,-0.001275114918826148,0.007740980014204979,3738.48,-20.45,,,,
115,117760,171,687,0.6447005271911621,0.056717979023233056,456,0.0002441632,-1.6099116876721382,0.09766528000000001,0.0016902557,0.07958984375,-0.002351773902773857,0.0025343969464302063,3741.66,-20.44,,,,
116,118784,172,689,0.7166708111763,0.029023112496361136,460,0.000244112,-1.588233768939972,0.0976448,0.002416384,0.03662109375,-0.0011387800332158804,-0.005573802627623081,3722.98,-20.48,,,,
117,119808,173,691,0.8367933034896851,0.05703329178504646,464,0.0002440608,-1.5810085460543633,0.09762432,0.0024335822,0.12890625,-0.0006784505676478148,0.016398657113313675,3726.51,-20.48,,,,
118,120832,174,693,0.7703366875648499,0.03448205080348998,468,0.0002440096,-1.580593079328537,0.09760384,0.003780695,0.128662109375,-0.0011118934489786625,-0.0019412562251091003,3726.51,-20.48,,,,
119,121856,175,694,0.42299431562423706,0.08897516690194607,472,0.00024395839999999998,-1.5870796144008636,0.09758336000000001,0.002093203,0.02490234375,0.00032033666502684355,0.02976158633828163,3726.51,-20.48,,,,
120,122880,176,696,0.5298348069190979,0.06732521927915514,476,0.0002439072,-1.5483997017145157,0.09756288,0.0014973946,0.0263671875,-0.0005104395095258951,0.02020077593624592,3728.87,-20.48,,,,
121,123904,177,698,0.8605043888092041,0.020869356114417315,480,0.000243856,-1.50900449603796,0.0975424,0.0013216496,0.033203125,-0.000591898919083178,-0.006299199536442757,3728.02,-20.47,,,,
122,124928,178,700,0.7666944265365601,0.05650502326898277,484,0.0002438048,-1.5000682547688484,0.09752192,0.0017159958,0.09765625,-0.0006069238297641277,-0.0017536357045173645,3720.72,-20.47,,,,
,125000,,,0.7141700983047485,0.09152568224817514,488,0.0002437536,-1.5190283954143524,0.09750144,0.005334312,0.14501953125,0.0006285043782554567,0.012014370411634445,,,3056.0,3056.0,-262.4333334,-21.0
123,125952,192,655,,,,,,,,,,,3726.01,-20.44,,,,
124,126976,193,657,0.8423917293548584,0.05433347006328404,492,0.0002437024,-1.5210012197494507,0.09748096,0.001446214,0.04541015625,0.001257921801880002,0.0107195433229208,3726.01,-20.44,,,,
125,128000,194,659,0.5999094843864441,0.045949508203193545,496,0.00024365120000000002,-1.5395307764410973,0.09746048000000002,0.0034810004,0.06982421875,-0.0008304382208734751,0.007355890236794949,3726.01,-20.44,,,,
126,129024,195,661,0.578648567199707,0.07057312037795782,500,0.0002436,-1.5529488399624825,0.09744000000000001,0.00018359307,0.014892578125,0.0010526027763262391,0.011448511853814125,3726.01,-20.44,,,,
127,130048,196,663,0.7865092158317566,0.028199212974868715,504,0.0002435488,-1.5442675054073334,0.09741952000000001,0.0014490983,0.07275390625,-0.0003486898494884372,-0.00722003448754549,3726.01,-20.44,,,,
128,131072,197,664,0.7806195616722107,0.03566284291446209,508,0.0002434976,-1.5623105466365814,0.09739904,0.002962377,0.10400390625,-0.0015672746521886438,-0.0014514699578285217,3711.52,-20.48,,,,
129,132096,198,666,0.8878419399261475,0.03271185583434999,512,0.0002434464,-1.5780906081199646,0.09737856,0.0017186486,0.02001953125,-0.0012788562453351915,-0.010424728505313396,3706.27,-20.48,,,,
