time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/n_updates,train/learning_rate,train/clip_range,train/approx_kl,train/value_loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_reward,eval/mean_score_ep_length
618,30,30720,49,116,0.0002485152,0.09940608000000001,0.0015377603,0.0793212023563683,0.025146484375,-1.7088782861828804,0.4518764019012451,-0.0015262884553521872,0.01811651885509491,3733.9666666666667,-20.3,,,,
623,31,31744,50,120,0.000248464,0.0993856,0.003924319,0.0692887653131038,0.138916015625,-1.667400874197483,0.48024338483810425,-0.0031124013185035437,0.007276192307472229,3733.9666666666667,-20.3,,,,
631,32,32768,51,124,0.0002484128,0.09936512,0.0017483395,0.1000414309091866,0.00146484375,-1.6786714121699333,0.38949495553970337,-0.00013099442003294826,0.032689377665519714,3731.1935483870966,-20.322580645161292,,,,
638,33,33792,52,128,0.0002483616,0.09934464,0.0024120933,0.07879429846070707,0.14013671875,-1.7107542306184769,0.5175644755363464,-0.003405511670280248,0.009600646793842316,3731.1935483870966,-20.322580645161292,,,,
645,34,34816,53,132,0.0002483104,0.09932416,0.002436993,0.09621528955176473,0.130859375,-1.6971276924014091,0.4553223252296448,-0.0016730190836824477,0.031424492597579956,3712.818181818182,-20.363636363636363,,,,
652,35,35840,54,136,0.00024825920000000004,0.09930368,0.00045184855,0.08541175303980708,0.119140625,-1.6805976778268814,0.4688222408294678,-0.003953451756387949,0.01345825381577015,3707.714285714286,-20.37142857142857,,,,
658,36,36864,55,140,0.00024820800000000003,0.09928320000000002,0.0014963883,0.07935412088409066,0.103759765625,-1.6580879390239716,0.7249499559402466,-0.001930233440361917,0.008388441056013107,3728.0526315789475,-20.31578947368421,,,,
664,37,37888,57,144,0.00024815680000000003,0.09926272000000001,0.0006811811,0.06442460045218468,0.0,-1.6520511135458946,0.8131479024887085,-0.0002610950614325702,0.006428351625800133,3728.0526315789475,-20.31578947368421,,,,
670,38,38912,58,148,0.0002481056,0.09924224000000001,0.0023676897,0.069540940457955,0.039306640625,-1.6674853637814522,0.47534286975860596,-0.0014103443827480078,0.011258697137236595,3728.0526315789475,-20.31578947368421,,,,
676,39,39936,59,152,0.0002480544,0.09922176,0.0033451014,0.06585293472744524,0.050048828125,-1.6825558990240097,0.6685388088226318,-4.175791400484741e-05,0.017711354419589043,3716.974358974359,-20.333333333333332,,,,
682,40,40960,60,156,0.0002480032,0.09920128,0.0017208823,0.10123087954707444,0.026611328125,-1.728502869606018,0.3821820020675659,-0.0008008271688595414,0.027710311114788055,3716.974358974359,-20.333333333333332,,,,
